0	1	2	3	4
4286	2902	2891	1112	3334
785	5038	7740	1842	9941
5172	2311	146	7516	9613
7984	6615	3233	7309	4150
3488	4848	9669	1234	1024
2649	3983	3244	9896	1800
2012	5211	9534	3141	4100
2495	8350	9075	8173	10237
1692	2983	8375	5399	4404
7421	273	9077	384	3967
9218	9357	5073	6889	5497
9441	7	8030	8496	7262
5281	107	5396	8633	3232
4553	9376	9710	7615	9890
7705	6863	10061	1726	8395
8723	1992	7462	117	5131
5603	913	3192	8981	8246
7985	8583	8741	2486	3729
6372	1031	9385	6788	10208
4138	7711	8326	6147	1298
7941	8195	2783	1287	5554
7924	2022	2300	6087	10199
5752	2226	5214	5572	8640
1256	1367	4745	6271	6737
842	4031	9825	3172	3755
3486	3478	8711	922	440
6182	10221	3703	1548	1812
7798	6345	1514	6752	6030
4564	4973	5373	2430	1639
5734	1531	8561	7592	8720
1992	2420	1192	3974	7862
2343	2133	3292	8601	2365
6132	1301	9173	5703	6584
897	2916	1512	7244	9348
6612	1348	10028	1626	1013
7661	8689	2981	4927	3601
5785	3828	5988	1109	6676
2101	738	8695	1582	3199
1939	949	8144	8220	3427
4068	6256	5482	3080	6397
604	7449	3179	6776	2853
6497	1095	6721	5818	5142
6820	1854	9666	8359	6663
5798	3662	6825	3876	170
3500	7429	9323	6251	2277
4434	6186	7436	1630	9754
7723	6812	656	4029	2227
5055	8263	1037	9882	7304
1515	7046	2651	623	454
1438	4610	2163	1197	5530
4998	6530	9718	9080	377
3482	3532	1870	6081	1146
2432	7456	5765	8793	3860
3027	8902	4861	4900	2837
730	1008	5662	8759	6770
1314	1601	4794	5707	9720
7796	2154	8968	1645	1434
3101	6327	8724	7646	10111
1635	5232	10082	5921	3502
8367	61	4971	9237	6655
1177	3537	2446	7741	1746
1702	2063	9673	9363	576
5658	1994	6839	4825	3647
10242	1106	546	2842	8338
8813	1383	3502	2194	1216
8219	8123	2158	5941	5422
