0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
1324	16130	1118	8306	2710	39	1247	14360	8913	15364	11729	14291	17422	1689	8430	194	7170	1786
6407	7056	15765	18254	1662	7065	3849	2585	7129	9344	10549	2331	4153	15735	1427	12012	6248	4970
12915	6206	3668	9975	4374	9451	15860	8644	6987	17953	8033	4452	18282	6551	7030	10745	7172	6520
2186	13026	7428	6683	5534	594	16117	16271	1453	11154	14081	3073	13323	1327	17295	17885	3487	9772
13256	5619	7843	3461	11298	8292	13855	3481	15902	4349	6334	16750	3864	3530	11697	9676	3716	14087
321	3810	7679	12186	8376	12092	12236	16090	11771	3225	5539	1510	15296	634	13227	11964	1307	5335
9444	15820	6113	12557	4605	18872	7550	3442	11522	3180	4141	7079	8327	5973	14312	5517	5157	8074
6250	16499	11647	4704	1067	8386	5087	15337	2333	6097	3675	8502	7885	14120	2402	7094	2484	18747
9041	726	7234	509	7794	18216	13618	15694	4058	9962	4885	6900	14769	18828	5623	17930	5526	18367
11331	6583	6808	1453	11022	17996	16191	11134	7315	9582	9614	3971	3620	12219	5710	16099	15304	10242
11275	12521	4223	13028	18692	13202	6270	12938	13299	4410	4193	3422	15510	5873	8038	14665	4273	3066
4258	14045	7663	12538	8453	2638	7519	8670	4803	17470	5351	3647	15304	1337	14263	15567	10279	16266
15796	1225	15534	15976	5505	9874	1847	5269	9120	11491	11915	14296	14972	3067	1634	15213	18615	1357
4925	294	17070	5675	11376	13972	17628	17251	13369	5496	3685	10267	1288	3180	11726	16002	7079	13518
446	15390	12843	5424	6911	11749	5190	13876	4570	18800	2595	14390	5669	1664	7201	7697	8341	3332
12087	587	7019	1433	12233	3328	10000	7584	16962	14836	8001	16408	1254	11699	8855	369	5428	16204
15771	7627	9719	3671	11716	7736	6705	2119	8027	17238	1178	9299	17777	663	6443	6639	4911	4907
3299	17956	17117	11012	10732	7534	6000	17159	10578	13658	9665	9148	3184	11291	7687	18948	12808	16346
4577	15769	5830	4959	9455	15808	7433	16711	11339	4786	12485	8060	13235	7637	10563	9495	16209	7
15217	5726	2097	10163	12498	5943	18751	12851	12458	11326	7632	4842	3120	2438	918	17489	3873	12475
3306	666	18577	6516	15163	4920	655	14582	11287	4035	6738	15244	17198	13649	14186	9955	3599	13505
18991	7845	11292	168	8309	18678	5988	16444	16821	1975	8423	15767	1935	3618	11373	16236	368	14308
17187	13489	7801	10180	9221	7955	7030	7272	13951	15682	15469	5363	10922	17329	16739	11194	3676	2809
14380	10145	12323	5463	123	5562	7360	14181	2005	6759	13746	277	16722	18447	13473	8292	1084	15166
5281	3563	11449	12840	9692	8187	8324	18687	17801	7754	14201	11237	2398	10760	5094	18378	8920	4669
18055	10451	7497	4323	11670	4243	8901	7733	5092	17501	8740	7349	16193	7845	11508	5415	12488	17971
405	14476	12389	1390	11688	15018	17461	280	13600	3580	3662	3700	13155	12901	6416	149	6067	9363
13008	4619	13045	18275	7342	18113	18640	16112	5615	6350	18737	11578	7604	12657	2048	11586	11589	6906
17217	9339	7467	17564	13046	17353	18801	1074	15568	6125	11397	16680	14631	3614	16926	16843	4639	2636
10010	3448	13101	8581	10960	9782	3864	17882	10483	13012	9976	18319	17957	8358	2890	18726	637	16864
8386	8272	14741	8089	10561	8728	7564	18679	17058	5728	14078	7019	13886	1649	2154	8978	6184	9179
9804	5240	11455	1086	12300	15103	13646	12134	3829	11116	10145	13195	6290	9431	2422	12950	10237	13014
6016	4080	2625	6488	7470	2501	4967	6308	10727	14356	13768	1210	396	5266	13597	799	8748	14154
16118	9389	6035	1981	3904	11658	14563	14320	15028	4279	16533	7360	18483	865	4138	17119	15072	3148
5	760	4554	6396	9344	1296	15439	2969	12406	14311	1766	6641	11964	8352	827	11447	14343	3482
4057	7854	17144	17530	10673	15467	1404	12849	1791	14509	2805	2031	9086	14083	1544	16327	11010	17304
13213	7901	5382	7325	17903	6050	2488	6387	1391	5010	13263	6993	9764	5582	5762	18785	15895	16015
16326	11614	11382	17281	4051	5640	15179	17699	8193	9997	5924	5175	5083	5678	8195	16159	9839	6199
8768	9348	12259	18253	11379	8213	13618	11991	18511	16272	15159	10491	12014	18362	9507	1288	14449	6363
9364	9622	17694	9064	3196	10582	2219	17913	3209	2253	8527	9912	5532	10827	15127	8248	10854	1318
17618	16336	9643	904	12667	1483	4951	113	15264	15837	2694	6466	15900	16382	12627	7823	17194	17299
5619	8900	9299	15586	840	4555	6650	17420	10761	9204	13065	6117	17758	10356	198	14255	10817	11371
6564	15792	12670	11247	1307	566	14510	7904	7080	7660	3986	7451	15560	2765	1303	15137	8808	16142
3601	17201	13689	16113	9682	6230	16538	3361	10403	818	7402	12079	15275	4574	5028	2417	11700	2256
4492	18240	5800	14804	17644	16659	16239	1814	8222	15281	2541	2889	8832	16286	9355	9273	13101	14470
4902	9052	18101	10373	16028	1477	13361	1449	10699	4234	12111	12596	16689	17616	17981	8522	14943	7383
17253	6016	260	887	2730	13822	7500	16365	15256	11692	15631	1199	14885	16919	6379	9804	12300	362
16669	8145	17827	12524	5192	11476	942	1590	4384	6969	16436	5827	17771	18571	9103	1457	12910	10065
10072	15178	4899	10864	10298	14131	12130	18049	18980	6770	9801	9963	11239	14030	8964	772	9923	3047
18730	9157	10038	5254	16435	12399	6818	12272	7080	5472	6690	7356	11829	7690	8471	11264	8769	2505
5529	14647	13434	3422	5258	14545	11986	11773	11015	6585	10439	14425	1418	874	12594	10724	2567	10482
17836	1593	7038	17077	10753	13266	2911	11326	6886	4264	14895	8342	1906	8537	9858	8590	4549	15443
17394	7384	1340	18114	406	192	2526	17838	8071	18344	6951	9391	16465	17358	2782	15825	10967	15299
1965	1700	13313	15402	10855	7494	18988	11683	11479	7258	7478	4704	18373	18380	5559	7000	1642	7139
8919	10198	7962	5199	3721	17110	13798	153	64	18408	479	9748	9826	8200	3346	3534	1371	6882
8449	1973	12436	18497	10660	7032	262	18060	10585	18440	15588	5047	17678	5839	5075	4931	11765	7208
6891	14304	18088	2286	7024	3698	8725	12271	5252	11365	13663	2386	10540	12685	6017	16442	7774	6010
13079	16411	846	12386	18246	18264	1528	11140	14421	4463	7903	16609	18478	1043	15558	15216	8348	17146
10953	10472	14537	14341	5013	18419	5058	12986	11073	228	8279	2612	12639	1374	2963	9114	14548	1524
15709	18449	591	10579	8302	17647	18303	6904	14808	15937	14389	14686	10482	14388	17167	8295	2896	11571
7850	3311	16290	8122	11047	13655	17970	13719	4450	16122	1161	15042	5436	8433	8337	18055	15610	5013
18980	18698	9980	9217	15848	1622	182	15880	1485	12372	438	16975	11189	7931	14305	6764	1052	17204
9277	11787	8598	17411	6407	9097	476	17344	14000	5577	14605	1700	3309	3141	16501	867	13954	10090
9691	18563	18252	6338	16725	7007	11365	8863	17828	16856	7861	10042	15288	6550	6965	16234	11336	15506
3572	2363	4935	16922	10011	3874	12315	18389	12385	1645	1474	18340	11683	13010	18696	4600	12347	384
16621	1347	11118	2437	3890	9796	8371	8127	1580	6970	5709	7090	2109	15975	8498	2789	11518	4195
5909	16661	6854	2604	11422	3471	18546	18190	17226	3602	10758	4837	65	10080	6518	8563	17038	5498
15837	8222	5821	9954	1154	13090	14554	2528	12398	11036	2693	860	309	11766	14734	6306	4067	4290
3375	8323	17691	16575	11741	3865	6521	865	8788	12251	661	2219	9165	9017	17678	11220	2329	6393
4211	17305	11793	5774	5134	5753	15075	7392	2048	12447	408	1606	17526	2068	11261	11998	16716	13711
5827	5772	4136	3168	5596	10902	12489	18141	5732	10750	10975	8130	811	15330	597	7191	5599	14108
11380	2089	7545	10168	17516	7152	12634	2446	6871	13480	16373	15997	2773	12294	7321	9502	17684	386
10980	10066	13016	11131	13312	16195	15477	18530	848	11687	7349	12888	7692	13820	628	13940	1979	14742
3578	11422	5829	16765	10587	17118	17753	17074	3155	18229	3928	12977	10182	4843	15134	12910	17398	8047
8003	13210	3501	16947	6220	9562	5223	12629	6171	13371	16747	11049	15713	4443	12980	1149	5308	2021
15949	3013	5708	13498	4717	6398	120	3550	5524	5430	16781	971	1556	5633	4372	6652	7377	11137
8726	17873	5644	3922	5084	6585	3832	6852	12288	631	16754	18687	11749	10388	4861	8368	4317	9177
4090	18859	9077	5636	15663	11327	9121	16145	13269	4103	4059	7999	7635	13086	15466	7667	1026	12775
11972	1248	15460	16562	1130	6404	285	17250	1484	18144	16972	16878	1854	15145	1022	8431	8121	10775
416	14	15269	3236	12381	17943	17137	13591	11768	10522	20	8042	1487	6276	10873	1025	16549	11359
8189	1761	3641	4723	12654	1773	9667	3011	10778	510	10985	9277	6530	16407	12003	2862	12256	418
10027	7443	1050	15282	16766	4615	5668	2277	4532	2064	16537	14649	12244	10573	13546	11236	16844	2985
11639	7175	14572	9431	18616	12366	18542	5800	11245	6677	6455	1197	6481	10354	13197	7731	13486	17134
15795	13460	13982	17640	8466	333	2784	9687	10688	7828	7794	18469	15786	16830	9586	2216	17760	138
247	9331	9507	4240	11217	6738	18647	9881	14109	14619	15184	3568	15301	7388	3750	5016	16729	8448
17958	16424	12864	13591	12346	1131	16744	18277	421	14843	14751	11568	6505	18050	17989	10187	11015	13671
9415	11008	12355	13820	16034	1036	12623	1731	14777	14545	16919	14709	18292	6760	1758	3023	12377	18369
367	15346	12011	14333	9334	9732	6292	15092	6382	9158	5345	10824	10173	7512	17420	15378	17195	15942
5961	9340	2185	8631	16780	10796	12282	4896	5209	15101	9629	13347	12573	10091	16886	5370	10394	10168
13967	12401	12699	9658	11150	7207	12047	14155	33	9745	13593	12606	11401	3247	1542	6804	17691	9693
5386	3656	18793	13173	12342	8149	548	10758	13176	3021	14271	13201	7048	2798	14972	4714	17176	3672
9145	12110	18283	14533	8690	10316	8029	8861	6571	15258	11038	3479	11820	9149	16934	9592	9167	6253
13655	526	17998	12960	12918	19012	17390	8663	16007	17258	8484	11299	4468	7024	5067	7693	4897	2387
4982	14528	4564	449	7259	7786	9426	9245	4160	1998	17799	6940	14423	12527	17267	11907	3307	10955
4858	589	12817	16903	8971	15848	17436	42	641	16022	6481	15979	4939	12788	7102	11951	3170	17366
9293	964	6919	6093	73	10026	9468	15351	10392	15597	11575	7066	17658	2019	9435	6054	12128	7577
16419	1900	16146	6166	644	14625	11896	3297	5230	8766	1693	11158	656	3559	10801	2458	3330	10668
7811	4194	13	8246	3747	1957	16021	9833	15752	11795	11724	9767	569	919	10157	7463	12814	16026
17080	6278	3115	15133	13740	5195	1087	15362	972	14382	11209	9439	5885	2912	15164	3313	6618	13027
18127	11264	18029	4664	16971	10226	11824	154	10549	17044	17668	9130	8175	15743	17649	13669	14652	5133
2244	17228	14728	13497	14845	18688	1923	7333	10182	1191	1659	2535	18339	10555	9749	6663	9572	811
4452	13106	3862	3115	6067	8557	14655	7872	17792	13637	10493	376	17528	9449	8007	9639	3641	11791
9540	13520	11918	15911	1773	15584	8932	3298	10270	13399	3434	16687	13182	6698	1188	5861	11309	18614
3681	8630	3200	8635	1395	2423	7214	4615	17953	7618	6076	139	4839	4248	10431	11613	4725	13346
7842	109	5362	3074	7036	15719	5293	9491	1760	5674	2516	3617	12027	8061	18840	4309	9391	16776
17918	10837	15077	12702	6093	1384	437	8229	1688	9442	13654	10669	6060	292	7872	3827	17532	3216
14921	6370	7617	7243	7186	8833	14645	1086	8032	17363	8446	14812	3452	16805	3697	13521	16343	11409
1598	8043	3895	11598	17390	4896	7428	18942	12758	11340	2172	1437	8922	13968	7332	16890	2434	3883
10077	1529	12480	9660	7233	18098	9019	4042	15837	13780	11055	3060	11593	13616	17908	492	11400	2839
13870	18170	9511	15270	15846	16991	11964	6926	17010	18693	16811	9471	17341	4529	1890	353	10241	9486
272	6602	12716	15045	8876	11075	17618	11753	2717	16011	13870	9861	9588	2177	2825	8663	14998	16207
9474	9704	16496	17299	1591	5801	18222	6058	10790	10598	1962	1544	31	8155	17029	12280	18724	14179
12175	11021	3817	12197	8631	6767	3807	8792	6943	18255	1891	16081	5296	10330	16355	5551	18614	13586
12353	16485	4046	15138	13319	407	17980	4913	1368	1937	5779	9450	13330	9640	12022	10639	7784	18719
16716	17900	17290	18334	4295	16865	4807	7689	8202	15042	2509	6688	12379	278	16507	2190	3350	13761
14845	15147	595	14846	6513	18925	3355	2517	6871	3114	13060	4014	772	15742	13287	7585	7349	10674
1426	12902	3589	13761	6370	15999	7668	18326	9012	5695	12374	17715	14646	13288	17893	2579	8427	3414
14779	9763	7341	6525	2954	17217	1639	2028	314	9892	14395	11045	2685	1405	4771	1177	5521	1471
18821	9279	7888	18551	3878	13983	7004	4170	16803	6614	556	144	5591	16637	15548	6829	1881	1611
6131	5002	8498	9166	14650	5924	4040	10745	1080	2204	12946	17624	4700	11913	10416	17110	14032	9532
333	9324	18376	10991	13130	2206	3683	4665	2385	5488	15608	523	15944	14684	15077	4884	15702	17394
18161	3539	9894	13419	10174	15727	13754	11221	806	8641	11467	17627	10334	998	12587	15059	12094	17918
4485	13914	2468	116	12580	7334	5972	7209	14699	4286	7465	18970	9619	9446	17277	6050	2819	10862
4674	12774	1299	11508	12068	13858	2258	746	2710	17793	9851	14687	3471	14967	6665	15240	14617	753
15362	12312	1662	1148	13390	2996	8971	4009	17861	16952	17184	15141	15227	7810	13279	1309	18837	11492
13435	12651	15742	11487	9018	7201	4250	8540	5668	18664	10130	15112	3772	1472	8855	7297	12248	3296
2364	1158	15433	6579	15783	1818	382	5301	9758	13046	4277	3864	5054	12495	331	347	12439	7263
16951	14890	16856	1576	127	12990	136	14682	6632	3395	18902	12573	7254	14190	11071	3585	16597	6752
13687	13234	18070	3155	8178	3450	17198	13152	15482	11930	5741	14509	490	12910	17734	10969	17482	1686
17413	1804	10293	8407	18110	15623	9331	7437	16466	14239	2795	2450	12674	6056	8393	15855	6353	6607
222	13447	9489	2010	13620	14271	9146	18309	14443	14924	18503	5230	8569	12808	2259	15374	3877	9091
17031	17738	8591	4239	15513	3341	9780	4371	14706	15430	3464	15900	12714	17438	9889	11807	18630	7482
13841	1992	12791	6115	9643	15004	8201	10107	10555	10937	16549	4942	521	6523	19019	1057	2576	1127
9609	1234	15988	4001	11518	6922	7556	7607	4226	16772	11483	14420	3313	3618	10813	14233	11498	16212
3426	4485	1670	18264	4896	10607	10425	9192	3818	18709	15894	7277	440	4636	5503	3635	13058	1577
2477	16864	921	10462	18331	17319	2342	8120	2040	11615	14404	18739	4668	12180	11830	18402	18656	16051
3009	17820	16523	5763	18085	464	5033	3696	7922	2768	13568	16009	3725	14854	151	3965	18498	25
14843	5305	5438	2985	2058	18023	10504	13604	17501	5006	6771	8751	8490	3179	5145	12356	3496	5705
2907	7190	15391	7058	12798	152	16697	2049	3721	4345	6689	9693	658	9295	3101	8750	11783	1709
8978	2572	8078	14282	4027	11658	8246	12363	14674	7548	1908	9609	1268	18081	9522	13926	18970	509
4578	6725	15545	5260	16671	6825	12834	10639	18143	1423	10085	18375	11452	10862	11068	9910	7026	4092
18471	16272	7611	16401	15119	5158	440	4025	12839	17715	1468	17615	8933	10491	9932	5905	3210	4074
16194	2488	2085	10770	17511	15570	9545	375	18883	4080	5451	5987	16815	8259	6801	17171	9239	7755
10036	50	5707	8384	7695	15260	9763	4898	146	7571	1363	18401	10117	5270	13383	11139	1327	9399
17221	18771	9247	18566	15425	7633	13867	14487	10200	4287	6880	5182	14271	17155	6252	690	11624	18525
1316	1256	11266	12670	3588	2911	18482	13746	11806	13555	9935	14169	12521	14885	10380	12753	8654	17785
18625	13143	11244	14588	12763	6992	13662	4239	13092	7548	11612	5436	2115	15435	4117	11750	13232	5786
7824	14584	15198	2800	14067	6186	11154	17999	3499	16253	1189	15632	17770	6133	11914	15977	51	3765
7904	14639	15305	18532	12947	6699	17534	11676	6730	8609	7008	18643	10912	8685	4328	4321	11875	5425
1562	2146	7956	10150	9282	11447	15928	4420	15646	17535	7029	4768	15473	17948	10227	9803	5878	8776
6514	14494	6817	12209	13022	936	4387	13696	13978	17549	15723	10570	14393	16530	12542	6146	12094	3596
14027	6824	5085	1655	13283	10699	18193	8036	5135	11419	3926	13393	3990	5154	10977	2154	4278	18451
8334	11685	17739	7475	10691	10113	13787	825	12865	16167	5742	11941	12702	5597	2977	13814	5539	15256
13579	18570	17037	10182	18115	15696	1348	14249	4173	15274	3264	17112	13361	7161	5471	1248	17506	7336
13008	9189	4894	1088	277	999	1175	15885	17352	812	340	1227	1286	16915	9382	16519	16218	11523
1430	391	10060	12140	13944	7695	8275	18403	17675	7817	7145	12571	17368	3751	14350	3353	14562	9245
8769	13757	7157	7446	1344	12912	7657	6104	13172	17035	4614	4375	14684	16696	12510	5061	3080	784
3763	16947	12283	13187	12206	875	16827	12993	7483	710	8143	4980	18697	4368	646	746	14413	8712
2372	6778	11862	11463	11220	6058	13162	14153	10152	10104	12556	14137	139	11986	12790	17195	766	12117
12161	18031	2787	15539	10570	7011	18082	13289	1280	7302	12537	8827	18219	4764	4006	15693	9030	18546
15700	4288	16325	18544	15614	808	6169	226	129	2306	5031	7747	6990	3894	5963	564	17248	16898
313	16185	13067	16919	2024	5116	17865	17982	10294	18680	1776	4248	3575	8974	9174	4388	5766	6879
6695	15009	5764	1862	15092	12297	9941	4857	11343	18103	15933	13767	3185	5770	17595	4575	15816	14325
10054	518	14525	18771	4713	11143	4628	329	3814	2634	13761	11035	16822	10643	18551	14920	13955	6189
6770	8964	6235	1114	10200	6261	6977	8362	14360	8882	8013	12347	12279	6355	14607	7490	9709	5211
9447	16685	6495	5457	8348	17250	12883	9618	3706	4559	3345	14230	4419	4902	3607	7920	16104	9698
404	1418	4615	16382	9669	9416	7872	18539	13735	11969	5721	15980	17200	9315	17517	931	12060	7516
16044	15786	11536	18156	12254	16187	8188	10756	15044	6245	8800	17216	14333	17439	13454	10257	18456	12571
15727	10261	12696	3996	11907	7459	6233	12123	16425	13373	9545	3845	11736	3594	13837	17648	12163	10399
12984	16152	12294	12953	7442	8740	10815	18138	8610	1464	12798	15637	10197	12255	6883	1595	2536	5354
6933	8812	10807	10178	3428	17542	4457	5920	9719	16005	18906	16934	13661	3363	14317	791	3994	2519
14699	1123	2658	14766	11371	15965	18063	7575	13059	17634	7061	1611	7092	12573	12376	9485	7933	5899
12645	5476	5231	5297	239	8152	8012	2379	5368	8576	12002	173	110	14621	6000	1259	543	13556
104	11158	8520	878	5352	17172	1733	15901	17727	9656	2356	11367	7541	904	8092	1805	12277	18871
8327	3190	15817	1267	8374	15140	2715	13847	5842	9223	13099	15655	7148	366	13932	126	17814	15702
6005	6999	11055	9741	17944	17036	9001	15358	5324	5142	5502	17512	15290	8704	3095	14025	13613	18220
12007	4044	18769	4004	921	8525	1	10617	15355	12053	9197	11356	14567	14997	16961	6282	13486	16741
7704	15952	11428	4644	316	14349	2748	15896	14745	5566	7935	4312	12060	9135	16560	1778	13661	546
14185	14982	7316	12882	18720	872	15667	1946	4631	16390	1604	13025	8549	483	16002	7554	3898	583
16955	5617	13320	11053	16790	1089	5771	829	9438	12268	18995	10052	4884	1043	11149	12645	8786	10783
9076	7173	3514	1219	11690	13158	5671	2831	5544	11147	18579	5685	13549	11895	16633	7108	7162	6399
7226	6744	6447	14522	15738	4474	1127	7530	1101	5884	12317	1112	13271	8497	2384	11970	3653	8750
6152	9676	7362	15545	2112	1906	9674	17054	7867	18287	1314	3302	18320	17500	2221	6291	7357	857
4338	11176	4555	11543	5229	12469	17437	4886	2171	13781	12731	1033	290	9283	662	15589	1287	14532
981	6070	6490	16763	11831	4482	17051	16236	11378	6810	15073	17702	14433	14198	17180	17908	14132	5039
18387	14699	7222	12317	11343	4292	94	6093	5980	5142	17598	1696	15690	3061	12247	7184	16056	5401
17675	12327	6249	4848	19004	17299	14456	11576	3195	11119	16536	3111	17838	6624	5833	11415	1234	624
12429	7583	10940	2401	760	15594	2661	10120	11651	10128	7371	4334	15124	2736	3383	12027	11174	18162
1982	16173	10910	15408	8513	8834	6296	15123	6680	3064	18852	3577	17498	7085	3670	16403	9020	10529
1651	13636	12541	16743	11412	6831	16707	14633	1200	16878	1797	3757	10056	16038	18669	10857	7751	2980
844	15192	6638	6564	4007	5016	17958	18246	5843	12617	13055	14243	3949	9966	16941	14650	6876	18084
18724	9825	15638	2475	16603	3398	11230	12488	2088	15979	709	13145	16369	436	2894	1314	14690	18308
10022	12167	719	7846	13385	11531	14255	14656	17087	17742	16860	3582	123	7962	7020	2667	17237	7089
1435	4803	2642	253	496	1813	16023	7623	6347	17493	10041	14906	13283	9880	8072	11651	3940	13319
7620	5098	13491	7117	16273	2256	10534	3175	6902	18670	287	15810	10686	4433	11110	7184	14618	9270
8428	17379	15547	14526	16739	18341	8409	1063	9128	1681	15631	12238	10437	10713	1842	13371	18100	492
11977	6152	17452	14455	6852	14367	8556	6852	16312	6134	5559	18693	65	7023	5919	17045	16735	3973
5060	7935	2584	9607	3227	6294	14499	16457	16949	8853	16635	17332	15479	18752	10798	10878	2249	17612
16995	17154	3864	2829	9506	690	18647	17524	15200	16862	6382	14702	6559	18173	8776	12625	10604	14382
7816	10993	6489	3728	14533	4430	425	13100	9322	6129	15609	14907	785	14531	6030	10109	1166	10218
15826	12815	4658	16444	1307	3883	3870	10699	2447	18991	7195	2296	7897	7027	12446	14376	987	13442
5064	15550	5424	16729	8814	6713	16045	15815	12716	11955	9112	13382	11073	837	17522	18505	2134	14247
5319	197	9561	4272	14627	11768	1083	438	17098	3161	2001	1277	12297	11069	1805	8232	818	15518
15752	15334	1131	4124	9955	11285	16735	14102	2793	1705	12805	14592	6763	2772	17303	17492	10598	13551
2196	16552	16747	11563	10906	16118	10699	4350	12946	798	779	13468	17360	6470	13237	16856	16405	8336
8967	8947	10983	13034	17542	4517	10972	11148	2511	16456	4144	17281	18472	8130	16044	7736	18709	9767
13046	5310	999	13127	13077	16730	5018	17616	17037	548	2518	3375	11614	13482	6388	17526	5352	1909
10985	10302	11642	6178	8837	13107	9255	5384	1630	483	16315	8892	128	16597	11420	13146	2715	16926
15022	17960	8176	5674	18691	8683	9524	10889	6185	2965	2199	1444	9216	13642	13761	5445	661	4183
3730	15627	5285	14853	11374	18923	5088	14133	8630	5298	10939	7305	4180	17065	2865	17596	15443	877
1359	11032	4696	7345	8124	1307	11357	1452	11751	8870	7490	1910	1742	17818	6002	12453	1258	3765
10925	5748	17203	3814	9059	10038	18594	7597	2243	4761	14805	3947	7757	2211	10808	11905	3819	2938
11190	8491	13979	9157	410	4037	7600	13313	744	4774	5465	18699	5618	9991	15058	11375	6946	1071
12187	11228	7040	14553	14286	11015	12347	11840	8564	17401	1712	6744	5383	11579	12215	3039	14530	12128
7997	8742	9038	2669	156	1921	5873	2815	7274	11363	15866	11286	6931	2146	715	2156	11451	14022
3383	18929	15516	430	16012	4535	4671	7025	18155	17964	10735	11273	6541	262	10611	4497	4792	5656
11937	2185	3102	13945	1020	7093	7063	9360	6751	2104	12919	6727	10506	10293	3148	17990	6500	17147
11288	10414	4180	18711	3796	3111	16323	18719	4719	18057	238	1520	10536	570	16525	2482	14511	15029
8041	3782	13750	10995	14535	12786	13395	15301	974	10322	14822	11112	4788	17546	4741	11497	5370	2159
14264	8911	1726	4268	8021	16228	10088	1058	7329	7212	6776	104	5950	5346	16854	17605	472	5127
12251	1041	16078	9459	16439	4738	6504	8562	866	14547	3952	5047	4575	1718	17374	4098	10166	2338
12677	10401	6796	4961	9111	10166	12101	6686	5502	5530	3582	12354	10710	15562	10393	13403	17027	16168
4529	8320	12288	9848	1506	15992	4348	1118	13345	7816	7256	2078	7832	6601	13436	15075	3042	15423
14359	4163	5517	6054	18807	7131	1282	13139	15148	14534	3275	2284	12913	18321	8454	3209	13044	17082
9514	12663	3185	6159	12770	8857	16694	7348	16136	18351	14016	17488	13096	12017	12264	10247	7290	2360
15887	14084	16258	14253	7894	2531	5917	13127	6684	5994	218	5463	5215	9339	13359	4090	14293	9203
5142	7983	8621	15698	16775	3596	9436	3274	11350	9587	13856	2803	17021	6145	1844	4476	9746	14817
7199	13169	8788	10451	10434	14484	11869	4105	4501	1214	9509	3357	11781	12748	14391	2687	4929	5966
4272	12064	9729	8456	3706	12524	3368	6325	14663	15202	16065	10940	18439	15195	14625	6852	14724	9853
12970	2400	13205	14957	16659	8717	188	18309	18512	17418	18690	13230	17120	14231	935	4335	10322	18147
15135	16887	12215	616	18705	5754	9120	4844	2561	14044	11437	2785	14178	7294	13131	17084	12907	896
6234	532	9236	17658	5181	1052	18614	2057	1561	4924	6077	8978	2673	16269	17496	18191	10470	2901
17811	5996	2414	8537	14046	8652	8612	6229	14277	10478	6504	15533	10730	7471	15615	9943	6735	1391
6412	15430	14121	6842	281	3801	9707	4798	8626	11885	7836	7485	10519	16035	15009	9484	13594	15185
8112	10577	13454	8875	12308	2911	5546	17353	8002	9257	16371	11994	864	9057	9784	12122	8391	17459
18468	12590	1983	2619	18859	6814	6366	17567	12719	817	13924	1275	8109	6138	5516	18411	6956	362
18006	10006	9306	3859	11283	7879	7644	11647	308	13748	3869	14443	6605	12412	9629	16270	3439	3450
17440	17411	17880	2361	2729	9103	7352	2880	8537	710	16441	12558	5492	17454	911	16823	9320	18418
15917	8485	16765	4950	2691	13709	837	1007	8858	16239	3039	10797	9166	16393	1304	11885	6915	18546
12245	5057	7405	15541	2865	18516	1575	6619	14748	12779	7231	3560	10548	10896	1122	10361	2181	9532
4417	2075	18967	5658	10391	3128	1015	5448	8402	17129	17018	18448	17855	9853	999	5767	17214	7918
10532	7367	9434	10873	7845	4218	11869	8120	762	3220	3384	2841	17957	16349	3273	5261	15433	16864
2908	1505	4837	15198	11616	7608	3385	17852	6997	14296	9157	8049	7776	3448	12855	17260	15212	16692
17371	15012	8437	8792	4193	11219	10162	860	8322	6253	2088	16809	15248	13722	1197	472	14021	8617
17506	10306	5624	1627	5503	215	14467	9496	852	2683	18113	5147	11307	13107	4489	18619	16578	15864
11341	11710	17035	498	12873	2428	17924	2574	3828	10414	9567	6133	2306	8301	1511	13095	11177	10048
15266	12492	8649	11938	16784	11999	14500	9131	10962	17421	7129	4792	5125	13292	4119	17280	2810	191
777	78	2564	11542	10103	10424	7606	12364	16104	17738	4333	4531	12826	1281	592	1111	4511	8866
18694	15707	8466	13016	15921	15927	14073	16958	18556	217	9801	17220	5379	238	8107	1430	12902	10039
9781	10499	5418	6868	17082	5407	15062	5015	11270	6567	9633	3825	17877	6546	15506	2870	16876	18608
16187	2025	4167	6868	7699	6036	6883	1942	3242	16452	5317	15386	6764	12607	4669	15122	11011	8457
14797	1953	15037	2874	11317	11090	3806	1788	4461	17534	14291	15911	4300	13823	11706	14488	16929	14166
2260	10140	5452	11208	16239	1276	16222	8209	2392	4484	3156	3393	18581	12205	3114	16908	5918	14781
15495	2064	1948	12666	8905	11676	7462	9646	13679	7466	9913	11115	15345	1645	14208	9545	8655	14826
15169	12020	6034	7077	18405	11063	9282	8049	8337	16747	5281	9363	7936	14849	13687	4110	10451	11483
2342	5819	8749	12175	5101	10419	5929	8227	2968	13450	3939	11700	6744	12177	2962	994	10891	13625
5552	7028	6631	17757	14361	15441	10311	1658	14988	11303	1316	17278	7185	3714	15339	13926	14539	14753
1081	10201	7754	7476	14263	17282	2170	3149	12891	11967	2153	8975	5677	16325	13401	12722	13286	5409
8885	769	3843	18406	12776	13125	3641	10913	3887	16467	281	9089	16774	1595	7518	13670	16128	3797
16445	14827	9504	4114	15257	79	15991	2150	5000	11890	562	14602	6680	7890	18532	9513	15856	11360
8579	14711	5394	3324	10759	12900	5137	9911	16030	2536	3839	12056	11577	7713	3410	5310	7396	16614
11402	8496	9146	7091	2534	10006	5133	17101	19000	10026	2214	9872	16586	11765	5731	15606	6156	9877
17412	9648	11474	7325	12898	11424	7071	8412	3654	16446	5074	4562	3148	18141	9195	7854	3766	5526
