0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
17855	11206	4855	19186	11223	9055	16120	14462	15457	2663	14612	16119	2448	19453	1059	9364	9564	4773	18	19355
14415	5739	14970	7912	17282	19189	17874	1794	17597	18051	7910	9041	17612	14288	18638	5059	14924	16423	3970	7765
7196	6980	11523	19757	9921	4513	13734	7992	3730	8687	3903	17378	7691	3551	18977	4386	10057	19936	4246	5375
8483	32	6431	9131	15040	16740	10878	8357	41	7111	18561	8843	5138	15074	4871	6270	10618	9649	7436	7393
190	5418	8624	11135	11448	9644	5031	19774	8850	9709	3559	3012	6323	7003	11274	16235	12593	3184	17418	19642
7887	3601	6160	16309	3994	19414	19955	5259	17827	7273	2286	652	9609	16149	2520	19601	8880	5925	8001	11885
785	13422	8856	6593	9379	4441	19	2937	5168	9574	11421	6777	11275	13597	17545	4594	7246	17407	15230	19417
2825	10005	4343	10325	11207	2163	19286	10825	13437	19258	3019	10376	10277	7897	4290	2870	16297	10157	308	14422
12234	14527	18076	18355	10713	13660	11856	12751	12572	6268	18713	15807	7314	8490	13783	2624	8524	2379	6483	13483
18679	3733	11452	854	8645	6116	19879	5859	18421	15117	14664	6094	5367	19549	19	17958	10657	4286	4945	15364
17872	4566	7879	5773	13102	8344	2246	3646	9959	11004	19487	13497	17147	17435	4652	16235	3719	19486	16562	15496
8272	13004	19757	7391	7842	16405	15592	10119	14759	3962	9673	8904	29	18235	9509	10963	19650	8078	8252	7654
11634	2818	2458	12455	19069	17065	16710	18415	4062	12898	2325	16693	3941	6518	7053	1052	1180	9087	344	16435
4233	14079	6579	9629	11971	15142	5540	2610	9993	2929	15518	4434	3057	15458	11065	9123	19233	19010	8134	9227
961	17558	16531	7518	8347	2769	7096	7207	17221	10854	4705	16767	15331	17309	13291	16801	10132	9215	18699	15335
12482	9370	2017	4263	765	14237	19515	18582	8831	15938	5232	14071	3472	6123	18416	17767	9869	19875	4139	19462
14147	1036	13248	136	9962	14954	857	2714	3573	6171	14903	6893	7649	8144	10783	9636	6219	15414	5802	5337
6207	3226	8613	676	1621	17545	13078	10621	7443	8062	16983	6036	18390	1070	15255	19526	15511	9785	15428	11270
12421	1851	18188	17742	14994	13116	12564	2505	6365	7258	726	19954	19933	9243	1469	3744	15693	13397	18020	19918
10704	12427	4814	1433	9681	4126	19339	4811	19634	3442	19971	18877	10774	17665	19007	4483	9909	18757	19605	4954
1674	12051	3189	19417	4678	1553	6624	14242	11039	16211	18000	17063	239	4282	1088	19716	11713	19052	17417	16809
10527	18413	19086	2553	1780	15780	2804	1352	11103	1914	16082	15128	5571	10960	4703	9786	2631	9348	19866	16720
7109	19919	11969	12063	754	17847	19859	6146	13384	12523	10264	14356	5661	17185	19354	8405	15281	15155	18347	8738
10912	10648	1357	4030	13611	10249	9035	13975	12267	8776	16594	6592	12817	15470	12998	7307	3200	14155	130	7273
13723	9799	10775	8257	15615	6249	2902	4379	1433	19578	13198	3095	16202	15053	10330	6509	13238	1511	19146	3658
16433	10509	11461	5219	8169	3952	12935	12017	237	13224	7612	18102	1049	1266	4821	185	19193	8569	7542	18936
290	16515	11601	2383	17796	8935	7862	10182	9174	4933	14944	8830	15338	1458	9928	17957	4317	15232	1250	17140
17847	7819	17158	10770	7791	9194	4213	8816	15622	12233	9194	5105	15313	14849	2400	10253	1363	16287	19648	15656
11326	15055	11437	14525	11762	11855	14951	15656	16710	106	13511	471	7106	16967	9592	6315	714	5447	14482	14425
12929	13638	12461	5698	12560	17686	3067	17973	14596	4349	5366	18829	11671	17163	3652	6982	8990	17328	11758	8547
9265	3490	1104	9372	17928	14864	121	8137	6949	19667	9218	7386	17414	15007	13230	14794	16019	11935	9941	12762
13706	17391	14451	12355	7094	9026	11283	14077	6286	12951	15885	5853	8649	19709	5577	11309	9034	914	12037	6628
3334	9158	12152	16640	10544	17789	3114	19748	1080	251	5694	6215	4974	8285	11104	3122	7259	2267	15840	16735
19090	13806	4992	13888	12412	7890	8401	6871	1048	11965	12990	3812	19315	12183	734	9107	19878	346	7428	16800
18480	2146	17758	5237	11503	15857	17308	2404	4267	6	6911	17901	16535	8236	11370	9874	292	7597	2128	5589
6175	11955	9344	10780	3688	5446	18326	1907	35	669	17642	12332	1484	15115	14330	16695	15013	10380	18759	4599
2072	2695	5235	16406	6123	7504	11340	131	13027	4204	14319	2197	7975	19469	1249	191	8733	1059	19815	11229
10695	4061	17288	14547	15229	18125	1983	15849	1758	13295	17978	11382	16158	16319	9216	19203	8261	17779	622	2042
14065	19869	2953	10060	6018	9283	2732	11388	3159	107	1809	13164	6539	6861	10108	10095	15999	4673	13949	832
8976	1417	1015	4072	19891	19485	569	18903	18862	8822	1962	3521	4914	3124	8864	16912	19539	3310	15494	14410
3816	8404	10771	19482	4430	11002	5027	10954	15580	1854	574	8006	13441	10642	8652	4704	3355	17350	13332	2126
12118	19000	12589	5938	181	5422	8044	8927	966	6602	109	18346	15625	6758	13000	3180	8289	5248	18827	11921
14732	10150	19430	11870	7813	9905	19435	12511	2564	19085	3074	13920	11288	16688	11617	3886	17877	15852	15625	7121
17818	12714	3753	68	19444	18736	5468	13173	7133	14905	9086	12843	4417	19003	16835	6758	10250	10681	1512	18556
13182	12897	12695	12853	15682	11753	9449	19246	4876	16570	19760	13956	217	13047	3936	15208	3538	13819	8354	5122
3269	2856	18811	14082	4362	13523	13364	9401	3419	2107	18515	18014	13134	12912	3076	17710	18075	9313	15643	248
19412	4524	10194	3073	12310	2651	10329	18293	11952	1359	15736	13703	5477	16710	16568	10108	1355	14428	12093	11934
1952	17237	6303	9702	17790	571	8446	2491	16751	14665	10412	3351	3348	2685	18957	13698	562	15415	5144	2956
10847	560	17751	14584	17581	11966	5257	4071	18980	5829	9989	8143	4279	10197	11466	9280	19934	15843	13205	3819
16501	10263	18613	4548	17500	17486	10267	2103	378	17015	16863	12891	668	17463	8892	14432	10830	15809	11315	19000
14617	18720	13426	7218	14564	10428	9671	14800	2161	16186	9308	8214	2430	2082	15549	1921	12920	17917	12837	5609
13774	16172	2607	17411	5422	4488	5110	6456	13064	1083	10113	3013	19460	15265	17253	5081	10010	4120	18523	13185
17802	15392	15548	2297	14273	471	10282	13164	12398	4914	996	374	11655	4925	19213	17392	9713	7209	17130	14522
18850	12750	11207	16230	11155	14485	12118	17157	9277	4700	17550	9691	12253	2210	8341	19541	15855	6411	19238	19406
11157	14870	3950	11085	5388	3588	18070	11897	2969	17444	18911	17006	15025	1669	4063	3347	6394	8481	10810	2982
11742	12307	4418	10808	290	18855	15365	1211	4721	259	3923	18582	1522	5553	3356	15655	17831	13962	8865	13796
18350	18741	11095	11787	10905	10271	9162	15362	11010	15206	7485	14224	11367	11931	7085	19408	17039	15391	12336	14691
10039	19635	16643	4650	15910	4412	16596	19140	9674	14143	17577	7462	8404	8472	751	1253	3989	6518	9106	16293
5963	19989	10575	6073	3629	13374	8907	19186	7458	9342	5953	884	18021	16973	4841	5982	19669	18881	593	17148
9238	8322	15257	16028	19619	17760	19122	1199	5878	17322	17191	4840	11705	16865	12279	12874	15247	15299	4512	422
18288	18325	1278	17243	9714	15792	16780	6783	9320	2616	19790	16244	14335	12068	17882	7053	9554	13356	14564	2668
282	319	7445	14994	486	4708	17146	2162	9756	6398	1595	8344	19289	9027	11747	18176	3352	13934	3976	11254
15348	2425	10283	1389	12307	4620	17261	382	8043	4868	8826	9688	1550	16615	5139	9784	12791	15622	17037	14468
9499	17834	11867	15843	8601	12554	5626	7248	13596	4399	19332	17024	13425	4925	14942	2450	12505	7708	17685	9151
19365	3562	2400	16728	15509	19243	998	13861	6930	841	17503	19847	14535	19297	14029	16447	19140	15558	12912	15283
3508	12221	2244	19417	6313	7647	14786	12035	1838	9647	15630	10159	8953	15454	15758	4371	5430	103	10501	19903
9470	16398	12835	7762	6473	8204	8002	14946	12955	4616	16302	13972	14594	18448	2137	6029	150	4783	16546	5883
12159	2860	2	16631	9734	12110	9454	19575	986	7607	15527	18817	18340	2182	11987	4890	12252	1137	11434	2256
18908	15005	2574	3454	7430	9943	4596	58	9583	6122	2822	4131	10726	12398	13409	9045	1798	1868	531	17862
466	14940	18799	6244	7281	242	9066	12813	19069	18783	18555	6299	2365	19753	11092	19560	15537	6818	19809	12990
1460	2613	13110	15481	8604	10850	19322	684	7418	1211	14357	6058	2050	479	1397	377	2568	10433	4863	18181
6663	14857	5487	18557	2827	17001	1845	18646	17403	10360	9231	17786	18624	6401	15153	19546	13179	15957	17884	3770
5138	989	14215	7537	6357	12001	10876	15831	8234	4429	3502	1222	4258	14714	10590	9455	88	1268	5701	9700
7602	9908	5842	1840	4375	4819	1624	12727	6951	9557	2491	16310	2438	6945	125	15028	12044	3246	10426	14883
4319	4017	3436	4861	12935	1165	4828	16898	10484	11359	7971	11778	3733	11013	9863	10671	9869	7080	5524	14384
13714	9713	18324	4399	2636	17798	11484	12280	17876	16117	1538	3438	7551	1729	281	5337	5634	7052	1532	9260
147	8920	15314	9161	17520	5428	14501	148	5	4020	13651	3383	14083	14241	19557	6335	13315	16390	19323	18231
10204	13051	1899	16715	18470	1466	16683	15898	10555	2884	14704	17267	9306	9165	2776	2683	276	12688	9693	12105
3326	1672	16915	18259	9521	5975	18632	2264	8627	18075	1384	14380	9997	10786	15935	18228	14996	1283	7468	9243
17105	5969	11353	3018	14043	19144	12237	17076	9421	2414	1276	7003	1474	6163	2942	15460	13938	13400	14666	2856
3973	19232	16244	8717	16808	18093	4592	17063	16312	15868	5113	17567	5458	669	13095	2957	8545	12733	18281	12770
11054	3582	14379	12960	5862	2826	2362	1696	11010	4797	6925	8003	8214	13496	3756	1488	3398	14977	17578	1687
1385	9423	13509	7961	9024	6984	1838	7759	4350	4390	17860	19335	15199	13838	1309	5503	952	6950	4145	7740
2241	14547	12611	7185	8910	18985	14668	9603	18343	13064	17166	11890	2909	1828	6075	260	15668	13498	11539	11884
2281	2717	3308	17851	5821	5590	5057	11459	10068	11520	8108	2499	18937	10380	2847	937	3958	2543	14563	6171
2364	14657	15632	116	3358	2116	15926	16525	4170	2586	18485	18178	3993	12551	16047	7386	16401	3539	1365	15783
11471	3711	2802	15177	18790	3581	7281	1976	8074	17191	9458	1830	12680	19980	13142	896	19611	14555	3981	11008
7784	9637	15909	1493	3790	19584	3457	19008	14853	12994	4017	1816	3549	60	13685	5889	7958	18311	15101	11319
1489	11032	5712	17664	3256	12623	4702	624	7139	4701	14114	7895	16550	4779	11238	4783	13971	16054	1928	3417
12896	4091	14545	6055	10602	2595	11561	380	19467	18554	585	5345	7053	15664	9951	4370	17191	18212	12344	10289
3340	19910	1422	7023	2094	18949	10470	17410	13068	3201	1369	9835	7207	18857	7040	11584	9788	1768	15741	13037
10263	18519	12448	4601	5674	13222	15789	17660	6251	6195	10424	7819	13524	16431	4377	12016	19841	14814	11744	7001
16107	12787	11486	14888	11568	19104	13565	15052	5624	4603	3976	6189	15415	9834	6732	18522	8980	19963	17219	16914
6888	6904	15357	5187	6850	7889	8925	8732	18188	5517	2827	15026	19192	554	2681	8262	9542	18471	16860	16572
6213	4616	18907	13300	12977	8117	7290	18078	9001	14677	702	1824	17221	3795	13809	16261	12600	17830	12507	16071
17753	14133	19094	18842	3483	6580	15635	19299	14101	16370	2950	1263	14683	4462	19228	6723	1261	11707	19821	11581
14837	1574	16426	15991	1359	13207	7908	13449	13311	13490	12455	4619	11483	12698	16447	17963	14127	14675	8658	15183
18013	9119	18592	1474	903	18183	6349	1348	6153	13425	7289	16126	11404	4521	2500	9382	9570	8905	6577	12285
17743	9811	9648	630	140	6069	594	17523	4811	16025	17990	11420	2856	8892	49	19107	3577	15404	16469	5614
16683	8227	983	2498	4351	15873	18235	13472	3955	4584	4198	8028	15814	12652	759	6776	11104	8478	17517	15844
17288	12854	14120	10280	14150	17428	4292	8948	11278	4214	11936	14644	13535	14260	10594	3234	5342	13635	19455	2828
11819	17840	14612	13628	11309	7170	15982	1646	3794	1041	2202	920	15040	18459	12531	7512	16710	6798	16039	2406
10517	13127	15584	15398	6605	10333	16902	4349	7483	14903	6661	14609	13433	18517	7091	13196	17	8878	17431	17624
5337	18998	5308	6883	19045	7343	10328	3283	10268	18775	13032	2341	4876	14198	9726	1014	10082	11901	5757	6603
14260	4948	1483	15244	2166	18509	13861	1730	19826	3612	16364	18763	5142	14904	12218	18972	18566	16673	19759	3172
4309	6909	1461	8950	19636	17335	13740	2637	14696	17727	3860	18825	13753	15671	12818	4607	4251	8067	736	2972
1532	4379	10823	19689	2590	809	8815	7460	5806	13180	3277	4966	16088	540	14314	11526	6255	16129	8521	3604
590	19324	5107	9949	4509	1963	6217	1603	1253	10406	11465	5364	1323	17254	6769	2715	8445	15641	7630	356
5031	9955	9595	1416	14475	17608	6561	7928	2838	2755	2877	17643	7169	1452	12802	15829	4701	10385	11351	17062
7555	14107	8830	6873	13984	5482	1774	2215	7912	2445	9708	16299	2726	11813	10793	7627	16992	3375	3538	11958
415	19925	5064	12811	12708	15684	5642	15342	9849	13831	6990	15980	15191	3935	14404	14352	5845	3134	18116	3279
6485	2180	9509	19990	6509	14219	7551	17516	5086	4727	16088	3362	3020	18881	291	55	11021	5392	10767	17105
9517	18181	1053	15146	7785	3100	1390	13910	14600	11335	3066	12957	10198	13867	5049	17134	467	801	9157	3046
8350	16679	8346	17352	12995	2609	8659	18698	5989	3876	10188	17160	3815	18634	8478	16471	19468	1733	5729	3690
8606	18850	18572	19632	4239	4894	8470	603	11256	1471	8471	12645	17711	13470	10136	18460	10768	3940	4434	10202
17992	3154	15052	4823	1484	15837	4661	17351	7105	15595	14408	8477	13106	14650	3252	5530	16093	239	4629	9945
19686	14754	14927	12578	19522	17906	15445	19673	3479	13866	16172	5971	591	7634	3529	9227	12045	4794	10059	18691
11929	4969	1229	3564	19862	10567	83	15258	18437	11843	4809	11695	16799	19654	10918	13960	11602	14669	10744	2430
8501	15817	5654	487	12518	12640	14987	10342	5711	1858	12472	13827	7536	17201	684	14903	6222	15159	3668	2959
15679	540	14801	16043	5791	17272	11039	19295	9162	15365	4110	11737	11685	13427	6042	655	16863	622	8940	18888
15676	4757	16550	10129	1157	16688	19244	13158	9756	4192	7061	6470	14388	8934	6062	18101	18282	7118	19269	16045
13051	2209	12877	6355	10615	10736	488	6625	10590	8747	10331	10991	10360	14683	4459	6674	15646	18995	18809	6231
3197	14112	1970	7565	19552	7477	3322	18225	266	19431	6705	846	15656	11979	11499	15569	19586	1448	844	18676
13255	6588	11404	13329	18296	5622	4940	2083	13746	10708	30	1662	6698	12813	9450	19813	16829	16153	1322	16876
6418	2816	14030	406	3455	19398	9314	7261	2638	2055	16580	16800	7746	9769	5660	1720	13452	10164	16654	13882
3179	5241	19419	8808	17359	15496	13384	373	14914	1722	13604	14490	9677	12568	17349	1305	8192	3710	2297	19996
91	6751	14465	15281	11155	7694	5178	7801	17351	14125	3461	405	17156	15158	8967	18265	807	8417	13929	4052
10814	16729	17273	4371	10020	11301	14486	18995	16494	16451	9423	10868	17193	15483	9969	18809	3863	7553	14472	11377
2709	10589	16873	2441	7230	16292	16381	13723	13130	2107	10160	8600	1879	7534	10249	9239	2924	12378	13280	6955
17337	6142	4391	402	8851	12118	12766	15513	17543	4229	3338	19239	13872	11727	12576	18206	8550	11876	9668	5633
17288	2391	19771	15341	10273	19792	5844	8485	641	4456	11096	12229	1539	17216	2921	4832	4090	16345	2959	8263
7860	6020	12398	8159	16179	4799	15635	4969	4131	11291	17518	19379	10011	3188	17274	172	16667	14672	9799	13460
13700	19294	3035	10264	19708	7064	332	1292	15077	318	12618	6564	9487	5815	6992	8387	17900	11763	11866	9283
16351	12195	8375	5358	3585	16373	18612	18816	8995	19921	2501	8324	6602	2339	6652	4147	18716	18715	11027	18400
12734	6565	3875	9221	803	969	17229	14367	6058	12723	17141	15572	11711	8292	3351	18800	8711	3110	11527	10202
11364	8466	13966	11297	15093	7437	16592	7600	16994	7823	12193	10949	8832	19416	8105	2332	9270	19207	16275	14759
18618	19749	14088	17805	6432	5158	6510	9904	2702	12768	18554	7158	10759	13456	2613	3340	4547	13267	14387	19050
8821	13128	15730	16771	6234	10735	16451	3954	8375	860	9497	8579	6527	1660	3194	5295	15799	1575	8564	16828
9017	2426	6992	6497	17426	10139	18309	13221	13778	16662	16213	18444	16055	7695	14608	9835	15313	652	3675	9679
17632	13306	8497	10904	13570	6173	10085	10627	13922	735	9640	8950	13158	9069	306	13520	9422	10193	9200	11534
10839	10596	16312	8697	16034	15340	6413	2767	512	19400	5060	6434	19331	5027	4984	13569	13532	5684	12526	3792
314	3611	12877	6325	16012	1963	18615	8505	4726	5391	7256	9821	17769	17072	787	13232	19500	17562	4548	11686
11205	13560	4455	6452	6637	1070	17107	18352	17217	9522	19382	13494	10258	17344	17675	6850	5645	1638	18568	10936
18478	2334	13808	12380	15013	3305	14042	4572	5176	18974	17216	11363	13267	13090	13413	10224	4753	14097	4338	6905
14604	8272	15872	15168	10434	13557	19903	15049	7201	19758	11880	6433	3551	8859	15271	15970	7267	8111	8547	13602
7880	8565	5597	11201	7561	14007	8049	17362	19992	16751	3050	8665	14371	17119	2300	17399	8641	18053	607	14666
9521	4737	13281	3026	6994	3541	11255	16358	13863	4845	3037	1584	14459	8209	12576	16847	12654	12363	17734	4126
7644	7204	18443	9336	18571	9586	11721	17640	6665	19426	6405	10393	16591	15224	7268	5019	11754	12857	7734	4782
4276	10019	18382	5857	18652	7192	18929	15312	8906	19782	7196	17252	5997	7759	9983	2905	10518	11601	13651	4107
450	19609	954	18628	17513	5206	7441	12614	4950	15194	2661	18705	17570	18078	7437	2447	7691	14673	7014	12541
67	13501	5373	18328	12442	3090	12466	17253	18489	14276	1726	5761	1436	13336	6757	17675	11800	912	11568	755
15126	4409	10847	19986	7038	14328	10972	8154	6152	10704	1537	13994	6411	4653	229	2444	15612	14331	8871	13666
7636	3242	495	1562	7283	2402	1719	5236	10693	7016	10904	19055	8412	2548	3591	12412	17688	7255	10644	9214
10907	12831	7729	13962	1335	11239	5431	8843	7577	16450	15915	555	13147	16021	18082	15188	5149	9452	10268	3391
7401	118	17454	1769	18617	12740	4098	4472	15895	10334	11681	8043	17800	2336	19512	14027	14714	5088	5962	10891
12690	10678	4323	2457	2720	4205	13509	4726	9045	8515	7501	874	3481	783	1897	6171	12194	14598	4205	5727
963	19751	7755	11674	12271	14724	4307	9108	15523	11165	619	19053	15015	17780	18055	19960	436	5797	5408	1292
2574	11404	17406	14851	5776	13094	4919	8792	679	13967	2716	19828	6327	2442	448	9404	13218	7885	8121	3799
3508	15772	9286	14456	6999	4780	19069	3676	19471	13749	9921	12341	2119	13177	4668	1710	8423	1141	15009	4076
13728	10836	4904	17893	273	18517	6321	3393	16509	8282	10698	16826	4810	5406	2215	785	13188	12715	4117	6556
2157	3880	4961	8126	2085	5478	11052	8848	995	2752	10498	16	18647	6377	9085	527	15743	17201	1858	13322
4833	15102	16508	16693	6656	18623	6062	2694	9693	19870	5517	11149	13403	3247	8813	1029	8314	12913	14770	2058
5031	16884	6351	19376	12595	14723	17696	16754	16603	13691	292	18034	2281	2598	14847	15207	1973	14077	15241	13229
10654	13587	8220	17993	9671	10814	7810	4678	16568	9740	10387	11556	14676	5747	14367	13046	10241	2517	10252	4762
16010	8153	10253	18574	19986	8637	5133	11029	14749	2104	3316	2362	16490	12495	4436	16328	7894	4549	2925	3842
10694	15593	19387	1088	6732	12208	5865	278	8370	14954	10899	6385	8728	5685	4480	1293	14818	5640	15519	1201
11351	2345	14393	18191	8843	16664	8419	14881	5892	5446	12559	7885	19824	7406	885	12818	56	11925	17808	12304
7282	18798	4992	14257	11384	8458	8891	19814	12547	7973	7052	12710	1046	19472	1295	12351	4608	7354	7709	19267
5053	17716	7121	11280	6028	11088	11798	3124	10627	18254	16997	1271	5104	7386	14130	18046	3288	1708	4806	8409
15447	2	11333	5840	10382	9738	4892	756	17177	13219	7343	19532	18785	2201	817	11944	16558	13114	3238	9146
14719	19474	17637	6132	15812	7167	10600	2091	17469	9121	18898	19027	19168	10262	7923	16498	1566	3724	12021	13199
1072	17800	5103	10594	12361	6234	45	16884	347	19762	14752	17434	2330	2450	16214	762	13695	1162	17698	11972
14247	15251	5480	18176	14009	2821	5595	2178	14988	2695	1756	3997	569	5982	2439	8951	9472	18187	12547	6564
8891	12783	10086	3383	12044	11302	6477	16239	1982	9823	2873	3448	5088	3237	11614	15768	11084	9723	8704	18681
773	18988	13170	4663	2032	14803	4607	11179	7874	15524	17483	15864	19410	14445	16595	5515	19045	4097	8447	18065
14262	7555	2674	10140	12400	17896	1158	17860	1268	1358	904	5540	18445	14274	407	16574	6230	1389	1391	10636
14570	18387	13710	12433	933	710	18765	1547	19055	8978	3247	1504	14799	6669	2260	15072	1236	4207	16947	11334
1014	16303	13886	12146	12572	10970	15745	4636	7707	4616	11665	2348	6512	7245	5662	4404	11603	17234	16953	11660
104	10648	6902	161	10615	9473	14566	12006	3485	9917	14659	17530	13663	33	12981	17218	18738	10440	4064	8794
9354	11982	3332	15352	19633	8955	8808	15094	14222	14931	9626	19860	10034	17295	4522	18227	9172	16885	11483	4522
5448	18240	10483	18860	8023	6018	1290	721	14309	15305	7355	1027	2191	15009	14947	17967	6485	12135	16280	6998
14736	18088	17182	9554	13531	11844	19954	8932	18067	13228	16486	9113	3974	11557	17384	10386	19349	2983	203	1935
10622	5415	18183	1508	19823	13802	6589	17350	6602	7475	10973	15680	14494	5832	309	8739	17839	3077	5370	10570
10036	18969	12679	7313	5813	1499	17621	16986	7131	11969	16501	19104	15728	3273	18121	19927	12020	5533	4491	13401
11932	10278	15353	3843	19249	1989	15595	13810	2319	17702	11547	15363	13183	6587	16238	3628	4171	13675	2082	4209
4687	15147	14206	19073	750	1908	12010	3108	6579	15922	14279	9211	8350	17471	4088	14973	12900	13071	1411	15234
15445	5572	2494	16037	16161	9524	5107	5242	18270	650	7083	2222	12304	8145	13990	9162	18754	15493	7012	1934
18730	17460	19557	18079	18605	19536	4294	6237	1452	10734	9784	10920	7600	19713	17841	17382	14355	11566	12804	8194
9769	19515	2070	10053	4436	5991	11849	450	3127	14971	12190	2983	17834	6612	7271	7284	2499	5780	6671	9367
3605	300	15106	106	12469	12122	12300	14699	9125	9465	2130	11760	9693	11714	18676	16900	11032	1965	6000	3721
3068	1438	11798	13914	8441	7969	18327	4487	11494	2567	14772	8451	19705	2453	6795	10638	2572	13950	18423	3274
16114	3183	13644	12429	15465	4083	19193	13237	15189	5189	12423	1351	6311	7479	19173	10991	17901	16041	5765	16214
13350	14329	14803	17157	1645	17526	15314	15956	11640	932	16583	4562	13387	717	10215	12337	599	18263	9608	13524
8683	1634	9261	4366	17490	3187	7340	13145	19702	12238	17983	6272	18371	10507	12849	17715	1651	2890	2974	18293
2350	11978	9712	3148	19021	2320	12367	7540	10976	13693	4343	6685	660	11528	15635	4804	1565	4781	19728	1165
17271	7142	7980	5633	12684	7402	17068	766	8136	5275	14531	4244	5847	17757	4403	1166	17937	28	12048	11844
5137	7597	12421	4084	1925	5550	19670	4182	16827	19436	11857	5332	4252	19576	9152	5954	3458	6097	19131	4867
16969	11976	12397	7288	11969	2587	14646	15655	10109	1821	3802	9493	655	12640	12980	11173	4114	12587	11695	11751
6956	15189	829	19512	525	18676	10331	15228	19976	7975	12704	810	138	18873	17218	2705	8951	2514	8944	12105
8740	2990	14297	12685	11734	12797	8266	3975	4294	12256	12967	19769	12570	8250	14686	2828	16681	167	8797	16787
1419	17592	8187	15157	9164	14615	9861	11109	7775	18307	8351	18233	7657	2018	12252	12742	14894	14780	4883	7928
11558	13761	7527	17456	4181	8049	7305	15246	16799	11634	17051	6463	19531	429	7379	5298	13845	5968	17055	14491
10927	19572	8545	13379	6394	1568	16256	16402	14637	3106	5150	6560	16919	14800	18675	17562	7311	9218	14628	284
4194	11768	4780	15970	1149	1501	14813	4230	2403	11515	15130	5194	3862	11264	5322	5015	17545	16743	11073	6957
16821	4162	5259	14343	10441	12640	6738	16726	5375	15918	19558	3859	14498	16897	12830	8983	2896	2805	19310	11864
2136	2066	7455	1179	15102	19435	18920	4687	12864	11061	17062	1751	4233	11814	4463	822	15258	8037	15655	258
14120	3081	4041	6205	11776	10768	3925	7707	18793	12371	7978	15725	17649	9921	9209	2293	16105	6151	11572	13881
13632	12099	5786	6429	12284	8128	4429	2347	14397	7694	3418	19034	8147	8752	15758	7724	527	9172	5116	19551
193	11081	12116	9435	19188	17743	14906	1542	9235	11963	18270	16243	1400	308	12353	12116	17808	11665	19624	19476
17185	6333	6259	808	5212	9383	17797	15603	1995	4180	17602	10691	15294	7450	13115	15943	1463	12155	5992	12238
17929	14996	13	6927	9146	4637	16794	8973	16601	8602	17121	14400	5586	7716	15531	6601	4385	19016	15307	18885
12640	4144	3269	3729	8817	16542	5099	19681	4280	6872	1291	5785	19930	14064	16048	18560	3641	4382	1822	2651
5898	3532	4426	9214	5356	7274	13194	17581	15190	9092	19605	11143	1416	8190	5728	13054	2554	11916	9947	19140
18425	5334	18203	2319	18883	9717	16602	7841	7496	17933	9154	11873	6615	18344	6696	12014	17434	11489	10375	508
4085	1117	2651	13071	4763	10573	9091	53	12605	19472	3085	3336	19344	18098	18500	8433	4885	9584	5460	9349
11701	1772	15894	4630	6362	1883	15014	8579	7796	16426	16182	3088	7556	14516	1046	16638	5171	13737	4159	14630
19195	6746	2243	449	13613	5206	19763	3455	17543	4079	1794	1280	15235	11085	12203	4415	1311	19791	11687	7042
18327	18203	13712	9703	17858	18126	2784	6295	7201	15698	14925	3946	4518	19719	14272	19359	4620	4084	19028	15863
15137	19033	7775	11546	5750	7709	6986	11085	4306	15295	15363	17352	2124	3804	4730	7826	16924	11748	17244	15917
8308	16108	13572	10924	5547	11089	2533	14472	7649	17234	11104	14221	4694	78	3328	1300	66	17511	11414	15826
11035	7284	17374	3844	3659	12520	5825	14272	17814	3511	16834	7622	2829	12660	17072	17755	14494	88	1034	2028
17686	6660	8196	16100	15750	6700	15161	18251	8578	14275	6477	16132	6955	8222	17622	5333	9548	6697	17502	8658
2574	7958	18268	14948	5264	6889	15172	4890	14827	211	1878	4664	16462	8019	18501	11930	9545	14759	19079	6963
14696	8197	19214	10755	2594	10483	14401	2835	10311	971	13619	8899	12736	17689	14575	12508	19521	8505	17772	19457
19483	12167	15596	13043	7482	2410	14269	15042	6425	5315	8771	7157	7853	11617	233	949	17622	11745	12612	1713
8898	5693	9703	6996	10034	19119	17378	17645	12335	19327	11174	10374	9369	3929	18209	4466	9891	4933	17634	18599
864	10808	9581	17455	14552	15193	158	5942	14952	16034	12475	7988	15848	16095	11892	1239	10141	982	673	19732
6266	5456	16104	19322	15930	16589	13077	1653	10978	8617	1663	1538	642	12775	8345	17852	15158	16593	4390	15289
1226	3443	15965	7669	7478	5756	13176	12135	12142	14472	19909	4166	4876	12084	8192	19080	14074	13426	11123	13556
7834	3584	1487	7267	11191	867	6991	8820	11654	780	3144	1098	2969	1604	16296	11700	6954	3997	15116	11061
15439	2252	11369	4248	19988	2535	10192	9657	12550	7696	10273	19784	1154	4634	15044	17734	19610	12696	4621	12263
17305	9297	7264	3066	14352	8298	9813	16936	17027	10934	14078	10679	10450	19311	3124	12014	6471	2576	15281	17960
8127	7244	15696	19982	9609	9595	5344	8155	4763	15250	484	11720	12331	11197	13386	16300	12645	16372	6370	4694
7718	18475	3675	17362	13098	18274	16079	9545	3537	11254	19733	9404	11271	1754	9193	15410	12835	1730	817	15156
3092	9097	10473	9175	9887	17438	18450	13339	19468	17519	131	8646	2204	18900	5240	17281	7249	12373	1682	6307
10710	11608	18083	10590	4316	5105	2715	11862	6504	18753	10143	16805	10642	16000	3724	6064	18010	10972	13815	7764
