0	1	2	3	4	5	6	7	8	9	10	11	12
5638	9454	9429	2632	4046	5002	10386	9297	10302	3151	1751	2748	3957
227	7614	10105	4760	75	3769	10030	7407	8299	8985	2157	3733	8244
6996	2629	3001	7330	5240	9022	6905	9019	7882	2254	6089	454	1237
4937	1900	2806	5764	7709	5357	4137	1537	3666	4976	4547	9973	4748
3564	8008	5486	963	2583	6878	4334	1935	3127	5468	1622	1395	6050
9624	4534	2027	8415	9825	8041	3397	2339	4967	7755	3051	7837	4828
2523	5994	7902	3727	4251	5782	9237	2959	10467	2161	7915	2887	8976
8507	3301	5197	8160	1627	3896	7233	8666	803	4836	10436	3072	1783
2345	1594	5332	7252	8137	6649	9038	1521	416	1045	2880	8634	8739
3002	8529	1686	7916	4559	6595	355	2003	2436	9393	9378	861	164
1046	3775	3822	3711	2771	9773	4768	8954	4002	1994	1491	3078	6880
6112	3640	8393	4280	9813	339	8759	1046	3827	8259	8238	3922	2098
4891	911	5284	9928	867	3060	4018	2047	10433	4396	1312	2545	8584
8861	4790	59	9376	6613	8121	4570	4521	2531	10154	2081	5684	6947
3072	6014	3507	5138	562	4832	4463	7993	6325	8714	7721	7757	3609
9746	9147	5549	4206	2990	5795	2775	9543	557	9885	4919	1719	1615
10280	9215	450	4331	1305	4009	1047	3863	3608	816	8120	3454	8438
8411	8723	10385	6755	4133	542	4644	4365	9863	10228	2407	1220	4796
8155	5268	7126	3038	8949	6884	9268	4079	3125	3955	8691	10291	6350
4406	3785	4035	2782	2262	2622	2583	4963	8606	3264	1161	1657	540
3420	8459	2730	4279	140	247	4571	486	7852	2189	9351	1288	5490
2978	7538	1960	8636	4692	8885	3761	8294	2914	752	2393	2416	3405
5763	7448	6975	6878	7542	2634	9378	2065	2286	5817	9773	4569	263
7480	900	6579	1069	10380	7351	6638	3573	8466	6123	4823	4844	4119
2322	4104	2173	2207	9539	7126	2248	6287	1281	1655	10359	7154	4662
9405	8416	8231	10211	10344	9215	4464	2104	4801	1610	3351	3942	3338
283	8198	7419	3690	1545	10444	4935	768	5813	9163	5431	6248	5442
4353	3831	1058	2328	9332	1356	9157	5534	9154	1994	4775	4584	403
6791	4939	8780	7481	4908	7657	2777	4450	381	7244	10065	8159	1200
9354	1429	8723	4887	4702	9402	2607	925	8864	7330	5446	961	3426
5272	10003	7520	9592	3051	10352	4606	4532	8638	1769	10448	6470	5433
7022	9927	1369	1109	1259	10096	9683	8165	4929	1098	217	1671	4354
4859	6322	7636	7646	5301	3277	5689	10233	10034	411	3992	10306	3256
3451	6907	3751	4110	1830	6843	5858	5563	7980	571	3740	8273	1879
427	8175	6345	429	4527	3803	8865	6752	8235	1924	538	2394	4690
3436	314	2031	6257	2721	5387	7379	2587	3162	7265	9073	827	7377
7149	9667	5617	7740	7047	6475	8414	5224	8399	4229	3963	64	8580
5200	3609	5532	3617	1379	7540	7616	3294	5733	1720	4072	1724	6414
1773	3192	2350	702	6818	7692	8400	10365	3460	809	988	5597	4193
10382	9763	8246	6270	7340	1788	8134	2254	476	3016	8030	1944	9528
2976	691	1316	6959	1200	1339	3785	1032	2186	3523	3598	4037	10429
3532	2314	7948	8486	6304	5166	3787	9054	9626	4348	3454	6237	3852
4723	8917	4676	440	260	9180	783	1275	4992	9198	3693	5790	9254
6925	330	9803	7010	160	4037	6501	4424	806	1573	3272	9552	6014
2219	4403	1108	5293	10052	8501	6400	6760	1982	6012	4746	8963	2919
1497	2823	10180	9289	6053	4699	7055	5237	7694	8087	8292	6812	7534
6195	862	4800	4582	2986	2323	3339	4126	8526	1445	9869	9700	5660
6630	98	8824	4325	8159	9294	2492	6885	4609	3849	4023	669	1705
9775	6619	2087	1417	3731	8134	5086	3669	9142	3058	981	3027	9159
5588	2635	7092	1068	1865	8558	1924	5925	5654	7108	10049	6454	3646
384	3263	3529	7047	4430	7472	4582	3575	645	7005	1186	10311	5128
4634	1513	9768	6764	726	5106	1272	4416	8682	2045	4441	3532	6528
10396	6081	1698	10083	4390	9370	2638	1768	6317	503	1270	8423	4563
7728	8001	10359	5722	5290	9076	4638	3384	9939	2288	1453	8307	5434
1408	9810	4684	2947	4974	6884	8401	6041	8988	8401	2705	6147	10422
5565	9064	3156	2908	1935	3489	9281	365	5042	5557	10030	3530	3080
8899	4079	658	2977	7265	2711	8768	9611	2669	6269	7908	8513	10301
3774	2652	7039	7546	10341	6906	2367	8473	7499	1138	2266	1228	1225
3308	8037	4952	5074	2026	1290	2486	5767	3747	1800	6972	707	7627
1149	4483	9377	8035	3503	5835	5285	10292	1683	2309	10192	5823	1978
1801	5402	5839	6701	3423	6361	6738	5725	123	7318	7468	7275	4822
3560	4277	1608	4109	616	5310	8749	6567	4631	9333	192	3341	37
7399	8211	8246	8855	2221	1788	238	8617	1994	7612	4752	6113	9157
319	1150	5318	2926	1628	1981	3640	8667	6895	6568	10453	742	3028
2073	9481	4976	9945	6972	4014	6002	4233	3908	6146	3601	5519	7259
5658	9881	1552	4509	5001	1419	5134	9018	9248	9486	4756	1746	7206
6688	5816	199	9026	3023	4713	988	10032	5359	5076	9086	2933	2921
5733	8791	4094	5643	189	8693	5850	478	4323	2605	364	5366	2184
7516	8223	2833	4133	5123	1936	1510	2266	3441	5086	664	1277	8251
7320	4881	5414	9865	7372	3016	10105	253	6438	6210	1968	451	6939
9715	2198	8853	5694	4180	7188	4576	3573	91	9326	576	3399	8833
5207	2895	3623	1882	7381	520	6922	9280	3178	2991	7861	3473	7470
10337	2659	2557	5395	6032	7792	9514	2509	7521	6236	4303	1933	5861
8578	9071	8495	2839	8656	5721	1343	9277	8044	3656	1206	4091	8896
9439	2952	1421	7683	2328	4620	10278	6799	334	7436	3271	7894	5407
8814	9154	6909	1610	73	2858	9697	4374	1190	2620	5687	9801	8275
1036	6797	4720	1724	1328	8865	8350	9894	9293	921	74	9648	4370
9109	1005	133	2546	6850	4550	7367	1050	9600	4990	5106	5031	7802
249	10075	8484	25	5555	7746	9244	4017	3084	4154	10292	5316	2460
1776	7592	9055	10408	134	3826	5983	3462	10115	2252	2987	5239	144
10223	8616	4547	352	2821	1537	1604	7974	1102	4783	5909	3614	1485
10430	7177	5508	1472	980	1832	7322	8552	9700	5026	4670	7522	6944
8573	7385	8617	1970	5418	9061	1703	931	2336	2607	4777	3501	8833
4107	4370	6152	4351	10399	9517	8077	6405	8044	1935	1365	7859	1139
4547	5417	5377	6096	660	1723	4670	8746	3128	5098	3249	1464	4267
1328	7550	5667	5907	3437	4095	7135	10138	7257	10348	1092	1470	9952
2612	3483	2794	2968	7163	9287	5890	4770	416	522	4536	4961	8967
8584	6422	2466	8815	3685	1599	6642	7169	4287	6312	7050	2238	2551
9678	6699	4182	1686	6861	5063	1720	9921	681	10401	21	7335	5458
1467	4483	8779	2511	7459	10077	6209	4915	7588	10136	5531	3334	5670
5277	3683	115	7586	397	4059	8579	9796	3923	3939	4683	3908	1135
7927	6219	9254	4523	5895	1862	10360	8290	1308	7322	1768	5779	10470
4102	1359	8239	7469	9239	6408	9800	4943	7021	8204	4447	2699	10298
9117	7243	2614	356	353	4775	5312	6402	4178	3466	6527	2172	1456
424	3809	3873	7374	4560	8520	1213	10385	1813	4358	3472	6744	4508
3286	907	6501	8692	9068	1046	2195	4522	6149	4612	9737	5730	7861
6034	21	6894	7599	4708	3422	6179	8150	5645	3165	6522	710	6648
1222	9851	1460	9218	4388	686	1496	4639	1196	9562	9576	6128	7679
935	6501	373	6141	193	10334	4896	8338	1796	719	6948	9713	6651
1722	5995	402	4710	8479	8453	9454	4282	2487	4733	1817	3155	2427
9211	9856	8488	5295	6153	1452	8248	7905	9873	1510	9258	155	7045
3656	10359	9293	2024	9157	823	356	3358	4689	6830	9236	6122	8022
6339	4403	7629	3073	9191	1628	4600	1639	6294	4762	9858	1486	10337
2198	2599	1553	10260	5523	3188	3904	6855	855	10142	6855	2058	6471
691	199	9014	9986	4323	5513	9281	6087	9201	7126	428	3896	3057
3399	6326	735	8512	7457	6819	6074	10222	9483	41	48	2233	5909
8541	7639	3331	8833	4946	9679	7366	9843	2470	2732	7194	7538	10388
9524	2751	10083	7682	1375	6828	1625	206	2203	8947	10203	7146	7991
2710	1626	4954	9237	1468	406	9140	6892	5552	8588	8895	3344	4023
4431	5320	6675	2792	4093	1134	2739	10026	8533	6159	4498	10304	4136
3462	7392	6257	1954	8574	10308	2151	5958	1302	7111	3097	1831	8474
5408	9264	1583	6217	9028	8721	7080	8139	4386	3055	2158	6111	9630
3478	2013	7946	4605	704	7028	1859	2246	1809	2144	10183	7809	1325
6573	6491	8818	3578	3563	10034	7192	7179	3732	1221	2585	1873	2964
7064	3986	9533	4298	5330	5046	10236	1984	7148	6231	1649	117	9837
8301	9070	9973	3784	9851	10050	8802	2563	1132	3973	3877	9454	8171
1022	1988	8075	1787	225	7999	9695	723	5126	6456	5519	498	3481
6618	5145	1495	3413	6443	4795	5805	8995	10401	3900	9900	10331	1484
1013	1284	10219	6586	9359	8211	4441	9735	9156	5815	2189	6238	1541
3481	164	2721	4793	2901	4580	5028	7883	2229	6097	10339	1842	7094
9601	2352	1608	6091	4794	7352	1082	1915	8315	5120	6423	973	4584
3657	6214	1513	7494	7100	4960	2486	6788	2014	7060	789	3272	6526
7330	8678	4997	8990	1659	1203	4735	1243	3395	2208	3113	7756	4531
8138	480	3834	2615	3167	8900	5932	5134	9418	9623	9302	5185	1167
7153	3179	533	6023	4227	4072	2863	5048	371	4121	3437	7261	9725
2337	10056	3174	1689	4825	2071	676	9316	6694	2494	150	1346	8973
2509	9771	9009	10135	1081	3989	4373	10287	5055	3419	4356	7820	3159
5244	6882	7245	2237	5788	1328	10057	5942	5778	4373	5787	4275	3813
3032	195	5253	5699	5921	7762	5322	707	3305	2912	1645	1753	3506
4268	3890	1921	1327	7917	811	1504	2676	2796	6766	5096	6872	3361
126	3215	956	4694	1745	5589	5154	6671	2164	1382	7720	798	188
5391	10153	6175	5397	171	7708	8702	10452	5378	10332	323	7749	9460
9881	2470	7137	8052	5396	6363	6142	4384	10208	7108	303	154	10068
1017	6650	243	4965	7873	3542	2568	10115	614	4504	5807	9132	9754
103	7916	2478	6323	3933	4732	7533	7645	5452	5844	9518	1967	1564
5637	6724	1759	3762	9118	5845	7482	7011	6246	6969	3294	8571	5059
5674	492	8184	1456	10082	4965	9621	6596	2842	9231	9802	8354	9692
6375	1730	6135	5908	8942	7652	2863	6579	345	8188	1998	9207	3628
8955	5362	273	7469	9024	3335	4822	6091	454	1015	7292	9680	2833
3682	6831	9334	9307	4698	7127	3950	3885	7496	9678	7392	2001	301
9409	4015	8501	10384	8083	9816	1053	6589	2278	9165	3232	4368	242
7378	10334	5928	1723	1819	1000	5875	1163	797	4849	8456	1406	7578
5757	5639	9388	4317	7766	4893	1136	7456	6001	5856	1205	10439	5000
4905	5926	3219	5462	2746	5637	8117	2669	6607	6016	9556	3822	7913
3574	7129	3463	1723	8943	5203	4590	2420	4091	5066	9360	3793	6482
10217	4678	9893	6422	6216	5094	6346	7229	8139	440	9661	4639	3658
6132	3603	2714	3613	4476	1089	1995	9021	8535	786	1567	4086	5945
2214	6825	2904	9852	4516	1323	7426	3871	7245	7289	5905	8038	7811
5253	304	8914	9835	2499	1624	5183	584	10113	1093	958	914	3771
3541	672	7004	9493	7570	2674	7907	10027	844	4904	9869	6289	660
8814	3682	230	7144	5346	8725	5063	674	10145	1825	8129	10388	3132
1846	2252	8282	7945	335	9779	7953	5736	8462	10041	9305	2023	5857
5389	7043	718	971	5510	1681	1624	3517	4666	7171	4377	8608	4619
7484	6302	806	4562	245	10395	6749	9043	7368	1334	4223	7291	6324
5561	4182	6477	6404	6259	3593	1280	7729	3196	4961	5520	1284	2529
8902	912	2318	2016	4417	5179	5030	8210	10059	8024	7851	1231	4884
6721	9446	8735	4356	1173	4961	23	1820	8446	7858	1426	9515	9146
17	2258	4664	1018	4623	7408	375	9874	1253	1728	2727	4331	8758
31	5045	10164	2684	8167	4780	6664	2338	1855	2761	9663	6459	235
1399	1556	4859	6472	2604	3068	3597	3966	7156	7981	9647	5680	1030
10191	1152	6090	5369	8147	7376	6341	4383	4039	7160	2952	6567	9894
8669	7976	66	1973	6685	7881	2340	4206	8708	4799	1748	3766	9844
5679	9650	9165	7478	6021	5140	9828	7638	3344	9696	4084	856	121
4760	991	1894	5985	7174	4440	5216	5364	2871	4031	718	778	10270
6751	10459	4194	865	8270	9255	692	368	8994	4796	8464	1059	8340
4669	3445	2121	420	9596	2955	8781	8416	4685	8318	3369	7637	1788
6196	7593	8929	3867	7944	9551	6828	3640	3859	3980	7795	3232	4707
2346	6453	151	9795	7221	8582	10469	6203	1373	4765	3037	5612	7418
8044	6862	5010	1036	10385	8240	4025	7993	5245	5493	8990	445	848
1505	10371	4417	3437	5638	6673	2195	4491	1903	1209	1332	1424	2048
2781	3260	1784	407	3269	5377	5182	9162	98	2454	3720	8853	6321
9270	2576	541	5676	4033	9589	4359	7652	7367	7397	7089	5759	4009
5751	2878	3886	6886	656	1777	268	5947	3376	464	1005	4293	7250
7839	4705	7933	10222	8438	4355	8144	4570	4026	3558	7982	8711	7798
2222	7965	7088	9382	8879	8556	5489	4737	5704	356	3496	5728	9185
9014	10026	9390	6491	676	10410	9256	7105	6383	8638	749	1055	2138
9441	2459	5638	10246	2245	3993	10310	6425	7859	8841	9698	4798	2067
6595	7700	7939	5215	486	2680	549	5108	2090	8452	2702	6367	5114
10298	5394	8261	3618	3169	4876	8034	4418	8044	4983	5485	6802	4953
1798	8414	1899	10129	265	8656	7058	7818	7221	2239	7048	6085	7011
3809	8860	3407	3161	6726	6971	9620	544	2509	6574	9923	1048	10086
6077	1874	3567	9509	8791	6336	340	8403	2248	6562	2144	935	8661
7029	6989	1965	6901	8647	269	5460	7488	5614	8821	1925	1313	7689
5061	1534	9606	3622	4493	321	1582	6870	4299	7645	2421	739	4667
8440	3012	7529	8968	4513	6617	6041	580	8935	514	2620	324	474
4444	1013	9088	9093	2081	4974	5098	5669	6551	8935	6313	8250	10402
9770	10097	1410	6422	8670	3386	1617	197	8945	786	2517	2118	4050
2700	2855	1069	1629	3238	9607	9563	9318	4562	6966	2521	9505	6679
2719	1199	361	2341	9442	788	9227	179	8836	8808	6812	2072	5774
4743	2554	8648	2962	9934	6951	3030	7376	4880	3686	6056	3085	2565
6921	7985	9041	7252	10175	10226	10316	10285	9407	1868	3026	7619	1410
455	6136	760	5405	2801	8505	9613	42	1725	9527	1984	8984	837
2232	7399	27	1600	6719	5493	4086	8019	7388	9329	3107	7513	7680
8701	6236	2588	1563	7116	10229	861	5096	253	470	9020	9711	1545
5533	3797	894	2249	9789	9988	8547	2816	518	6626	1708	9570	6446
292	5245	7764	3405	9450	7343	7355	1588	8263	5350	3185	2350	3634
4352	3189	8797	6172	3120	6579	5673	8259	7955	8275	10137	4874	10247
2693	4172	9214	3643	9975	8259	9097	2203	8861	3381	1970	1036	7262
10154	5391	3012	4526	5456	520	8517	5717	7481	5872	7443	9051	6039
10297	9102	5054	9341	9875	7230	7810	6348	8691	5556	322	341	9766
1069	5080	6277	8641	1833	2445	2098	7049	1944	6838	9271	3980	7377
4399	563	1382	9453	736	10184	3201	9137	9278	2144	102	9235	6535
7864	5596	3698	489	867	10243	10326	945	5356	1311	5244	5424	2781
7409	143	300	2538	9856	3065	8373	7496	8741	647	5541	6368	7134
7285	8819	9239	7428	5356	2752	4567	10173	9538	4856	8986	5074	6960
1676	1996	163	1529	8853	3375	5153	4770	1858	3046	1293	8691	5830
6221	7364	7706	6298	1040	1844	7156	10062	8692	742	164	5420	6923
2204	7630	4833	1795	4146	8073	5794	5831	1862	777	6625	1106	4950
8085	4156	1300	7811	5843	9171	9908	1506	10305	5720	4538	7601	2008
115	107	2729	4018	3456	9260	2516	6074	131	9863	4102	9237	5121
6128	3043	3686	9023	7997	8254	7576	3168	7779	7652	236	9868	5469
9523	1281	4107	9229	3433	4238	6797	6090	6673	7899	7395	5821	1073
9754	3484	4424	7604	7006	7952	1448	2012	1674	334	4580	6230	1646
10460	2257	38	5846	8811	7193	4872	3977	8727	7166	7708	4214	2712
10270	5606	4980	5286	620	7481	6212	7669	6166	5432	3351	6842	1958
5311	4062	8679	6692	5419	2877	8582	3146	2197	9608	4390	9760	10003
4762	4668	6527	8029	3888	2147	8238	4901	4126	8844	4807	1885	381
5305	7576	1344	6686	6521	6905	6434	4365	1434	9617	664	4823	5430
6060	4934	10417	3341	9219	9898	400	5822	5422	8127	10391	6008	9767
8311	7233	5136	7549	7813	6080	3451	4248	5987	7681	4376	9231	9889
533	5233	6495	4073	5056	10126	5324	2563	6294	3572	2675	9492	8742
138	7543	4343	486	8359	3987	5237	920	6293	6099	10400	9755	98
9239	7464	8383	2514	1700	1559	1915	434	2842	1956	8895	4260	3137
9441	3984	3406	1891	5230	9868	4722	2712	8806	3952	9684	8386	8403
6123	3725	6485	881	5747	7663	951	2373	5111	9947	9428	375	5689
2116	6084	2204	8959	6839	2744	10242	3604	9355	4670	1783	1302	8150
5795	3245	2803	1413	6859	5012	8392	8964	367	2404	938	3291	4469
5269	2488	8778	1813	1625	5312	8734	3107	10101	10364	6349	1467	9995
3874	6966	5735	8504	3887	8177	10140	753	6965	9801	8764	6203	4381
1106	2942	6080	10388	8687	9775	1011	833	9793	1331	2056	7870	9751
7272	3260	1803	4412	7565	4055	1772	2037	7842	6826	4191	9777	3711
398	2196	8595	1898	5699	3096	6310	5067	6783	5374	4832	9014	4172
7857	692	6517	7387	641	9832	5079	3636	1729	4433	3622	9457	814
9075	8165	9825	8432	1268	10198	1099	3260	202	9423	4702	4597	48
5917	6985	5995	10194	4598	6896	9247	7105	3501	3360	969	5317	2812
10362	5218	6491	7527	2162	5557	6083	4454	7717	54	7335	9665	9374
279	411	2869	3452	3138	4046	637	4310	521	5877	7266	2361	4463
8602	10332	8462	7351	8017	4456	7390	8738	7980	5784	5931	10119	6469
2720	2034	3710	751	6413	4453	1530	1099	2453	2709	8391	8616	4586
3852	4599	6427	401	10425	7848	10414	264	3597	7537	6001	4779	6482
3982	4001	1140	8791	539	5404	4688	5326	3532	4274	4651	2172	1797
953	4870	4577	5566	8125	5200	3505	4958	3687	5852	4833	1004	1905
3868	4142	217	518	5586	2799	3679	1548	4573	1032	2387	3941	10364
618	7920	9939	6789	590	6975	5225	3984	5049	1566	654	410	2741
6027	4032	1009	4844	1839	7336	1608	6876	8243	8174	9261	6957	1346
9994	404	2260	2673	7109	3984	6082	4070	2738	7651	6258	9581	5109
9747	8654	9088	8216	6147	4634	755	10354	4598	3044	74	3194	4481
5697	4897	5392	5294	6067	6132	7662	2829	1252	7771	6414	9206	4130
5672	9239	2618	5379	3442	755	3769	7609	4500	2803	3358	3272	7744
6611	49	8443	157	4229	8871	8165	6138	2868	9314	8574	8151	7610
4739	148	3562	7872	9316	4027	245	2302	9204	7314	4583	9261	1482
1079	7147	5100	4131	5812	1644	961	3641	2768	10164	851	379	1947
7863	4175	8942	2661	4047	6544	685	7912	2694	5624	4884	9504	5888
6304	2188	9203	2739	6691	8683	4620	3824	9430	2711	7342	2861	398
9742	376	6872	7852	2568	6521	9159	6171	2532	2004	9789	6145	7717
6351	9413	3787	2761	9656	4347	10046	4503	4776	5046	9436	1997	6581
9665	5425	6369	10375	8897	5599	130	4343	3167	10291	9049	3324	3112
6927	3662	2448	9448	1128	6636	3775	3064	5770	6227	4415	3390	3842
7654	9680	3365	6676	5585	3804	425	8154	7560	7652	7447	1647	4348
3174	1839	9218	1986	3488	565	5108	10055	6208	2672	4087	8510	978
10308	1626	6731	970	6514	6473	2837	3308	1077	2937	379	1749	700
6362	7508	5577	7095	10062	3466	8059	5050	4686	1228	6630	10049	5713
8224	1504	1430	7394	1658	5340	8753	793	5625	8208	4883	3317	4377
9106	9743	2699	5860	7839	4139	1738	2955	1488	219	4274	7828	3635
10162	3649	107	3155	10045	2360	1159	2920	8247	1025	5806	552	5477
5255	5465	3018	9539	778	8001	9584	1863	8716	8709	9103	8223	2466
7477	5447	542	2737	5052	2376	10108	3163	7644	6856	2706	6644	7825
8080	4860	6822	8980	4602	4439	2809	7762	10249	1072	3924	6729	9009
7770	2324	2469	5757	8845	9228	3689	5204	1112	9676	8133	10407	1456
7210	1755	10104	6395	9095	1854	5466	2942	394	4920	9264	4701	4884
9737	5448	5071	4252	7644	9090	4639	5265	7598	7195	10394	5127	1358
9437	4235	750	5959	9406	9299	10432	9310	1521	8857	2678	5165	66
6477	5190	688	10266	5344	2105	4432	4413	9016	3035	176	8249	7106
2071	5616	2165	6616	1460	6707	7304	10251	7979	8245	6296	2627	4452
8526	209	9407	2873	9390	10295	5958	6407	8401	3598	1866	7825	219
3899	3311	3281	7174	1622	6573	9825	257	8685	2182	2195	2329	3062
7875	1211	9770	2874	6618	5416	4569	1183	9647	9729	2103	268	7538
2567	541	4286	7049	9442	9789	5434	9496	289	3334	590	10165	9540
6563	9422	9318	6481	4302	5200	4762	5141	344	3155	8467	740	8538
6179	2950	9693	3962	2811	3796	4486	6707	9410	5636	8299	3882	5848
1337	7336	9114	10093	7216	3416	570	10416	6863	3568	2150	8599	495
3025	8239	2684	4855	7622	5736	6044	6663	8718	6093	175	1348	9636
10426	3018	1566	3898	8493	6454	9632	2043	549	8900	2942	8117	2085
282	8339	8756	5252	8076	8710	4099	2548	7327	2414	8769	8685	4360
251	8197	4436	5946	8633	7630	9649	1966	9719	7865	2061	226	6147
8296	5252	5697	6439	8855	9986	9028	850	7714	8076	6740	6017	2713
5327	3275	323	4244	6894	10213	10316	10119	830	7978	5112	6677	3484
8503	7948	1882	8196	10128	10112	7559	10360	7422	9535	6288	10143	9142
9863	2884	4625	7288	4912	9046	9639	292	1372	9883	8662	1890	4863
8014	7907	9500	9731	9869	2456	1244	7985	9427	3749	7790	6618	9544
4483	5129	667	7368	3956	4580	10366	1666	9255	4693	2747	4548	1629
2637	6848	5191	6402	6659	2527	1077	7226	5370	3218	3871	9966	9920
7905	787	6663	8263	604	672	2930	7660	6788	3310	5012	1747	7019
6141	2144	6990	4358	1975	4645	1215	1645	1233	3059	8615	10025	1132
3466	149	10418	9636	3403	3714	5786	1120	8628	1627	9323	3373	6677
1782	6401	2586	6371	4856	10319	4372	3291	9387	6837	8151	760	6096
9523	3365	3161	7107	10466	5742	7337	1435	6061	7411	4144	1551	928
5265	6930	10004	8838	7026	1028	8028	8203	300	3341	2499	7934	9100
1705	9728	8522	5805	191	3454	9542	8798	3266	7211	4486	685	8219
4450	8377	9047	5777	7988	2408	10435	9227	1833	5160	8252	320	3246
7786	8309	8810	3743	970	183	8930	7484	1183	8954	4050	4944	411
237	7227	2318	8602	4233	904	2960	7535	5755	3172	7823	4486	4061
10228	9995	7696	7692	3896	887	7012	1558	1969	1783	3049	6702	3004
9767	7414	2313	7402	10172	5817	5533	2138	5929	394	125	8533	5135
3133	8993	1993	2112	9999	3938	2371	9171	6900	3317	5574	5595	7427
6687	2432	1839	8832	6662	9040	9038	9217	1892	3414	2774	9886	5340
3222	1397	1305	861	10321	1316	7591	505	6197	2717	7579	5426	1120
1758	1763	5087	7820	5517	2997	5124	8174	2665	5881	9253	6395	7698
1152	7071	5899	1231	9672	8159	2373	3266	7233	10314	8742	9798	9540
1918	3973	2036	5524	8810	1749	7160	2474	2606	4807	1572	5421	9457
414	8368	1334	2391	4066	4102	7456	2484	3611	10183	2479	7675	10416
4769	2800	1857	7536	1859	150	1340	107	8591	2992	1216	8056	5934
2105	8452	2000	2282	7076	1304	8096	9656	3870	8533	550	4595	3962
3065	3916	4156	5906	9278	915	9629	6613	2622	10211	8217	7873	3490
2065	8591	8488	5394	8191	7635	8705	10311	5818	6765	9987	2897	5257
3122	7394	7869	4342	1371	5534	6680	3992	6526	9386	1894	8931	5343
2692	6345	5832	3537	9312	6628	7339	2063	2254	7967	9153	1229	1640
9610	1596	600	1390	3903	5294	5958	1218	7964	1387	9144	8510	4992
7093	4958	3266	1492	422	3468	4067	7429	7374	367	537	8864	7608
8127	3340	8989	3469	3555	9328	9006	4533	8573	3022	7279	298	814
3574	88	9176	8846	1997	112	8838	2104	3431	2409	9210	1461	1177
5905	6188	1914	9096	2119	4857	7376	5586	7948	2747	9511	8751	5117
6109	9745	8159	6704	3896	2380	9969	5188	2245	2110	4998	5501	2670
5676	5779	9992	2815	9183	6154	3683	5524	8136	6138	3481	10064	408
2124	7104	9469	805	2941	753	6054	4676	5580	1384	2970	8141	829
5038	847	5168	1083	1631	10322	7714	2116	869	9214	9609	5807	7054
2400	6173	2709	7931	1052	8406	7246	2046	6612	2712	5896	5649	15
5750	9781	6401	4144	5189	3973	7563	7907	1694	2056	3261	4016	10283
5310	954	2826	6515	1376	9747	7983	1567	4136	9110	1304	1271	4307
5667	1733	450	9458	9978	8777	2032	10384	3932	4518	3919	9443	4734
4354	884	1146	9128	6834	9595	821	6395	4568	9254	2987	3614	8483
7507	127	4881	7787	6219	9859	388	3641	2443	6905	8695	9924	1374
3680	5286	1160	9095	2360	3217	9781	8109	2257	8482	1962	2479	2214
8416	8492	8995	9049	4866	4168	7044	754	5425	1366	5543	3900	3102
3693	1997	4222	2367	4623	5620	10020	6140	4810	4086	4117	1494	7977
3441	3560	506	8547	415	677	5612	982	859	9807	7705	1392	8
9023	5423	9329	5915	3418	4968	9006	8479	7627	830	9016	18	4719
4482	8717	8096	8947	9195	9164	9164	1030	3908	8829	7670	1596	4847
92	7979	4262	6950	6791	7729	9000	8320	1408	5804	1852	6788	3136
8416	6375	5709	9210	6556	562	8961	5331	8392	7621	5579	5452	3656
5360	9458	899	4394	4536	5055	547	88	2499	8810	10225	3356	4460
772	5476	9818	9599	6723	10006	9330	8852	6141	3494	9366	2051	3371
6218	4229	4422	1352	1388	3411	10441	4201	6041	1411	765	5532	7310
3955	2954	6127	3324	7514	5110	1817	2349	4421	1941	6262	2475	7078
4157	4847	3430	2003	3963	2210	2209	9087	1966	9143	9451	9683	3486
6380	3701	4343	668	2575	7228	4374	6414	4496	5059	280	9551	4369
8814	664	10412	8590	7884	3325	4749	7810	2121	3214	2957	9891	5845
2420	49	7271	1631	7594	5055	9530	8859	6337	6495	1116	2438	1059
5559	1780	6369	3441	4849	3327	345	4707	1050	1500	10331	4153	542
1484	5217	9219	9663	8875	5495	9598	9436	5220	10031	4605	643	8445
8178	2729	6238	9935	1897	493	3968	7719	678	7050	3397	8576	7892
6640	5	3363	6254	4092	7729	7434	5808	9870	5100	8998	10012	8799
2717	1794	8218	7063	10266	4763	5808	8653	293	7542	8280	8772	1431
2520	1033	826	10373	6836	2249	4165	5299	4155	10283	7351	9939	8186
1560	5421	8307	3117	4328	5576	3670	4954	9501	10385	7479	2911	4676
10233	9347	5774	9325	6498	3555	4525	1410	4224	1577	7105	3135	4001
4773	780	3548	8410	5052	8301	7777	9071	2822	4732	7448	6336	3038
8198	6587	4235	8376	7514	2812	8453	6136	6527	8600	6768	2972	3103
8055	376	9927	7613	3435	6887	5085	3962	7989	2244	8513	6569	6881
2930	5124	8366	2387	6339	10455	4698	2261	5885	5725	1540	5993	7054
2947	6698	10135	3488	4177	6135	510	1404	4869	7544	708	3929	7695
9422	9417	8632	4394	4997	4041	3697	3799	124	1538	5257	9663	9818
843	378	1194	5702	9086	4935	4475	5953	5595	9362	3066	1305	8088
5644	4951	9293	2256	859	3334	7851	6954	1543	1432	6958	793	8804
7806	3564	283	4806	8909	2056	6751	3445	3204	3141	8016	3786	9977
7372	5750	8744	2957	6409	5067	8661	3287	6377	7336	1155	1829	1866
2489	1770	3790	7283	5921	1765	4383	1438	10300	1033	4717	3231	2207
8898	6364	847	2012	1259	3556	3981	61	1254	8917	2447	10283	3973
3000	29	3827	8397	8291	6223	8415	6914	1062	794	4753	6182	7632
