0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
8015	2036	4871	10561	13704	10862	4436	6728	6585	7666	9297	1207	11747	4994	13155	10904	9094	5111	14348	12434	5868
12123	18	7608	9761	11626	14107	2889	1764	8601	11079	11015	11595	2079	13780	12819	7576	10065	8316	11549	6295	1898
6754	1329	2566	11614	11278	5956	4618	7636	3632	8641	3017	1315	3670	13450	10531	2688	14051	2279	12081	1226	4873
13476	11187	7312	12066	13665	8882	11556	161	1596	13827	7582	11951	10562	398	12832	9330	4616	181	10241	2572	12405
12189	7827	4227	1202	1922	3102	1590	14319	6868	14275	10663	1295	13711	10854	7004	5981	1660	412	5422	8155	9354
5339	7475	13708	10964	5011	4843	14306	12944	5224	14	7716	7473	8850	2492	11574	10124	11440	962	8714	2120	4792
4495	2916	9702	2992	9485	12564	5262	1938	3947	7987	5093	7535	2221	7948	2731	2085	471	6921	791	3973	12454
12333	1364	4051	1900	8666	12814	6962	6427	6293	10469	4895	12911	7286	1858	9746	5772	13931	12368	8318	1435	10177
8565	8566	1386	7093	10915	3235	8377	2715	8164	12910	3389	2212	14346	3121	6186	12334	6718	219	3348	10651	4216
5717	1705	1423	10190	4474	10526	10874	2187	11408	5349	2928	4771	10255	918	3151	3218	4937	13725	2776	10389	11837
4313	7114	7442	8563	1592	9362	2397	9810	12328	1278	8639	5260	4822	1385	7169	2789	9583	6542	1439	5282	10460
13736	11342	11579	3142	10773	9903	11919	13261	977	13247	10321	9489	8300	5381	4797	7358	9623	7325	1819	12133	1427
8375	2796	1916	164	513	3594	3966	474	5489	10671	860	10305	3494	4543	3708	1040	2118	7246	3379	11290	6991
11659	277	8927	6945	3984	5114	3396	125	7910	5074	12114	12839	4900	8015	13478	13048	13789	6594	4340	1422	8967
4161	2687	2340	8454	1132	9460	14128	2357	4782	13818	4613	5454	8712	4574	4534	6807	2205	10652	5847	13545	7303
407	8493	2336	1607	5544	13794	6860	6710	12671	2712	1268	1058	7912	7850	9651	9354	1697	8011	11267	2262	7402
5333	386	1937	58	13577	6654	7838	7888	11261	10286	1997	3948	8276	11489	9094	9590	14188	7149	9805	3492	9818
8963	6237	10950	1286	990	11285	8928	1438	3408	5237	10616	7628	13394	11188	4876	1948	11646	10714	3847	4677	12170
9096	9648	6238	2834	1408	13552	4973	1958	5369	826	6616	4949	11279	3825	452	3004	1662	7623	2329	2907	854
6487	6357	12086	11891	5939	10703	8560	13819	4089	1117	6823	2124	1445	11144	11548	3807	7668	9389	99	4448	8029
1981	3110	913	7636	11413	4587	3710	7149	11683	1945	7744	6862	6637	3550	5880	13989	7108	14271	5600	7145	10537
6318	10292	3181	11560	12426	5011	5232	9111	1731	185	1914	9143	4225	12696	3559	12465	5543	918	1885	4319	10653
10701	8721	5145	11401	4991	8251	5724	4883	10893	8125	4787	6143	194	163	10467	234	8342	12166	13815	418	5900
3669	3245	8291	10446	7390	3213	13080	817	3011	10368	5537	3515	11800	4517	4276	1221	14015	8294	6992	8565	8995
5574	4939	3048	13909	9496	8262	13289	13358	1650	13888	8198	10165	12615	7272	6243	13730	12870	4999	4919	12626	9074
14353	1005	5017	2042	1493	3052	13550	10131	10550	1508	7396	4191	8568	4229	8316	8739	39	2656	5727	1402	7233
9927	9883	2919	719	9927	5353	8359	6472	305	11856	3661	9686	8321	1237	2936	10068	3898	5882	7550	8841	13339
11643	11531	9631	9055	2693	7655	8982	154	12505	13087	11842	4340	13860	12951	13576	5355	3303	7105	12870	13113	4261
5012	12282	9988	4091	833	4630	2916	1923	13502	1408	10451	3315	47	1207	10045	11384	1446	10488	8244	10837	11174
7216	1922	12711	7686	7086	5509	6413	3564	6370	9553	3713	13229	8235	5185	8672	11243	4235	6859	149	11449	9268
5351	2453	10309	3021	9909	3678	2492	3471	10480	857	12878	8216	3792	4479	5309	11012	709	9691	1083	8391	10694
13930	12585	2274	10714	14013	5569	13661	7253	4925	7381	10301	12690	10840	11821	7873	7916	13031	2779	6721	8984	6469
9230	1509	10856	3745	8895	8004	5954	1890	7194	13556	7015	12783	1488	5856	9185	10279	9594	2590	3383	12060	3263
8523	5697	5609	10374	10643	2320	5338	4406	11302	3177	7623	10166	5963	7795	13026	13301	14341	11989	7544	786	10427
12352	5308	2085	7745	11367	10655	10515	1685	1416	9819	10772	12802	1586	12572	4559	12674	39	5200	2353	95	8709
11379	2948	3762	2004	10673	1238	5292	14195	10107	6896	1632	6413	12414	667	12509	7275	10159	10959	6610	14001	10479
5172	10641	13303	68	4720	8383	6828	1237	9200	6557	11340	6546	680	4240	1612	3867	13061	14207	6443	4866	484
9371	405	2425	13246	13688	6517	11095	10190	8262	4910	8960	6420	3277	12335	2173	8184	10007	13516	3300	8814	3879
11687	2664	2088	6778	4697	14334	14165	13163	491	4906	1163	4186	11483	9443	10251	2526	5557	298	5195	12486	11167
8781	1317	4206	2537	3637	14232	11085	8309	179	10833	11696	10240	53	6855	414	12854	10231	12864	7585	5512	1069
13574	5481	4400	12216	3043	1269	8013	7099	14096	8502	7644	13653	11974	11973	676	5227	11681	3031	1134	2486	13220
7533	4634	4642	1378	5902	2751	1005	12185	2638	1187	922	472	5224	4603	9067	9767	8043	2472	7631	7131	2693
8018	12816	7023	8165	595	9110	1330	9583	3744	842	13056	11578	3305	5733	10937	11999	6017	13453	2246	1834	11666
11308	5826	12298	9088	2909	3962	9398	8930	11686	7709	1784	9086	1211	11459	14290	13947	9615	8725	7671	6522	4224
1333	7135	11162	847	10242	1529	6290	13548	9643	2613	11713	2889	5437	3880	7759	13450	126	5479	1328	8843	3565
9651	11047	13383	3044	7682	10790	5314	8675	6400	12363	12393	6013	4573	13456	1022	7948	13233	10445	13732	7932	12559
9789	12522	10856	1138	4759	4576	3636	1465	7830	6576	6530	9230	2198	2532	2359	454	5384	2924	6462	1062	8739
12309	7209	8469	7486	11659	7095	10283	8326	3914	4786	7486	9263	4011	13294	13222	873	5153	9358	7563	7209	12306
6026	10577	5107	7743	7837	10442	5233	3588	10876	4030	10923	3314	6000	3480	2738	12434	8620	11427	8596	8062	142
12273	5772	11094	12966	969	8811	11155	1258	11594	6557	12591	8896	314	11457	8901	8239	8621	13815	692	1504	9818
852	3605	8515	12703	14163	9032	10587	7756	13045	9198	1640	5679	10337	13384	2172	5303	7047	12217	311	13047	1690
6597	9148	484	11600	11844	5667	7265	8399	431	550	9409	8908	6276	12391	3110	5201	5159	7305	8115	1189	10406
940	5126	7107	1340	2464	5921	2765	5989	3544	12993	1183	4225	8144	13473	4119	5983	12799	4162	10627	865	10900
13991	10917	8646	8474	403	2694	13851	9052	5172	1089	32	10486	2173	2628	10644	2101	1489	4539	3426	7258	11864
13602	1467	11438	5638	1519	14181	6596	3630	14067	248	1524	9208	5913	1945	7971	6623	10296	3283	3528	8184	669
12305	2305	3269	6836	11420	3760	14096	13808	5787	5732	5478	3856	1792	11190	3208	2281	11620	8884	11982	8737	12493
9841	5758	6836	5251	4657	2596	9064	5732	2192	3636	1060	9577	7602	7651	10575	5994	9218	4885	3709	8600	1418
8430	7439	4388	8039	2986	8258	4908	1624	11897	3293	3709	13584	7615	924	1958	2837	3211	68	12242	14127	8909
3217	13287	10478	6430	13079	5507	9056	2450	6341	13085	10182	7283	1622	6239	6878	13418	3392	1972	6250	5315	12985
11298	8332	6699	1723	11124	13322	7173	11433	2953	8205	6029	943	5555	3124	8927	12436	1136	8108	14338	10150	6138
108	2457	3789	8258	1065	821	7009	72	12521	8227	2584	7315	150	4901	12589	12434	2271	5685	5985	14288	5028
5138	5977	13077	12954	7738	13939	1779	6972	13221	5913	12082	14295	2228	1794	378	161	8274	14185	11780	8220	11916
4584	11272	3533	5173	7526	904	2496	9389	11648	2826	14086	3005	7624	11144	3720	12470	627	5664	2336	11836	9459
952	9171	2749	5693	13627	4967	11304	5239	4626	5299	7332	4188	6061	9471	616	11984	7095	3062	2144	9335	756
6033	3665	8703	10696	1634	12417	7658	8744	2086	7236	11804	11948	13256	8510	2785	1134	1269	5550	12850	217	13941
58	5185	5170	7624	5314	7796	7146	7129	8663	9677	8203	10030	12946	13403	6020	8187	93	3246	5312	2936	12582
886	4668	7700	8277	13378	10400	11438	6078	12359	319	10822	12973	3368	10039	567	230	9230	1508	10991	13407	4277
10692	13990	10903	9233	2249	2791	387	7032	13796	10091	2524	8922	343	4357	8947	967	8723	1065	7985	6290	1136
9963	7507	5835	738	13523	6928	4916	6115	7339	4796	10880	332	13873	12641	10776	9400	3735	13276	10383	1436	12703
4681	5680	8583	12125	13429	9138	13986	8702	14081	805	14244	7944	2558	5857	6870	9979	6027	9686	8104	711	5493
12359	6426	8235	4296	14096	9627	7031	10022	11333	1759	8082	12497	4746	11424	11333	14279	12164	11633	5580	2645	7749
12025	11445	8501	5778	1786	10097	7904	11049	1815	1758	9315	1725	1622	6370	3344	4327	11677	6523	7128	3547	2767
13785	1930	5247	3894	7533	8144	4958	7477	12475	6956	2786	4435	4107	2156	12585	6651	2107	2275	6229	10766	13537
11751	7627	1904	11719	5661	7818	14148	10019	12236	6691	11388	3908	1726	2829	510	3898	5767	230	2160	6261	3154
14198	1844	1644	8190	12338	6039	7840	7821	7785	2637	6636	1072	4374	3343	2475	11180	6246	6859	8143	11984	8590
12144	8469	6706	2119	751	12077	5265	3273	3997	10763	1549	3898	10344	4756	90	9818	14285	10914	10302	6345	3185
6328	2398	13371	6908	13654	13933	6306	952	7366	13633	2110	1987	1487	5064	1617	11803	5433	2987	9972	5899	7802
9224	9344	14311	9884	1961	12305	12594	7807	560	6982	13024	478	13304	13246	12373	5555	3300	12202	6173	9361	9614
3457	10305	8981	2431	13209	1261	11537	7658	12742	7800	3824	11217	7429	10931	4491	3145	7742	2526	2706	12792	966
11894	7123	9280	5378	2862	1493	14266	12879	13664	3246	9023	5981	4301	14191	6196	596	2204	683	4579	1628	10948
12348	4854	10509	1878	1728	6636	7240	3061	6696	3030	12951	2329	5945	5250	5764	8768	5056	5109	635	11677	9530
14088	6988	3287	11504	12889	3236	6047	4320	2399	9098	3292	10658	11145	6518	11310	5948	2475	7756	1025	10659	3285
7051	3545	12312	4032	3517	1416	8623	4527	1988	10613	2299	8793	11526	9128	9227	937	12258	3660	12386	13440	14004
12143	301	10014	8989	13921	4392	9736	8119	5905	6902	5752	14215	10368	6780	12198	10115	9096	5470	7700	7888	9338
11724	10099	1505	2572	12506	2218	12332	5116	4992	11593	97	4882	1228	6327	176	12022	12772	1973	10337	8473	9777
4278	9927	10269	3057	6239	8805	746	14171	9911	1809	2923	3785	10200	981	14023	6116	2008	609	11801	11603	13894
1599	11532	1079	84	8990	3193	9089	1985	12842	14326	13507	2570	14073	2747	3118	1703	10503	3620	9288	1709	696
12373	8493	11360	3582	13797	5746	11466	7491	7706	2487	14056	12737	2804	8856	12833	2042	13979	8841	3185	5000	8616
10463	11971	5468	4841	11904	5684	4312	10016	5090	7650	7321	2350	6414	808	14047	12130	2051	1848	6835	12169	10489
12226	11352	12097	1946	5492	7494	11861	952	2297	13822	863	5914	9709	887	5407	9085	3723	12398	8516	10341	6203
13165	9759	8786	2133	2972	7139	8655	9674	13935	1877	5438	640	8988	1295	9479	7345	4551	10151	8801	2416	12275
12412	10866	8259	8707	8101	672	11164	11782	8745	11704	9107	11742	2959	8123	3126	2149	10950	5441	1251	11658	11423
11818	12943	7380	10055	12366	2474	1764	10664	748	4253	3690	14267	14321	11562	3551	6540	9410	13378	12165	3291	10074
4963	13977	11973	7329	10325	4092	5263	1770	13106	11685	12432	4611	11844	2729	5630	1177	1055	8760	12839	12574	1283
4281	2068	12663	9169	4737	1844	8947	13199	4358	7373	4885	5666	4420	4352	8071	1722	787	931	7482	6595	14094
2617	7022	5374	1604	2810	9521	9959	11785	6628	335	7552	3743	2140	8103	10200	494	13591	9744	1342	4368	10869
10623	9257	6885	2404	12579	4773	13384	6215	1969	2504	12669	11866	2436	3281	8499	13026	7466	10033	13260	5120	3036
781	11487	11663	2274	2935	11491	8996	507	9301	6930	12049	6798	7673	12053	3714	8763	10607	7311	5606	12678	663
9474	5300	6078	1495	13459	5908	10504	12177	13147	7394	3853	6529	12824	10455	13615	457	455	4657	10828	14120	1089
10134	2759	13338	4485	953	896	11967	4147	9723	6323	3141	7286	14074	11934	5054	233	192	1010	4990	2016	9705
7059	7533	3968	14055	5801	3865	10786	5183	1941	14359	12003	10705	16	1633	8223	13915	7524	9878	9245	14298	4401
8449	14200	2994	9077	7696	8560	12326	6273	13397	9775	747	6195	2392	5734	14325	7098	5216	8409	155	3410	1612
10143	1953	3863	5368	3469	4825	12389	2354	9384	6041	1931	8496	810	3865	1077	1461	4114	12559	2052	1127	7050
819	2549	8317	11790	6493	8495	2025	1618	5462	6371	814	12671	12160	4513	14037	4444	6043	12902	7573	9907	3374
9165	6205	9547	3569	13253	11304	5822	13460	7351	2219	1986	12534	8645	6978	5348	6013	14073	4343	4372	10408	13561
5895	11326	1854	7918	4193	9849	116	2872	1941	5170	11087	8685	8052	11605	10359	10341	98	2755	14212	6512	12625
10919	6451	7578	453	6202	4479	13649	5645	3880	9471	5977	11853	5399	2694	10457	8945	538	2861	10676	6163	14056
7663	748	11281	6891	8270	160	13896	8896	469	13403	13777	6659	13033	10793	4127	11800	646	8742	1564	9346	6681
9342	11292	9734	11371	5098	12216	7908	13615	3687	10869	4127	13305	2691	2847	11975	14025	8416	8844	3389	3667	6345
11952	9511	11523	6152	14302	7394	9432	12241	7904	2748	1760	13844	6820	3781	9090	5730	6030	1072	2546	1978	12685
14251	9623	13918	10348	3393	6073	12637	12026	4843	13995	3107	13888	11528	1203	5368	11614	4542	254	8529	1298	7080
2916	4660	9373	2456	6543	8231	12152	1614	6129	845	9509	4751	6280	2495	1990	9954	2236	13182	5109	10379	2577
8430	4896	1129	2208	6460	9614	7056	13047	14025	13983	10474	2880	1266	6759	2144	13490	9921	5950	12125	116	8204
1185	6743	5506	13996	10292	11495	3377	3588	10268	5121	10852	2472	850	9495	4194	1224	10953	369	10287	6773	6981
4920	8265	13748	6206	11095	8954	12082	878	7769	335	1585	8155	14015	4068	6154	8867	10471	13368	5757	267	3486
7777	10048	9857	12625	378	12295	5451	13911	11703	6153	12980	2962	12035	1538	5217	12563	4750	10901	4160	12408	13423
2783	2613	12555	8625	3569	6434	8239	535	13105	4452	13981	7946	7478	825	3067	12407	2779	8968	3285	4037	2641
5933	9672	7463	14332	9354	4422	1096	11410	10331	3752	1908	7206	6068	6342	11542	14127	9604	5905	1062	11205	12478
4074	11672	8915	11569	9714	997	8791	14163	766	1934	12751	5936	12010	5996	6060	1530	764	3702	12856	1553	1298
4287	5944	9642	3596	14093	13309	6943	9074	12697	2168	9217	545	3894	5852	13438	835	3946	13286	6901	13353	9938
11214	9328	7616	10303	9825	8199	14306	7244	5219	9495	12477	8564	1611	5040	11160	11606	10576	10899	5487	4718	6776
12720	4839	12010	5866	9186	645	13988	10972	9259	213	12995	8398	4216	2999	9696	9958	1196	1486	7044	5143	7890
6746	2548	13078	3515	13846	6882	6871	7381	1251	596	5985	9574	13889	11908	8723	9556	11990	8664	13030	8223	9663
3208	1266	10219	7562	7579	1215	2889	996	482	11093	6959	5111	2714	5015	2276	1022	12288	3088	957	5035	12438
13903	3711	12465	13589	1857	2663	3788	13885	11090	1369	2398	6174	1659	580	444	10700	6295	7586	5762	4122	2872
709	11343	8682	9698	12406	13664	9583	7181	11886	5004	13985	13470	5424	5513	4284	5458	3972	2607	1882	2	10910
3014	6944	12348	12176	2403	4559	3111	12311	14265	12512	11855	4934	1085	3694	13301	4961	2754	12099	9349	7463	12131
2259	4507	2000	3159	5600	11935	3823	5959	4602	5678	3765	14277	7714	12506	5404	9307	496	10325	13456	11311	3375
2962	5388	6591	11127	8311	13238	13189	4885	7390	3322	8498	10194	13116	281	1678	2314	10275	7313	7613	1478	2991
6865	7627	11998	884	5669	14051	12272	10072	2875	8167	5107	9861	11128	10821	5994	7131	7748	3379	14298	6524	3140
2340	10345	13969	11640	12062	7449	8554	3199	12255	637	2540	14057	1477	6256	1725	13257	6760	2677	8656	2051	12100
1536	2931	11504	10905	11757	9299	6754	12582	7706	11218	13473	11843	1473	12970	4494	4414	11605	3342	7662	2485	3282
1497	4964	9293	144	10690	5162	12248	2317	11343	12452	177	1992	14158	13843	11310	7778	7379	4092	10651	8098	13766
4405	13285	10511	223	1199	10545	12160	4899	8559	12145	10227	6146	6259	2784	3307	1930	11143	10170	818	5505	7864
4260	1592	6639	8917	9888	13751	68	7069	8227	11801	13821	1227	2567	10695	6270	11654	5987	23	8078	777	1338
10844	1398	8919	2839	628	10924	11187	10715	12865	3743	13187	14065	7923	11767	10849	7043	10698	3500	9297	8446	2059
5151	11874	11715	3576	1810	8157	362	7993	1379	11243	4710	6186	4951	2653	10176	2510	12217	12818	10417	7142	8581
2174	4602	1066	1193	4613	11471	909	8456	10326	7710	14062	10179	14071	8230	14198	11162	342	1306	6832	767	2728
8011	1376	9522	7372	127	2041	8663	3387	7333	6051	7439	12643	2169	7147	2794	2168	7223	9381	9000	13489	10509
6055	13838	6502	94	1951	10837	11280	1106	3429	10989	5188	9565	12401	8342	3716	9288	1050	5593	3771	8255	8920
11206	7470	12331	11950	7413	11469	4822	12556	9480	4131	689	1246	1546	10761	14232	5815	8669	12508	11726	8464	1795
13131	7263	5939	2514	10276	3080	1593	248	106	13147	11291	11439	11303	2270	6310	7997	6995	6293	6770	10335	9000
5530	110	7034	3642	9878	7096	14170	3652	13440	7416	1707	6241	1946	12960	5609	8276	5363	7425	8631	6682	10638
7105	783	13930	11801	1296	240	11037	5214	6375	13327	10455	14005	5929	13889	6931	8053	3472	9185	8534	3220	9670
5661	8148	10253	7484	13456	13710	2930	513	2680	1642	8253	7189	12265	7685	8362	1822	1524	9165	2449	402	10146
4071	329	7321	8388	12498	13397	9161	837	254	8633	10118	6803	2814	13972	8246	10868	7582	5949	9066	6159	968
13117	3493	3856	11309	13239	5325	9976	1131	5683	11853	7936	9921	2823	4436	5001	13704	1210	11140	12965	2269	12968
465	11553	12771	9237	1199	7017	3462	14293	4479	5706	8510	1733	11912	376	8464	3183	11959	10626	2710	14259	5862
1928	8163	12578	9429	1760	3365	11801	6519	3752	13597	10455	5505	4361	8274	6131	8034	14356	10427	5673	9118	3437
12017	10978	7479	11107	6249	14113	4347	13977	8642	13731	9658	8547	4526	213	7882	7401	5831	7053	14315	7192	7665
940	7796	6462	512	5418	10063	2095	13652	12901	7780	2724	7864	5272	3058	356	5084	2634	1479	8950	14153	4242
769	87	9506	10341	918	11770	14341	1216	12509	12384	7401	5178	3102	8169	8015	6225	4044	12462	13981	1926	11338
2348	4586	12018	12700	8313	2670	2196	1058	9388	6388	7610	1064	5309	3019	5421	8666	9696	12681	13355	6658	6452
8721	5600	7382	2417	13278	3041	3256	1432	4131	11146	1561	10086	1071	10196	10103	7136	12252	7132	6697	10578	5876
12659	11254	12902	1689	12136	7826	12877	1145	5620	13923	12083	11879	7971	1997	13251	7264	3949	2531	10983	1803	10883
6617	3044	3820	9117	7181	10578	7618	3108	5429	8223	8644	735	1786	1222	8809	11070	11114	3660	11287	13132	9093
678	10014	14139	1404	778	9594	9504	12972	2669	4565	221	6479	9346	1717	13178	11791	11060	5070	2381	13714	11529
3962	4717	2935	1759	13860	12460	14251	13977	13215	10680	9961	4890	9979	10969	9993	10421	7841	12762	7138	365	6574
8898	9521	4947	4599	10064	7189	336	8141	10886	10161	9435	13295	5338	12136	3552	4917	14079	280	918	1244	2863
10639	8788	1448	4747	5064	509	10095	3530	13621	3169	13167	3537	7110	2855	990	9352	1331	11354	6819	5165	2741
3635	7430	8490	3153	4438	4575	13516	2629	5170	7416	5741	14182	13150	10270	6363	7545	10993	6715	3722	10748	11834
873	3679	9502	8853	3859	608	1708	4731	13115	5236	8755	4477	14053	4610	1504	8398	3965	11206	11573	13616	1180
3317	4845	6382	5455	13794	9607	14059	13289	4547	2887	13877	6597	9763	13227	5959	10328	237	1306	8857	2184	13620
140	1290	4932	1877	13448	13349	9038	7023	1339	12907	12416	10776	579	11344	5478	8787	9439	3088	11874	6131	7925
9889	10475	11480	5557	10559	2502	4002	13137	4840	6504	10987	4598	6	8001	10275	14234	13015	2175	10396	7429	11789
7828	13470	2814	426	10741	285	12800	1653	13412	1200	9083	5459	12075	7684	12069	6483	4176	13288	4328	5887	2857
12246	10931	8369	6261	5901	412	10055	12430	3445	2616	4646	12738	5595	7123	7308	11393	4942	11702	10685	3136	243
11964	12051	3815	10203	2723	10423	11762	336	10709	8663	12672	3474	4188	6517	1023	10098	3065	1716	10741	13076	12348
5904	303	12018	5769	14081	10071	2363	6337	2499	10260	1067	10940	12172	3600	7935	7334	9988	6927	10284	12753	7052
13976	11570	10265	7357	7161	11505	6825	11254	11732	3225	11150	1790	2255	5557	1064	3082	9065	10366	7211	13292	8108
7050	6422	9670	13178	3555	4674	13336	4773	5490	11446	13724	9253	10195	12275	5788	3747	3234	14229	12955	4691	12267
1630	12414	11771	4334	10397	8270	7119	11296	8462	4490	11053	578	7279	5275	12190	7914	2241	1765	12563	394	5116
8411	1504	1962	6625	7454	6775	6781	10584	11459	7954	2607	8851	6875	11964	12737	1443	5597	13876	6697	526	7614
14240	2984	12881	641	3792	12387	8875	123	6397	6351	8791	6043	9125	4078	9836	6550	3053	9920	511	10063	7017
5318	13127	13180	8874	13535	13559	1499	11603	3013	5028	6386	10098	731	11284	3897	12201	7671	14081	8006	2477	11032
10438	3155	10362	5678	415	5261	8394	10714	7388	3704	4361	14125	9703	9580	3313	5022	1606	7970	11210	6683	1995
108	2934	2561	9502	1633	4512	10719	5718	9498	7246	10362	5199	3932	1560	7210	12129	225	6826	3065	4237	2810
4777	3073	13495	14072	11861	9743	9284	6055	7291	3173	4069	5681	13118	13224	6901	9268	11873	1298	10310	4017	291
3894	3998	3949	2533	3487	5232	13992	6344	1772	13968	2710	3293	9392	1655	4695	2465	6272	845	7528	7573	7996
10790	7072	10471	42	10443	3944	8305	8880	10071	9714	7352	9394	8402	5980	12512	11094	1470	11259	8488	3360	5342
11853	8179	1076	569	4755	12772	5187	11807	3412	7545	1092	5184	5623	10696	995	6003	7352	4751	12589	6474	4740
51	331	3945	5161	8274	6145	6449	13660	9929	13425	9091	5405	13214	6585	5340	380	6002	741	8413	12598	9784
9992	12328	3460	2088	13109	9137	9853	7793	7744	2707	10877	3796	1420	13475	11488	7699	10158	5007	13220	9404	7347
3832	3081	7020	12818	9432	9543	4944	437	10435	8314	13918	12309	2795	5923	1672	7314	11636	1595	11062	12693	3484
7621	2941	11251	6547	5442	401	8030	7017	12057	11588	8216	5663	2111	710	635	633	8752	2117	7158	7887	6521
10078	1364	4898	4089	6676	9945	23	5827	9906	13033	8715	4376	11818	3551	2463	5144	257	1598	14283	12360	2819
7360	11814	141	8798	2114	5447	8659	1847	1397	8913	12094	8095	13906	7688	4650	5561	2269	8798	11044	11924	13882
5013	8334	646	2106	13975	14017	5509	2331	12428	8314	7437	8110	14148	3323	7102	13320	6436	14283	11039	13622	3782
11638	13301	12741	4806	5900	2729	11994	6541	6597	14225	6786	13279	13352	12418	2026	11742	13903	1575	12768	12003	8934
5321	8384	5497	10089	3802	77	7924	1291	4978	12229	12186	3723	7412	3799	2762	2544	10198	8707	8060	2668	9494
3226	13324	2896	5013	7521	1025	9220	2929	7078	7719	10175	14258	380	1258	4311	4886	7703	13571	3843	2658	905
10372	8327	7556	4249	4367	11204	6551	352	4089	14289	8229	5809	3508	7145	7161	10394	9587	6483	9811	12932	5910
9079	8047	758	8373	7726	12559	3155	8201	6069	13868	2261	5042	3536	1623	3765	4640	6098	14364	13807	8426	6539
1634	5818	9375	5043	2792	3393	3959	1040	6863	6255	7801	5953	2667	483	8017	12493	682	11495	502	10220	12840
9669	9606	8887	7956	6100	6362	11878	1369	4360	6284	8721	14182	11147	223	13282	8494	6460	207	13342	4324	14285
11928	14170	11793	1036	4957	13771	10294	5642	270	1652	13443	5273	6443	438	4387	9550	5461	3754	13091	12164	9261
13501	13925	3653	6648	11281	13267	4680	3118	8268	6363	11854	12744	11302	13991	1366	11284	6378	8231	3799	3836	2646
4224	2060	4395	427	5159	12002	7169	1624	1394	11072	3619	2018	9830	5000	9312	10771	12397	11700	2766	13875	2105
8653	988	4171	10599	9001	4465	5020	3398	4876	2376	5893	1760	2814	5044	2082	8269	14108	11297	10520	7025	2406
14367	6706	4033	2278	1775	1909	2796	5842	5187	8669	11492	11102	3426	12463	1661	9019	6302	9718	3979	6834	5412
7564	5134	10806	6278	10289	1426	3749	12655	13676	7486	510	872	9515	6674	445	13227	9145	6612	8898	5760	2518
10753	8883	10969	9383	2697	2110	4547	9534	3903	9940	3277	13198	11700	7291	350	3679	530	7413	8096	8783	10919
2525	4560	11242	12317	7207	9117	5939	2362	8054	10349	6592	11138	1664	10144	1137	12589	5302	7281	4723	13350	1717
3015	2877	1497	14112	934	11765	6126	13368	7137	4152	7022	2503	4061	12085	13411	10239	7766	14167	3046	6664	13127
13468	7168	11031	4779	7257	379	7850	8845	13956	3373	3206	3336	10566	6780	9896	8836	12447	8200	3660	11880	8295
14136	11112	10300	11429	13678	9177	6509	9697	7749	5006	1195	7114	7447	5371	2110	6592	11871	10607	10125	10782	5878
13545	13140	13863	12945	4285	12520	6298	5034	214	2094	5226	13843	13140	11399	4681	11418	9158	10248	12594	12431	7275
9544	9418	7079	107	9919	12496	10820	5569	4630	2851	7447	3507	3348	4779	14075	3532	13655	8014	3681	5224	13416
3239	9721	10606	5256	1997	6188	11461	8036	1516	5485	7558	574	4632	10254	7865	11115	8270	5965	1565	982	472
1755	6421	13414	7025	3193	5199	9516	1989	13743	3317	412	9980	11249	354	3252	132	5770	5024	6793	5934	8520
8305	1928	9053	9847	13039	163	10783	1188	2844	2070	4724	11671	2882	10283	7014	3408	12724	760	13457	7992	14014
10104	8085	5695	7195	5888	1811	6781	5402	7364	7526	6973	5414	4616	4687	9376	11292	4637	3699	8230	10081	4424
875	5499	718	3018	1834	2499	1224	5503	3041	62	5888	7805	8110	2886	9927	1558	2841	11228	4477	346	13892
1690	663	10258	11412	7182	8228	9084	6647	12301	506	10093	8558	12563	517	9153	6892	8782	10268	12886	1191	509
2467	9446	5026	8001	13276	7449	5393	5554	305	2885	10070	13924	6723	3738	2930	7276	4880	13129	11531	6440	9282
1637	9314	8392	7978	13013	1633	6962	4541	12462	6990	13508	6932	12711	4392	7578	13899	14138	7711	1639	2740	12545
1017	10052	7458	2775	11688	10192	1549	3684	8785	10726	5020	7022	5361	11044	13027	7527	6569	6495	11602	14327	4500
13498	2741	9563	885	3715	11256	5746	12618	3142	6044	11680	2354	12062	12005	3753	9657	6697	7979	10047	11106	227
13476	3094	5001	13860	2490	10994	12271	4608	11334	4992	14347	5936	13135	13299	319	1885	4972	5808	2751	13526	13721
1142	12516	11781	12095	2668	3256	3234	14239	7110	655	109	11774	12586	6733	1263	2264	2031	13596	13037	14234	1354
3878	4345	6205	2779	5798	7745	2911	5580	8766	7933	4780	7408	5860	2629	13273	2502	3339	6853	12097	11548	958
886	11932	505	17	4176	2070	1378	6147	11310	989	13300	5618	285	13567	12169	7300	5550	4410	8310	4270	14286
2155	8509	1919	3374	11288	6423	9250	9580	10766	2817	9789	13691	2681	10230	2542	7899	834	10794	6257	7969	2071
776	2637	1638	5419	10207	5240	9217	3349	740	2635	3767	5061	5227	8150	12535	6787	259	7462	12214	6069	11321
11201	11093	8121	5079	2602	3922	11818	2584	251	5272	2475	6543	3557	10209	11151	11652	10743	3590	2783	9843	14173
11823	3217	13558	1653	12475	10262	8874	13829	5824	590	8091	6159	688	2273	8540	6145	13201	2264	1788	12411	9079
