0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
16188	5892	5271	10817	10281	3155	14235	8121	9586	15046	8487	15613	3318	18005	12911	2922	3763	10787
10775	15173	3005	12523	5538	2017	3492	1383	469	3082	14194	4175	8529	6974	16776	716	14416	6747
1331	18644	7990	6216	9631	12983	9694	7769	2359	27	3524	1154	7158	5348	12863	12119	15841	6936
878	9675	2903	12567	10140	17405	5387	14784	4444	1245	18561	3905	6187	3524	6384	2958	587	15362
3429	604	510	5820	14010	16322	17497	996	7651	3654	1237	7804	5989	1315	15792	3806	3812	1083
9328	2911	11740	18654	8375	11278	5715	10332	17944	11189	7654	6839	15455	7829	78	8248	3115	17511
10678	8257	319	17466	18416	18286	15129	16600	2885	10166	18653	10101	14548	6640	2239	17273	10688	3152
13055	4916	8452	15317	16751	2786	11002	9993	6702	10307	2054	17430	2829	1420	5630	11733	8531	5385
18772	6916	2824	9175	3551	3858	18436	6861	9189	662	5404	15436	9310	17291	13517	9003	10163	16778
15108	14648	975	15558	17352	6837	2865	8787	18248	14233	6190	5120	2182	15578	10090	18133	10102	15435
9453	13001	7092	12906	6106	13328	10189	16935	4982	14638	14060	5439	11348	1368	4966	18015	7864	13243
15703	146	14520	1345	2814	11204	2305	2188	17473	10840	2182	7627	8230	15752	13490	17272	1880	9544
16730	18775	12924	18040	11788	12343	5174	4621	328	12436	17736	7373	18234	9857	174	8349	5007	1410
8328	16304	8083	944	6592	9502	387	4821	16517	5551	16490	9456	909	14595	9898	9402	12043	9632
11251	20	13492	12604	11899	14129	1361	16022	10517	8756	9620	18334	4384	1679	8358	10304	13647	17822
8511	10084	18462	3351	11226	5197	1001	18494	5699	15627	11874	11525	8113	14191	6359	3047	7937	10660
7754	2935	6299	5565	2203	1548	3478	15599	13769	17959	1518	17086	5653	12787	7291	5160	2241	10535
17432	1658	10685	2824	2937	1378	1530	1439	11654	5316	14672	145	4028	16089	17756	6400	12875	7835
2745	602	16163	5501	10521	9576	3594	14871	4935	7798	1255	5022	13929	14046	12773	18465	3241	6926
3523	792	5008	6117	5855	7857	4272	11568	9222	8768	18789	2235	14843	13704	14884	13921	6714	15725
12885	4779	10491	8562	6196	1574	17556	2207	14673	1397	15299	6458	3814	6946	1433	11815	3005	4714
1675	17882	11905	1364	5296	15690	5329	8543	10885	5783	18195	4130	8010	11051	3785	13529	4208	1707
13684	5808	18754	9006	1474	18441	5956	11294	7854	8859	8520	5743	13803	519	3288	3939	15629	9656
11949	8060	137	6087	14039	2515	4182	10666	3238	4903	12441	4789	13952	11993	18738	1156	12964	730
11955	16321	12291	18060	14077	103	12198	14845	4292	13536	8944	2447	15981	15799	15812	8890	17522	11834
16091	1234	7490	2102	10064	16526	14117	17935	18626	15226	15870	10999	714	17666	10250	15458	10078	715
10986	15304	12840	6936	9012	1108	1122	7276	18231	17054	5224	5749	7220	14262	15900	8701	3572	9615
17239	11093	4640	6014	3797	7818	13650	15296	2109	11655	18849	5577	8855	873	6179	4414	3647	11081
15050	6878	2797	1749	8756	8	17284	11667	3506	8012	18731	14765	4585	1628	10172	3627	10846	5257
13624	17905	18643	2911	8439	13571	13336	12889	5813	2793	9019	8520	8625	18490	17776	14949	17829	1815
1740	6691	5536	5557	15036	4049	5122	3508	2151	12030	4914	6089	6101	122	2593	4130	7932	5410
4007	3304	2815	16188	14586	14495	7934	14805	18960	6506	5357	15056	1588	667	14290	3211	8702	879
2431	1506	6955	1661	18010	6697	6510	15222	2759	5958	15688	16231	11916	10108	2349	3422	14047	8645
5880	17421	8523	1309	1023	17459	14321	2782	9243	13857	3781	14650	17991	8586	5566	1362	12439	4787
18389	5195	3307	851	6707	8038	7446	15637	13907	10672	9217	13861	15756	10881	9585	8392	17667	11356
4213	6451	7375	5090	15058	11864	4453	1102	9749	14374	15662	10948	17001	8041	7592	9251	10887	8012
14053	16620	10346	11376	17985	11715	13794	1398	10591	1304	375	10676	8339	6626	14515	5265	6514	15368
2237	10281	9091	13783	17385	1562	3369	16730	2034	17467	18833	8384	18414	17339	13685	1867	11386	3908
5553	10913	2323	18566	1058	14094	11027	11179	9559	991	165	8657	4990	8676	2982	6102	14582	10283
13090	16211	5940	10137	14991	10920	7253	16174	1154	14262	14025	18828	14204	6099	15873	2508	11704	3020
219	7119	12056	3447	15196	10842	8342	15473	5007	5749	13128	13979	1828	14978	1677	16368	4518	13323
17309	15234	12107	7679	18730	17313	3271	2305	6382	14572	14554	16740	3435	16149	7015	4201	7795	293
2234	4772	8889	1890	13629	2117	7865	2918	2658	2153	18081	18660	15308	2423	3825	4452	14720	6797
8575	3726	18782	5549	6264	4221	11063	171	12953	11736	15530	8422	13379	4558	9319	2754	15100	1125
7817	12052	9334	5946	8204	2504	15862	9571	6744	5365	6325	3265	9522	2943	6742	5340	15566	16898
1182	11633	14586	2493	6529	13242	3415	10842	11485	10467	12120	460	10440	2747	18819	5235	4013	5091
3622	6112	8842	10291	16546	15414	14592	11827	13479	8038	6439	6401	13649	11339	15840	13422	12866	11459
6293	18899	17140	10407	17877	6143	11890	4702	18815	11761	4781	446	4437	10067	18492	14711	4759	2634
260	15856	2942	2087	1064	8416	12755	1808	17772	13655	12974	7081	14399	11614	1593	7063	2958	420
12567	3956	5692	10560	8775	18203	4142	10144	2335	14760	1076	11976	13022	18253	9635	18081	11024	14895
10084	18586	11767	17487	10681	16000	1653	3520	6576	16698	18252	14235	12259	6215	5165	4018	5332	4410
4035	4716	7797	11257	10537	1637	10063	14785	13481	18700	17589	18174	5837	17902	12014	16013	1957	344
4155	15816	3544	8687	14565	18523	12657	17529	16455	10740	12913	6365	8113	7465	16707	18759	15566	4430
328	9056	921	8895	4094	12095	9012	8050	7069	3968	3231	4659	16472	5165	6272	2121	10900	16182
399	12161	16228	11805	8134	5694	14295	6094	1039	9125	14066	13996	10581	963	17095	4082	15583	8370
16552	1344	16956	7138	9203	15221	10308	16135	16804	11578	17788	10616	12797	7891	3159	11218	2901	7778
9785	543	3514	2709	3144	1379	4316	9748	12594	13454	4960	14630	507	448	3840	15270	15942	86
16474	4387	4608	15433	14808	9784	10922	4592	7489	7463	8391	13688	921	4901	18635	4738	13001	853
2779	17319	5029	6008	3502	18479	9405	13918	14416	18600	7625	9345	10506	9720	3097	18221	6714	13051
12783	6056	7996	4036	7864	2022	11450	13816	9469	17535	13480	4848	15560	6175	7543	17642	16163	3254
11063	3016	2030	15888	196	11110	14091	11977	9821	13600	8254	6616	8458	16016	10868	8312	2045	15015
12157	11660	11833	13704	5646	11061	6090	3196	1407	1827	372	17103	9592	18510	6019	11203	9454	16681
13132	17593	16280	10	18426	9426	15086	1616	12313	11873	6960	12263	1942	17270	17477	17615	8396	13829
3418	10351	12887	15627	13155	15313	4047	8748	12994	16222	9027	11205	3836	637	10994	10716	6829	11059
3815	6672	11447	4667	14973	13691	1328	5708	2321	14979	6198	10751	12345	1270	15198	9584	13697	1900
14446	14423	1180	18799	16086	17053	14752	11075	16089	13797	1407	7066	18506	15189	7171	1282	9293	11085
6458	10238	9213	8949	3473	11647	1330	1354	577	14132	18829	11041	13154	13427	16446	2058	783	11133
8166	4460	88	1057	5096	6033	6577	1362	8172	11930	2931	18205	5371	17003	17281	10238	2399	18731
18116	9003	204	9092	16216	3082	10506	386	4576	8242	11751	334	9138	1598	14636	8650	15283	2734
5420	11203	11121	14933	10782	6846	10423	6957	9397	11701	2890	6049	13500	7386	5466	7250	13501	38
15100	3188	3422	3965	6833	17881	4197	6780	10577	312	3320	1993	642	1848	5559	15124	18481	7562
7451	14995	7432	4346	361	18833	7180	16691	7812	16120	6621	366	14285	16709	17980	13885	10539	3037
14702	7271	8688	17297	4247	11665	15253	777	9520	12150	9509	137	1380	525	7145	18251	8472	7699
5436	11723	13760	4619	4677	8683	16958	12572	135	2745	8307	14186	12512	18425	17135	8228	81	16835
9362	14421	11491	17396	4100	12189	7247	6491	7770	12358	7307	16320	18894	8784	13873	6992	10379	8980
6162	4859	1235	6816	10559	9879	3374	3992	6086	12002	9702	17589	2947	16379	16980	2754	3276	11399
3666	337	818	10335	3140	14157	2987	4799	18767	2433	3330	12358	3555	16723	12742	18113	13400	10032
16212	11536	13147	9886	7892	6801	8812	12338	2269	5236	8139	16442	13076	107	4460	13838	15758	4730
830	10738	7573	13751	18137	9158	12283	110	10804	18155	10676	4131	9364	2957	9024	12371	16620	5384
6224	1823	7175	12654	15970	4250	10364	5611	4119	6813	2013	12318	1840	7078	18682	14333	8420	7111
18403	9611	11557	12773	16733	6741	2687	9003	15490	6713	5398	6683	18780	9395	15773	11431	16808	12839
11602	635	17488	18302	11432	15099	1443	1778	14265	4354	7679	2114	11921	1219	9476	5773	7208	9858
7850	202	5897	15303	18513	11248	11059	15613	8239	456	17371	5573	17267	3270	6418	10765	12593	1512
7616	15355	6226	6530	17014	7	12554	3327	10487	5121	8809	16368	16557	7542	11951	9108	14437	17999
15923	4184	17077	13144	14292	17059	4320	6822	12164	2195	11933	7281	7332	10890	8491	2797	18048	6152
3244	17953	10739	13406	15447	6523	8739	14256	18273	7177	1989	214	12810	4873	8248	15363	5629	11492
14995	3555	16781	10841	12683	4630	18577	10834	3496	4695	15436	14840	10828	18035	4314	1599	12970	16022
9970	5679	37	4511	3136	17278	1109	15684	11394	10473	14970	5453	6736	4874	8871	16948	6421	6028
7077	14777	13741	18938	4016	141	12907	1885	16832	2567	15029	9270	8204	11162	18364	4553	12456	10842
13876	8860	17845	957	2117	11157	17824	8230	13107	2449	13892	15598	9912	10914	1677	2201	6925	18390
9416	8427	18789	9386	7237	9774	2038	13826	11231	15959	6026	2902	11586	8752	6262	14195	13477	6672
8674	8407	3663	15035	2349	15205	9935	16876	8567	1126	18134	16723	4251	17962	8226	16182	5943	16011
364	16714	1789	7678	14562	1569	16514	17631	10519	3250	17430	5026	15074	6670	8035	16536	15780	6033
17910	14519	14124	14675	2721	18199	13913	3301	5265	5486	6880	522	9387	3161	9165	18907	15666	14735
4276	1401	1465	5870	1881	12473	7939	903	7292	9939	5637	14471	8482	13655	6879	15771	10988	1026
11558	13169	12357	8501	4416	18048	16508	11590	7051	4098	1273	7079	1917	2403	16588	3656	14833	9064
7081	2574	10430	16635	1131	3858	3248	6911	2890	16893	17667	5972	16343	5465	14662	4238	3062	18670
2063	3176	6148	10355	7022	14973	13579	13079	4149	12455	18721	124	13093	17328	10453	8408	15884	3311
5342	5562	9883	1023	783	10530	5315	3480	11868	15747	18573	16933	8230	14824	4488	9657	7232	11754
2053	10799	13559	1813	8089	3230	3677	18112	10568	7074	14280	5018	5898	2879	15191	11139	4202	17349
17057	18148	18864	14516	10148	2961	18488	1369	9754	5244	11956	10702	15937	6942	10547	270	13644	8831
15658	17841	3590	4375	2481	13501	15132	18803	18646	4494	3552	9187	1099	9295	3455	13951	11830	13537
1129	5561	11762	3813	6884	15128	5552	10575	9484	3848	2988	12708	17342	5145	18080	413	3459	1116
8262	13715	1686	18926	8190	10722	4965	1320	10581	17243	6027	5762	11488	16388	6924	5470	15921	7878
16773	12899	12874	18432	988	11600	11491	9101	15378	18121	8700	10662	6434	14053	17406	6519	17715	35
4746	16978	16268	11527	15560	14879	9828	637	12183	2310	8951	15913	13149	11753	16481	13228	14271	2489
6173	3782	18700	4138	14173	11852	2329	13321	9485	11496	16487	225	181	1472	972	13509	7882	13364
7619	5364	13755	18297	15454	10974	7333	18145	6928	5271	8085	2397	8725	18847	6797	10764	5491	8548
8150	9814	6087	15	9582	2509	12520	2346	16412	16323	1646	18379	2714	6416	11074	13278	10247	13091
3410	1112	8247	3417	12930	7876	8435	2575	5305	17354	9306	14549	11027	8034	662	4541	10649	17700
17541	12630	16040	13891	2037	9987	2457	3414	441	12506	15023	17839	18756	11860	10610	4448	16666	8956
2707	1926	13829	15779	13280	12557	11197	1862	9075	11696	13119	477	11605	16822	5598	73	1440	268
16224	4136	957	8637	14019	15925	5558	7365	18668	15068	5182	1135	9402	4731	9135	11076	12197	7300
14432	16304	14253	12188	18957	6992	15700	14498	8066	2405	8113	9687	14480	15401	13808	14842	12731	17055
6548	945	15457	13295	6626	14475	2392	2989	7885	5044	5144	11082	104	4420	18196	8319	13099	13300
1783	15907	5981	3137	12662	10937	885	12938	11179	18527	16275	6108	17206	2755	997	16569	3311	18930
10532	2779	9723	10192	17930	2906	11796	17864	5579	5912	11489	17935	18199	16079	8688	908	2457	5063
523	2892	987	4022	9032	16909	5771	6629	8404	3936	3607	3526	15101	13535	7402	6710	9020	7623
10802	3971	17904	8151	12310	7612	17281	6746	8209	6758	10891	15690	3997	10989	4184	7149	2440	13571
10213	1406	4948	6874	10529	10879	14093	10912	10565	5387	17703	1754	16669	16024	11583	14390	17625	4355
472	3005	17437	11136	6807	1405	10027	1128	4281	15420	14361	18328	14213	3712	6098	11832	1859	5755
14916	4593	13122	1524	17942	4041	17667	192	2394	14374	13053	16093	18349	10871	18910	9160	17811	692
2616	18037	8771	15754	11240	11046	5700	15713	16591	11466	2118	10667	14907	14226	13857	14693	13282	4222
14259	2283	18052	310	4313	9997	4065	4443	6114	18227	16474	18887	5006	544	5850	12859	17574	15682
905	13169	6484	3503	18213	18551	7923	12903	12263	4134	1954	6028	18493	6094	7272	4853	12606	7125
3983	16350	12599	14058	13826	14220	149	8391	12824	12152	16169	6833	8044	16831	366	455	4306	5229
404	13536	937	2570	9996	5284	6732	18793	7870	3096	5368	8634	5692	9419	183	17218	8986	14108
10592	3844	13995	15574	1902	15869	11835	8838	7202	9665	15534	16997	1403	8328	18663	18408	13531	11948
17458	16727	16979	11019	17465	5938	13810	3757	10315	114	9851	10353	16004	5	10925	17791	2212	8754
8369	12602	9285	12615	14980	1613	5889	7709	2868	9368	8775	9461	3088	4940	9839	11905	733	3417
14515	18926	7202	1192	15313	10538	17476	3775	11352	17664	573	14045	6167	7657	2621	17984	1545	17986
10303	15822	13660	16093	47	13210	5156	5074	7578	3377	14666	5557	16870	1243	6670	17308	15547	10526
16788	13334	6460	17271	14776	6321	6331	333	13954	6511	6352	15156	6151	6061	136	6873	12081	18820
14956	18504	11915	6107	18159	1326	4476	9415	15981	2857	16059	16895	10830	18238	562	17635	11465	17881
6620	7064	13599	18943	12035	11117	10892	10528	9652	6564	14046	9021	6384	18519	4795	11046	18243	5698
10835	5966	13117	5845	18196	2480	6118	4927	9129	14518	14419	6674	12087	15725	15186	3821	2501	6637
2029	442	15503	3194	15641	4062	13776	15580	1218	10604	10201	6204	4665	3536	7557	4132	11029	5450
11322	5800	2337	11724	14673	16030	16965	2526	18168	2965	7516	13730	14659	1679	1363	2549	8805	10065
6502	2347	352	2840	459	17272	6644	8309	17842	902	13221	3471	16698	16410	3531	12367	11475	11768
16854	17031	8318	16783	15866	6337	7120	18847	15945	5292	16013	376	12171	16479	5991	7068	9865	14498
11482	1188	9270	3064	5760	9213	5085	1485	3826	4916	6411	17998	8601	13781	14619	6101	18321	3782
15376	5921	13252	11920	9569	12534	7819	18663	3807	4455	9383	2634	12888	13991	894	12077	15405	6198
9745	7104	7370	2988	3012	7297	11003	1781	8883	9580	209	2670	17956	7762	14937	4219	5424	2387
2848	6612	10391	16710	501	2422	8111	6711	11294	2824	13637	14982	632	15548	11178	11532	15502	5440
8542	9259	8545	16082	18312	876	3131	11287	4720	16313	2047	17104	1956	12294	7815	12886	442	10753
8060	3291	4550	5946	12478	16094	11507	7065	11150	13472	14810	11093	12609	4105	11456	14756	12347	543
749	16473	10776	5798	9775	7573	3055	15488	16136	13836	3596	6903	1954	11501	14351	8870	10877	8499
15403	11754	8106	13982	18472	13902	15374	5672	9667	8069	5532	9768	13464	4016	7124	10427	16323	5760
6130	14627	13568	9775	10759	10933	2486	13186	13485	10739	13136	12118	15670	17505	2334	5442	5971	10847
2763	1857	10757	10724	7098	14455	6430	7202	9381	16251	14451	18503	10491	14238	2652	10339	1918	4935
8210	7178	8809	14064	2139	3811	7479	7296	5867	7046	17118	8989	12141	10162	13451	3869	6945	5505
8067	14190	14357	5050	10241	9054	6380	14743	5565	8574	6361	14376	9098	4690	1614	11864	11072	2576
5731	976	401	8240	15889	2299	11316	9988	2869	18022	13557	13133	1275	11647	5034	2751	16394	2823
3948	1460	11254	13692	14595	3738	14674	10880	14347	8373	8875	6372	3032	4010	6820	3473	15014	5173
153	11020	4168	11991	12158	4488	17527	10288	10842	9773	18096	14775	11234	1746	16430	6651	6261	6786
7292	12131	12200	4526	8544	741	12849	7778	11829	14985	15086	6128	2745	6647	10819	1237	178	15759
12048	17270	2452	10253	17995	14600	10946	1349	18482	623	6996	2090	8686	11707	16009	17195	17664	8956
6632	15497	3901	11316	5962	12622	8515	3578	1126	12477	17163	6096	4144	6500	15490	4272	13872	3292
3881	16468	7301	16400	2093	14646	14153	16755	6906	5937	17646	10193	14706	12992	8761	13601	15321	1067
6232	8432	5975	18940	8675	18559	7275	8701	2642	8466	18607	1893	10163	9437	5655	177	33	869
1674	11789	16463	12187	878	2159	15731	17590	10924	15601	9746	14297	684	2440	4655	7298	13675	4552
3857	18392	18477	16445	16947	11043	14570	15505	7664	18754	1860	3370	64	18597	1724	12783	15220	10485
2752	15936	3241	15068	403	2700	10532	8936	11382	17635	13244	4606	17584	917	8534	6342	6578	328
8440	7099	5194	11025	8246	18248	11499	4962	18373	1471	7608	9725	5125	11730	9645	2598	5653	13169
592	5830	2187	4967	18001	9446	10908	6253	11734	10050	11343	7668	1622	18012	713	3245	14955	7204
13456	11903	9824	18384	6018	7495	12897	1403	8467	9955	7363	14288	9345	13186	6325	7298	12968	9733
17357	1520	9281	4296	8971	15318	17882	372	16864	13775	1801	6743	11343	12377	17970	310	4957	2451
11117	2526	18164	4473	4680	7008	13468	16413	12852	3904	8822	1249	5027	13493	2631	12147	7629	4491
13755	382	6632	14337	15426	2458	10989	4705	2175	16570	3380	4620	1314	12961	4106	558	5151	13260
8758	13991	8875	662	9028	13438	16725	5437	15122	10728	15552	14917	14122	5961	14110	12997	8922	13375
3230	4913	3621	13374	11785	7054	6205	12166	18919	5497	17325	12028	3612	11694	14989	18927	11154	8831
4128	785	4965	10130	8129	16526	8147	3167	1722	9521	2812	8863	13817	16106	2658	10283	13989	5756
3028	17667	1927	18947	3063	3889	10372	14536	6218	2392	7666	13597	5073	3454	16781	15851	4625	15509
18585	17487	15155	1064	9085	9902	5420	15728	18032	10959	5058	12995	13272	986	9649	10582	3317	1725
12381	25	16954	1281	18783	16135	17627	7641	15116	10909	17186	7151	7346	3250	4657	10970	12924	7109
12322	9484	1135	13526	14518	12478	2502	5854	14278	5279	18349	14699	6232	2789	3183	9412	13460	16949
8502	18198	5499	6609	10402	16328	15553	3384	887	17432	5654	12925	18306	9869	2077	13294	15666	2649
18590	9593	10939	8982	7273	10150	17159	7573	10622	2636	11051	12963	18096	10310	2851	16402	3098	3314
11313	14150	17444	6566	1261	17499	18913	2391	9248	10109	18784	5	11099	10760	10466	4458	9303	17519
16022	11527	14251	1415	11149	7707	13399	14373	10138	4032	8954	13757	6922	1139	17153	15771	18495	16306
2530	17204	12711	14776	16892	17139	2814	12288	2979	8886	11164	3782	12818	18594	5464	1568	2298	11957
3300	18456	9978	9539	4181	7928	17755	4728	13862	3799	9464	11081	2354	12213	3061	301	15233	15205
9078	3242	17266	6807	14212	1662	15603	9492	9313	14641	3531	4067	14009	2309	2803	9993	10258	4347
2470	17536	2513	17375	18917	14752	3099	18185	5314	7562	265	2716	2436	7776	15896	11394	5173	8024
8380	16272	12720	1459	7973	8739	12544	9967	841	17467	5022	5678	15751	6417	1065	280	3821	7262
11833	13461	8327	18730	10535	15444	10151	12609	14448	2725	12728	6261	3493	7014	916	6331	756	2366
12610	6938	2971	14326	7995	8417	14190	13986	8944	4757	1150	13711	6138	11440	3620	18617	16724	4379
1904	12493	6322	436	10603	15751	17158	657	8165	1298	5629	15816	9519	6840	13912	18688	17492	13074
2207	16041	17977	6281	14815	13693	7532	5563	9020	9627	10280	7698	1268	10958	11833	10861	1628	11849
18712	7813	13206	17855	17276	13682	4527	230	4110	4700	14116	11354	16951	8989	2485	10276	875	3563
18586	14468	4053	5575	4198	11573	8267	9278	10578	7857	3403	11601	15052	6308	1370	18245	5760	9247
8501	5202	14977	5106	17185	12380	7868	661	4731	7771	4872	833	17960	469	5863	18440	13203	17105
18610	7777	17078	15582	58	570	4078	15781	16754	16260	8316	174	16220	15661	9336	18134	17816	16703
2991	15318	16141	18534	9431	1448	16413	18521	15588	5976	990	10400	15885	15839	18946	379	3283	2223
2452	6958	13910	383	5247	16372	10988	373	12774	5332	3777	1031	10114	7860	17027	11885	2410	6617
4540	16384	15620	15413	5012	10250	7064	6232	3483	16483	15155	8097	1070	18061	10396	16544	16347	14995
7775	599	13017	14433	18535	7473	9646	12890	2431	9757	2055	8001	1338	5483	8252	11922	8806	10974
12572	14163	4913	4783	3181	7146	13169	10475	13325	10465	6746	2808	2406	12360	7864	265	6459	13759
7187	2368	10999	17858	3174	8259	17870	16095	15416	16264	1642	18109	16362	12552	8722	17060	5438	16852
16327	7263	17715	1178	2823	12890	2505	5807	12546	5562	17781	1968	1913	9865	4822	9252	11786	16874
18956	9958	4719	12737	9349	14944	1602	15051	9841	8538	17329	6792	12709	6179	9570	8154	4593	18858
8298	12662	9448	10445	6988	15082	380	1802	9778	2280	10484	9143	16054	18629	1990	10227	132	18006
5688	5755	3197	1819	7283	6790	12815	15726	11796	2127	12020	7772	12531	330	2335	5734	11868	9256
18818	15619	18067	8103	15508	5938	17193	3412	13452	11466	9057	8858	17756	16766	13903	10406	8375	12136
1516	7959	12414	8292	9947	5270	15496	14153	9488	10980	7839	9975	9343	16842	10344	6180	8739	3357
2603	13665	10921	10175	6960	11635	10392	2887	6875	6093	12492	8732	10670	2227	2079	13350	3486	13442
6956	16232	1021	6249	8872	1353	17003	17176	24	7101	18863	8401	8384	3667	7525	7290	8596	11969
13661	13267	14118	869	12896	16341	14727	10013	7320	3057	2699	15117	2068	14484	16290	5688	10232	17422
1319	16402	8486	12856	6994	4101	14283	7114	7485	9037	2819	16949	17777	9092	18347	6074	3222	15405
11009	1993	7901	10640	1662	18517	2640	1347	2003	415	12176	17213	18755	17748	11103	3396	3296	13888
10465	5340	13580	7471	15392	10343	4566	14603	18532	4231	7371	11126	16249	6511	16502	7950	12239	15031
3602	10165	1599	6446	11424	12187	6353	9144	15319	994	6462	11905	16240	4849	4683	17796	9820	14137
8218	7514	18461	16397	3797	2664	312	8502	13438	8565	14003	17291	15346	8120	7519	5261	17644	14417
36	4582	8145	14038	16245	10760	11615	13099	9342	16107	11789	10230	1831	1715	13202	3397	4719	4456
11479	10374	14529	6093	17057	1190	2830	5807	5728	7146	1143	6150	1022	4772	6329	3257	16238	17376
15155	17928	15048	4489	17238	15779	8485	9021	5595	9655	14992	441	11116	11598	1056	5183	13795	18894
14812	17577	15898	18296	9462	7685	11302	166	9815	11079	2721	15164	9140	8770	9539	8216	5490	8310
2977	12708	18632	17335	15624	14144	1375	241	4202	10346	1783	2270	11346	4094	6664	13318	16543	12437
12719	5058	4345	15045	9252	8582	17651	8697	14485	16403	14155	4039	16876	4333	12576	16838	8339	17945
13316	6268	10688	10401	7803	13327	14169	6519	5361	7203	10823	12380	6367	11518	4069	16171	2801	17180
11947	6368	7091	15141	5700	4936	1754	3335	10802	17415	7379	12854	8089	11972	5023	9109	50	6952
13712	10980	9812	10182	7518	522	13629	10019	3446	5045	14337	18558	11863	380	6861	6250	1673	14011
2917	14659	18369	17982	13704	9555	10868	15251	14636	14122	15364	18492	1420	3799	6836	13738	14382	171
12112	333	5432	17248	18902	13080	10385	6365	9043	536	685	6176	9076	10578	7681	17666	11855	18863
4917	1838	10002	3524	18181	16144	793	10548	14251	8506	4612	4145	3858	8987	10345	17260	426	10668
15475	17183	9316	3644	4562	12791	6369	5308	11950	13193	7246	1754	3743	6076	10185	3562	8506	370
12173	18169	7376	7517	9898	3709	12130	2924	8234	9578	16658	496	14238	826	2455	7259	4189	11424
12383	744	7284	15386	1073	1691	18782	4564	17470	12274	6507	3759	17310	8449	12565	10399	7465	13584
5937	17922	496	3133	8497	18739	7866	5738	10484	10282	1427	18467	18817	7852	2752	16792	12988	17102
18474	10398	1294	11039	2338	10335	3347	4316	2408	6259	1021	8056	16347	12527	15988	7814	7767	6619
17588	16225	13030	2785	17396	7348	11135	269	16331	9144	15181	17902	8536	16348	4137	1099	18883	18653
2208	6544	8491	18682	4363	15540	3652	11320	13281	7129	10560	4463	15584	15511	18530	9445	17301	18580
18693	1158	12445	12803	2932	8512	15919	3761	12057	16372	11937	8021	6539	5801	2006	17250	17536	4662
15911	17125	12396	8932	1164	14210	9272	18936	9224	6216	6303	5763	8733	2173	2209	8829	15412	15024
18007	8960	10819	9888	11839	8374	11217	3272	4588	7874	5412	5979	11387	3836	13028	1233	11935	12966
9103	9624	6951	3253	16371	9166	16648	6189	14766	8953	2570	13459	12525	5978	13970	13785	18788	7592
3531	1244	7600	1080	5873	2315	3153	3532	9466	2766	5423	13370	10574	12088	1410	15705	9045	4015
3988	4277	13180	4273	7115	10966	9899	5144	9739	3278	269	9808	13624	16423	15151	18361	2790	9467
5355	12271	7727	18468	435	12491	11825	1903	12088	8088	3130	8524	403	6242	10780	13745	4821	10046
8707	12762	16509	17341	1675	5946	196	8088	16318	5217	15970	18234	12821	1153	17842	7685	883	5019
11323	10923	16967	568	4004	9499	18695	17005	1803	13099	7787	8134	15736	6752	16653	16134	16352	8148
11742	8638	10218	10148	3521	7787	14462	386	2988	6403	4420	10276	7503	15527	1372	6520	6771	4941
6927	5127	281	12597	1162	584	6349	14990	1066	6857	10242	17947	7303	243	18428	12158	12397	4273
8251	10049	15121	8754	10954	1892	16800	16007	1458	16671	9395	1808	13555	17287	151	12918	5433	4233
13737	2979	14733	13797	8267	10603	12430	3244	4778	3709	14943	7229	13606	13708	8693	231	8276	14881
18504	14982	3643	13448	6745	8450	8547	14126	3108	6598	9894	3209	287	7690	10065	14489	17893	7965
17814	2010	9006	7816	14978	4899	4508	3747	9239	12453	1442	10727	6505	11403	10144	7209	17126	13947
12679	16571	2467	5950	4843	12893	6659	6888	3378	8287	14882	8413	4560	9681	18822	1672	15876	11292
2157	7129	16434	16360	11416	14620	17984	6156	7173	13492	10142	17	5523	16775	9181	15245	15717	18111
11288	12276	9127	7073	2166	14404	3447	9331	15159	566	5507	10522	16671	16625	14962	13590	8490	7768
1492	15699	14666	11229	5369	14429	13830	2164	9200	8544	8057	11156	1479	2988	12054	4287	15199	4260
7168	7704	7243	8064	7881	18801	7726	11900	18062	3159	18182	9184	6253	11215	17579	12777	6769	6086
9254	15588	11214	14515	5656	12215	675	7110	5305	11005	7714	12867	15697	18287	9107	4999	17668	9771
14749	10597	8280	7538	13551	3973	14466	17971	13497	15348	14181	2873	16634	18884	12806	9926	12382	18557
17251	6001	645	9655	3849	5206	830	8198	15994	10917	10348	14071	14365	4348	15032	4168	8266	13461
9584	6750	15021	17365	14879	16336	12366	676	10951	2920	13534	13241	10515	8533	1810	3841	3307	12949
3258	14682	8507	12573	2339	6255	15951	12204	17988	15172	17673	13624	7987	16463	12092	3254	6347	7311
2647	2287	8370	10511	5755	6982	5790	12220	2902	16126	3869	884	4216	10515	8023	15926	12149	4872
14685	1434	13765	14890	10714	1128	16343	8984	5034	860	11064	2677	5934	11925	3051	5492	9694	2884
4236	15620	18404	15594	3806	11468	9455	14611	12470	4586	3318	21	15186	11977	2369	16009	782	2224
6494	16874	3566	2373	2234	11087	681	737	13846	7482	6420	1496	12500	18886	6223	12926	8277	2505
7977	9899	8740	11120	10425	1815	10114	17993	14339	10449	1439	12884	819	13099	13847	13406	4704	6684
2611	15547	15967	7996	464	9546	1335	8025	10494	14890	10507	3695	7765	3275	3497	1948	50	314
