0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
2033	9005	3475	6969	2591	13175	345	12978	1972	5404	4360	9862	244	2045	11921	4795	9883	10011	13098	6998	8185	9099
6575	502	10104	9866	10863	11950	453	5782	3880	4299	6276	8959	1359	10739	2658	4316	2941	3351	5018	10146	11501	4424
3865	9063	4743	6213	5548	10538	10878	2618	3418	6203	4574	10253	1584	6763	7040	7651	4828	12792	9890	13307	9577	9078
1649	1097	7374	11489	11012	4083	8031	1204	7694	4716	11784	10947	3226	1498	7727	804	7976	5365	3316	8178	6261	8763
11786	8662	5465	8367	12552	10381	2196	8131	11479	5588	860	2171	1210	5720	5521	13232	2041	8121	12709	8101	904	12824
5674	9487	11954	8125	1949	5478	11028	6175	7524	6681	12260	2122	5570	12786	11956	6871	208	5889	11593	5643	9871	6723
4815	3994	6868	1252	6127	2799	9455	6055	6790	10232	1212	11447	7057	7470	3286	4373	12579	13132	2728	12768	12438	12477
4601	2838	10147	6562	8798	10044	2320	11999	11406	8150	11601	9111	10908	167	7999	10537	12308	5965	3372	61	485	698
4746	1405	7286	4399	1148	11059	12036	12275	7342	5061	3864	8653	3847	12096	10028	8907	11424	5732	8213	8711	4046	10680
8841	7196	5073	1650	8411	7363	4382	11655	2053	12819	4550	4392	12011	9334	1196	10349	9442	7603	6502	12271	5581	4893
521	9374	7244	11808	3773	6291	284	2058	1171	5320	9258	7265	9263	4154	2279	11587	4689	5703	7313	7009	5053	4904
9213	7496	13350	10845	11492	2871	5823	3533	2044	12168	7970	7732	12503	6440	884	13237	6538	9542	8617	8028	8554	3076
8152	6844	13044	11806	7662	9928	1748	13014	6658	5530	8314	322	4058	9558	11143	5910	2930	5543	3619	10061	9976	7294
341	10342	738	679	4871	12221	7350	266	1225	9995	12648	10040	9420	12170	9123	6813	5321	5153	9660	4075	766	8549
3439	9116	4693	12867	12160	4614	3635	2536	8523	7989	12207	5326	11839	12125	2945	8051	11961	1855	11059	6253	6372	4028
13183	10501	8033	9550	509	13074	9168	9129	1198	7472	7685	6236	12209	10097	2548	12986	1402	3738	3240	8491	5756	6293
10561	7509	3136	11945	1821	10906	4369	4213	4734	3789	7722	6912	10736	8533	3528	4039	1162	9313	8333	12499	4745	1473
2463	11026	1187	2597	8401	4875	9550	1890	27	2480	12560	13226	9464	11895	9795	11156	9031	3115	8937	9451	10137	1649
6606	4202	10332	2286	6348	9219	2347	13260	9345	1577	13254	6807	5661	10706	9481	4918	4959	1021	8830	11671	7938	6410
3031	4840	947	5659	2157	12781	3649	10414	247	2646	12402	12411	1237	12594	2755	2705	1833	12872	7760	6470	3258	8402
12099	9915	11028	6859	5185	233	9382	5829	7172	3163	2917	3675	1080	7386	13255	5388	5343	4855	39	6221	10284	2945
11195	7047	2506	5952	5959	11735	374	7313	1594	12643	10025	7927	4604	12173	7547	8393	4745	2987	11061	10227	9641	6558
10218	7742	8272	10102	12870	12777	5692	10814	6534	2833	1063	4140	330	2754	11410	5734	8882	7958	502	736	8011	13183
13265	2615	1027	11057	225	12474	12168	12395	3468	4132	7805	8104	3504	2523	8531	11648	1023	6659	5475	1383	10371	7484
8647	201	13266	3517	12591	8038	5201	5975	3136	13075	2676	9788	1213	8528	8099	10455	2607	11249	784	6061	11791	10511
7133	12692	437	5075	6956	5375	2501	7819	1675	2735	7972	11164	8907	7664	11302	6330	747	2317	3280	4489	8219	5889
505	1683	3403	1843	13162	11638	4387	12814	8228	12632	3947	7552	12328	4989	7148	7492	1669	790	9332	6301	6431	11687
12355	10102	6461	4467	6982	4936	11724	10176	6090	924	1900	3215	3595	4098	5449	7854	10670	826	5981	13339	508	7238
4174	199	1676	7822	2483	7209	11262	5257	5412	2865	3516	6145	2553	8731	11201	8380	3842	3953	8964	473	6723	13312
2651	5208	12875	8348	1384	11666	9725	3236	8395	8612	7817	8246	533	3097	3591	4418	3228	10635	4814	3177	12092	11735
4023	9580	13227	4955	8599	8114	1326	8091	3705	9682	6212	9056	8299	11393	7582	12987	4719	3443	1914	13031	3128	8014
7438	1625	10122	12301	13175	4266	5026	5928	7086	6653	10206	6124	4462	2176	3731	4613	3581	9705	3505	7469	471	7040
11503	837	6301	4329	1278	11786	943	11797	2392	3025	3113	10958	4442	2543	12009	2147	8035	9542	8064	10524	273	2591
10497	9666	11347	9523	9171	12344	5435	6883	9286	831	11799	1551	7690	7462	4467	8875	393	6324	4719	9720	7364	12122
7396	6112	2564	9834	11648	13192	5581	1182	6186	3947	9224	7335	13050	5473	4994	11767	3514	714	3764	11209	8077	3231
9958	6209	12188	7641	10992	7745	10632	3116	6788	5992	433	10583	3317	7776	9437	5971	12260	4672	10046	10878	859	9226
9184	11660	7130	7316	1908	1879	9914	7066	13178	7258	10672	8091	6586	9626	12357	11074	8037	1490	12492	1780	10929	6850
8018	12142	11886	8875	9175	10545	11533	7398	9184	3922	1582	6174	11803	4251	7137	12445	5618	6183	8013	12206	8460	8560
1632	4586	6504	3191	4068	5962	9995	10303	7187	7205	11131	12351	10784	4820	3637	573	4325	1973	858	3036	6249	4502
9298	10058	573	1727	556	1733	8669	8030	7528	446	7943	1184	5740	12491	445	7647	12184	2683	5967	11876	12021	4412
8871	12281	7221	11970	3520	4704	298	11580	614	4052	9906	6479	7691	361	5670	569	10372	8846	12052	9942	1998	8921
10120	6594	8273	1359	7941	9962	1790	12463	5582	6773	4181	10433	681	24	10283	12374	3415	974	981	3598	11838	9983
9571	6231	4535	10795	2171	2969	5081	13004	11468	9179	2742	5107	9129	12347	826	1882	4625	12499	6958	9096	5522	1268
7813	8054	7201	2583	11826	4280	5552	5222	11276	11754	10560	12792	9781	8223	2030	5866	10733	8465	12052	5053	7004	10854
11052	9632	2657	2692	400	12353	5884	10411	616	12197	12121	3742	1696	10192	12508	6910	10338	10671	2586	8627	4801	5393
12630	6369	11719	4365	2224	7444	6426	6457	3950	308	8514	98	4559	7127	11420	1124	5123	12197	11847	8874	5211	10788
11540	7774	5058	1385	10894	797	4816	6103	610	13134	935	6926	4333	3986	909	4864	8164	1227	3715	639	13068	12100
11489	11859	7645	281	8060	2182	947	1533	8120	3232	11984	7869	12891	1377	3884	8182	3028	11521	2244	4373	3274	1852
5482	6514	7737	7744	2235	6544	8203	3457	9608	3346	6904	5809	1128	7209	3590	1377	11723	6501	1012	7487	11171	12694
511	1688	7329	3012	7801	2850	10054	4725	9308	6890	1549	1691	6248	932	11288	1619	5262	7012	11907	2593	382	12125
5248	214	11803	10807	4832	6250	1427	7604	3083	7734	8717	400	2659	7010	1217	1900	1546	6622	813	2738	5293	2075
4033	957	1534	110	10633	6318	12128	11613	11814	3184	7167	854	8343	5761	13052	11003	11249	3956	8216	123	9106	2833
258	12019	2341	11889	2507	8170	7128	11751	2840	10721	3654	1738	13006	7401	253	11659	6985	10222	7172	5733	8902	3384
4031	2624	13079	5429	7896	4349	11330	12885	8792	9628	10303	3424	1773	4166	9028	7499	2982	6137	8324	3989	2038	8366
8594	9449	5234	10487	4331	7869	8067	3397	10155	738	6676	12018	12375	12276	1719	1784	8330	7478	6585	3966	5496	341
13209	3789	5167	3760	8243	11783	1068	8577	12669	5437	8947	4708	8101	3177	2161	5692	8075	4915	2068	6880	9209	8149
12345	10430	8218	2106	11815	4783	633	12592	2725	12138	6153	5530	3282	793	7929	2717	9018	8116	3453	12940	5909	2740
2145	1864	1367	13237	10229	3379	12502	4874	5957	2366	2128	11271	7436	8422	10034	2473	8468	2550	1407	8866	3304	10131
3558	1258	8651	4069	12870	10714	6316	11642	10715	3579	4773	5725	8916	3047	11453	2055	9335	5681	489	10234	5329	6442
2825	10729	8084	11874	6241	7373	4850	2607	11506	12382	1692	1505	6718	758	8953	6734	2889	4726	2161	11788	11845	1116
9451	5875	494	6552	3504	1295	4160	1132	9038	1983	12094	1804	10455	3845	416	8474	5903	11947	5942	91	1435	4932
5746	3189	2625	4808	8488	12310	706	1070	8464	2100	10391	11827	5928	3954	10265	234	10982	5998	543	4553	2999	8222
4783	12032	2113	7355	2455	3309	4907	7354	1563	10845	4837	2044	3304	3899	4569	10710	12501	5562	2770	3289	8743	8938
3590	12775	973	10956	6694	9271	8229	10538	7178	447	6596	620	2844	3880	10010	12306	147	3243	11878	9377	6546	11133
1336	12285	2774	12162	5819	7787	3926	1299	4497	4497	1282	2231	5613	11942	5373	4349	6625	13057	8978	1749	3231	8278
9583	5009	6515	10380	1569	3261	12734	13318	4941	3491	4748	3199	9205	4560	8433	6311	7797	9898	3458	11415	7113	8524
12306	4510	5432	11176	11585	2036	2202	4270	7031	4425	1518	7985	7651	4445	8881	6658	3760	11325	3990	357	9816	13241
2776	3829	8662	6594	6618	10019	4679	12993	1254	6622	13189	9389	6257	516	5282	6260	742	2961	3058	10362	5952	6972
6331	1828	4149	5011	3678	7645	11861	10676	3475	7981	184	4034	10874	8068	8304	13308	7109	6978	1708	10172	1353	6837
10611	2906	2957	10891	4927	12943	5894	1963	7567	7070	13176	2931	5090	9470	7436	2129	2879	13044	4880	10935	358	7795
7047	4979	10112	8861	7871	5731	11656	5126	8741	4114	1327	13278	12852	2726	8119	5388	9288	3319	3270	10123	5117	10646
12340	10117	3970	4505	6432	1308	8911	4792	4237	3086	2673	11640	8715	1610	1738	3857	3173	2069	970	5046	2688	1387
11356	11444	1352	7888	12633	5833	12906	13350	5907	13298	9673	10786	2497	1832	3802	10111	11180	4018	10025	5108	9206	10935
6458	9578	6940	9534	17	10840	8962	12803	8496	4575	2535	3635	6557	101	4747	5779	11052	7795	3897	3141	9916	819
8431	9764	173	2547	6343	7519	6999	9259	11640	2089	6213	972	5161	9722	4390	5396	6310	3884	11934	9766	8176	3496
11704	12243	4368	2580	6156	2868	635	2499	9378	12120	10481	7863	1157	12273	9655	5048	3836	2903	709	10504	4820	4378
11993	3667	2620	2822	13327	1314	962	4787	3400	5023	1235	7144	9629	11367	6648	8337	7645	4974	9664	369	8558	4599
11398	2085	4173	12818	11487	11571	2281	10596	645	6659	12105	3286	12144	13179	2686	12641	13011	12665	10678	10781	7854	8614
4807	6797	6365	4371	10107	9499	11238	3015	721	3839	4141	11122	566	3503	5488	6602	2626	4367	4834	3763	2209	4894
1002	2240	69	7411	4749	11595	585	2953	5195	3043	233	8399	12215	5108	11175	5914	12424	7840	3432	11726	11583	12565
8838	11003	4278	11295	3017	6433	10114	4215	3644	7387	9704	4753	11105	13097	1100	12957	7074	2337	2152	9849	333	6175
12874	6415	4963	11315	185	12489	7943	5373	1536	13228	2587	6117	9132	10961	2753	5675	8904	4296	10624	5541	6841	9790
7589	971	977	4307	8602	11993	7705	5731	11976	999	10710	2114	10727	2777	3731	10940	10494	9500	11291	4351	12195	3464
8040	12197	772	7784	221	4813	8765	3144	3484	10145	1815	2146	7302	4602	12504	2337	11254	10441	1898	5469	1449	3826
12532	6511	10200	6799	7461	12727	5436	10551	11697	4292	2189	2630	13061	640	7755	45	3549	7251	8539	8732	11753	9828
12201	6015	7207	7217	6013	1802	4222	7873	3729	1748	10623	3031	816	6956	2553	11394	13049	6593	2713	9047	7630	1475
12353	12487	313	756	4933	6387	7112	5472	12750	12824	10064	11689	7997	7486	3178	8871	10815	12720	12640	7042	11376	9125
3797	7759	11889	5457	3158	7804	6563	5702	6812	809	10128	949	9564	12989	10202	6891	6770	1675	7724	3095	9966	9067
5435	7926	5853	3044	10240	10460	10	8825	5571	8064	1288	4921	6241	6701	8718	5655	9083	7754	6862	11511	13220	6341
989	7984	3524	6009	1812	13056	4940	10548	4464	12596	8845	11090	280	12575	1529	11033	5274	11699	9544	2618	6960	1976
4991	10940	1730	12476	5969	7788	9976	9453	5027	6106	6696	2703	10615	7943	47	7901	12769	11971	9566	6471	95	7497
5935	11712	11871	12591	11527	10286	2867	5117	826	11391	4868	2608	4581	8137	334	5850	1909	2998	2739	12197	11222	10069
10407	1887	11360	221	5408	8242	10760	8379	6780	3469	3470	11439	11637	6139	2370	11841	8937	6288	11969	5039	132	9301
7464	3920	4977	12726	9456	3789	3107	1609	5605	3113	3923	85	3476	1430	7903	13037	11043	2565	7549	4679	172	1315
4829	1376	2975	5480	5461	9890	9439	9075	9421	12157	3657	5469	7106	8755	4161	2055	74	1523	1538	7940	4853	7176
7959	13159	9622	5675	13035	315	8769	1890	12555	2311	8253	7134	632	4800	13049	12869	6836	7141	12471	8304	3667	1718
8791	6188	12136	1250	5321	11782	7050	11912	5714	2632	6001	4330	12838	1170	4651	13105	5947	5635	4791	9521	8190	5248
12271	3334	10611	12779	7778	5150	4645	7659	3334	4434	12554	6293	11699	85	12454	6464	13316	1538	6942	13038	1273	1031
3794	5777	2844	11765	8651	12514	3917	9592	12879	2134	8971	9307	10148	2793	5018	11154	1792	6870	4807	13135	8423	193
5360	11551	12419	86	8804	583	8399	2248	11463	1302	12819	5743	6050	10614	4628	3403	9393	1023	12378	5399	1019	10338
4285	12174	11629	8540	11201	3374	13172	3767	8903	8941	8396	2576	6290	1209	2893	9051	4104	789	8195	1931	3577	6775
7322	2652	2069	3723	3881	10072	3452	2296	9448	6290	7406	5208	5726	2048	3942	1237	9676	11870	2152	7759	6856	10223
5194	6482	434	2843	10932	5286	12578	7346	5726	5592	842	5008	11313	10127	2651	13050	10725	8236	2523	7203	9985	12086
72	3461	2864	812	12047	3336	2698	12645	1413	8693	2171	11201	8212	8955	4242	6293	3855	5715	6501	1453	4697	12315
8505	10793	2729	393	2243	1648	1434	1299	443	10015	11960	7999	9465	2899	6501	10435	2080	9536	7819	6603	3629	6841
10040	6990	5059	2567	2150	5329	11013	7740	9800	5122	5952	13305	10087	2324	11863	6074	7693	10168	2184	7521	8011	1790
5182	8779	4258	10725	3982	10546	10433	958	8639	1239	661	9368	10550	1068	2058	5425	10627	6047	6295	10229	8359	3704
4072	5000	5659	1484	1235	4231	109	402	1059	8679	12463	889	12265	11476	321	1648	5431	10885	11550	10205	3218	3783
11334	11705	2228	7919	625	12510	4413	13100	6884	5495	7691	9586	2900	10630	6931	483	5766	7635	10331	11002	1981	2440
2321	12433	1296	4757	4967	3529	12975	5505	12690	548	625	7430	5849	3587	1650	11847	5453	8780	11074	9088	1500	12337
11394	1228	11389	3	1613	6685	9368	8698	3070	6491	7129	13157	10350	6407	9684	9430	5788	5592	11883	3043	2982	12471
12592	4310	1971	11159	12530	3133	495	6147	2149	10848	5861	9063	9220	2358	5684	9479	5489	7340	127	12465	9499	6252
12320	11688	3196	4504	12612	13234	13219	4758	12443	3353	3969	448	6673	316	7882	2436	72	2683	3938	10250	9867	11331
9414	858	5641	477	1631	10776	6568	9462	11634	533	5338	6325	5936	1253	9280	6835	11691	6462	10858	2281	1683	2203
6561	4889	1606	4060	5384	8186	9110	1602	8026	9989	5401	6394	13032	2927	8135	6442	2334	2855	5225	10272	12638	10808
13106	6016	6684	4740	10714	4006	11804	2536	507	10477	9901	6578	11241	9863	2898	12256	7243	9739	4750	8888	8951	12191
5686	9500	10412	1616	12222	11256	4966	10414	10426	8065	1575	8787	10060	7330	4323	595	7935	5484	1621	10145	10511	494
729	10072	3079	619	12010	8402	10910	9791	7729	7671	3984	2263	4192	6114	12354	1184	13112	1910	9710	3947	4425	2983
7517	7597	8120	3410	2060	1628	3586	9941	6482	7310	13237	8111	7026	2746	8155	11563	2414	5829	3017	9846	5920	12346
1396	12668	4749	4920	5767	2046	11060	11312	10591	8413	11158	9869	9590	1216	2902	5811	2956	1289	8454	9678	5775	6017
12912	13231	7934	5994	7811	5234	719	3003	12520	8354	10131	3484	10236	47	10002	4296	7649	8288	10422	4748	6652	5807
11458	5415	2350	152	11733	7666	3108	2233	6742	13050	2319	11625	10638	11351	2736	6293	8475	11628	13005	2844	3766	1862
8439	2660	10076	9119	12381	13226	7561	6543	11991	1235	2623	7595	8029	8520	10415	8820	227	6995	10188	1432	1153	2758
7014	7656	1909	6812	11583	1879	2815	11951	4860	10501	6679	8890	3790	5511	6856	4773	7638	11015	6286	7054	6869	12930
7566	210	3972	13165	10564	1163	1383	8678	11415	9312	6531	7029	10364	13047	11949	6374	10761	2213	3090	881	7877	5307
11911	5048	2261	9390	275	11317	13053	6182	4041	8379	7002	7869	3405	8472	1682	12638	4334	10246	11717	8229	5885	13127
7143	6361	9022	9200	13062	11291	8649	2631	49	4498	3693	7047	5584	10086	5977	12819	11958	5805	1857	12855	581	12828
3755	2767	9043	2082	2730	1014	13048	11643	10513	13233	4525	7555	2256	2939	3815	5446	3191	11925	224	11050	4838	11947
4312	1575	8117	12833	6815	7243	6207	4100	5963	3404	1091	6461	6441	4511	4706	4750	4902	2781	180	4100	10412	9583
5228	13072	2948	4926	6189	1220	12115	1929	9994	4993	184	1956	4127	1048	2882	12819	6511	1134	5278	8486	1868	6439
11798	7074	10214	8882	8404	12346	10694	2526	5222	1619	2625	8201	10676	1270	5799	12176	10334	5592	180	1341	7357	3601
13208	7241	5122	11509	3479	6957	4491	1692	5162	7470	5889	12137	12488	11700	2733	1691	5601	4536	5136	6271	5075	6632
565	3648	4785	11431	8980	3660	8715	8311	12259	12516	3737	8245	12444	3775	100	9694	5709	6383	3220	9805	11491	8324
9670	11425	11619	7452	5725	9630	768	1902	916	1860	5301	4224	10910	13092	13205	1079	1760	6082	4509	759	10832	2876
8540	7788	9891	1914	3525	5003	732	6794	12146	12092	11483	7321	11808	6929	5966	11459	9094	10974	10002	8422	8326	12488
12019	9765	7143	4063	2977	2507	2136	13186	12654	4274	5896	4694	11559	11876	2451	11465	12446	3557	8128	1956	433	4928
12702	819	627	10887	4929	10211	5209	948	7388	9361	2131	9685	6019	5433	5361	7835	7235	7664	8392	8013	3515	4101
7540	5906	2033	417	5197	3906	2010	2321	9886	12310	7597	7373	6356	5447	4887	5711	5947	7162	8966	6556	7164	10837
9162	6846	6294	882	261	11810	1847	748	7945	3914	10803	5079	12212	10528	640	7523	6509	12845	11136	3814	7357	511
12553	8041	2747	2277	2573	5234	10186	10629	1043	7901	3846	2258	10853	3212	2598	12902	11169	8700	9197	4265	1047	4669
5839	3778	8498	6074	8424	1672	4695	11118	9391	5657	10493	3893	7343	13017	8851	7202	3875	5240	12143	6203	5986	204
7808	11564	91	9282	1930	12833	8627	8263	11380	9221	9958	2585	1337	13173	4168	11265	11697	3707	7823	9859	10232	10917
729	9472	11529	6216	5163	9069	3329	10313	2620	5344	3081	1830	3786	13095	4125	1460	4644	10569	11312	1663	8335	13029
6368	10332	10425	10329	1519	5837	6115	11951	6260	10884	2093	8977	11172	2764	2719	11690	5092	491	3806	3763	10958	8484
1775	9446	11149	2161	12856	6707	6010	1725	60	318	3174	8324	845	13293	2037	6547	3927	5840	13125	4842	2303	12951
5978	4803	5641	12505	4249	2244	399	1620	1228	13207	7645	3332	9285	978	13117	101	11336	1421	234	5050	11711	13034
8772	3193	198	9003	3176	12335	9755	12270	5678	8841	762	999	3292	6083	7199	8620	384	11298	6728	8967	3497	5493
4451	5726	10393	6751	5242	11513	5386	6901	3943	3099	13227	12092	11558	2595	2786	4306	10645	8451	11180	12535	2455	10615
6885	885	5251	333	2716	2987	6634	1489	2854	8427	6099	7159	4039	4239	11587	6358	4381	10466	10876	8713	9636	9066
9454	11003	13089	12976	2915	105	9645	8933	7643	1318	7566	9939	1687	1782	9702	4025	6539	426	9301	10817	12650	10576
2207	4877	11338	947	8455	5580	8534	9522	1861	12886	1523	3227	11883	3152	2237	2505	12398	1792	4636	9898	6706	7089
11027	6266	3409	8890	8197	9627	11455	1376	1188	11282	3111	12699	11149	1001	10891	4415	9935	11394	3147	10921	1166	4983
1443	3723	11060	9639	11331	10077	7496	3632	3475	6615	9061	8886	3635	1584	2833	8348	6944	6256	3158	6683	8900	3597
3999	5512	696	12641	6643	1938	1011	1179	413	8338	9940	7128	6437	1333	12763	4574	3502	12317	1592	4057	11025	4588
10802	519	4682	1960	6092	11915	11275	1117	2575	10397	12825	12071	2155	7476	8360	7372	3099	2253	7903	1477	575	11670
1754	2778	111	4520	11016	4019	1624	5528	467	9176	6307	5643	11389	9379	9464	8276	12950	6739	5745	2381	4328	10836
2614	5392	7407	11186	11554	12746	9357	6194	6660	2195	717	3428	2115	6057	8797	12512	1172	3498	1080	11914	3097	8576
2217	11574	13213	10308	4980	11795	11475	12194	5302	11081	7620	989	7754	3421	1189	11455	5498	4826	4159	12035	12668	6611
1440	2581	10895	11766	7004	3839	7896	7528	9573	10367	4471	1945	2116	6090	9364	9613	459	5875	4570	5882	3646	4935
2295	11522	9220	12425	344	6016	12448	3472	8461	136	9028	7957	5694	8818	4791	10712	5278	11321	7987	9137	3286	10255
6335	4382	8414	7063	4414	9720	12810	12250	1055	7013	5513	9960	6315	6718	4169	1515	11594	9117	12341	10560	7466	7705
9982	3498	7340	5346	199	3827	3996	11424	7434	5899	10870	6189	2624	12918	1517	2176	121	767	11793	9072	6012	9014
3717	11757	8325	11375	12156	7514	2279	9421	4407	2208	10056	3978	5634	10828	7898	2968	12511	11956	6974	10861	10379	10019
8027	10843	4204	2687	3307	4050	3266	1718	6498	12383	9254	114	988	33	12628	10608	8409	396	8325	350	8483	10229
9025	11966	1100	11049	3961	11997	4782	11655	933	10639	1009	2474	6903	12722	5036	9933	4914	1262	11335	2622	8434	2614
5682	1838	12996	10023	12604	9393	6896	7523	7419	3805	4175	4358	3881	6655	705	5387	4958	11387	12010	13297	9876	1338
6568	7613	7133	7312	9881	7389	12546	1899	2519	10346	12919	12251	1618	4576	2752	7857	3337	7111	651	11892	12577	3796
1982	7511	2861	4391	240	7537	11409	10421	5403	1731	5313	8912	8492	9102	4364	7028	751	11843	883	4437	359	3230
3684	7873	11380	8103	9455	13165	11086	3215	6758	5809	11004	11883	10712	3419	5785	3058	10616	1259	11070	5412	4300	6848
3983	12064	8702	8012	4367	11545	4152	6373	12957	2687	1706	7681	8767	7709	10975	7474	2449	2731	4162	4361	10550	11418
11244	12617	10113	11744	6223	9840	9592	12081	2751	9911	8243	2579	7944	12554	2135	1550	916	1773	4664	5760	10901	11921
11343	10625	9176	11843	8851	259	13016	13109	12638	10807	3380	10968	1827	11771	11034	6368	7031	4385	2400	4779	10468	7076
9235	6569	2306	13030	1484	11425	6572	6760	2366	10056	196	8487	7731	9515	11029	12312	10599	12923	8039	11435	6402	3053
6407	12425	2021	1822	10499	12528	2464	8561	1620	1736	2763	11694	3568	1341	9414	927	9911	13259	1225	5314	2598	2140
6185	1786	11669	8292	7746	4701	3590	11691	7543	4005	9292	4774	1305	9895	10388	11915	88	3118	2842	10781	12423	10131
305	11518	11434	2966	12821	6251	7036	6517	8056	11505	382	8488	8512	10353	8996	1666	2663	7560	11895	447	1816	9893
6995	10258	7716	4194	6075	11630	3197	4089	6619	12850	9997	11737	7082	10812	4960	5687	4161	8391	4656	692	12827	1742
8452	2333	8324	9021	7272	10225	11354	9105	12531	7588	8449	7939	3882	2753	1807	11792	3124	4254	12609	308	10257	1520
8918	1552	4237	571	770	11875	8892	3572	4018	5079	4937	9270	6851	6912	1413	436	9187	10033	10541	5262	7046	2582
2607	2	10046	857	6928	7899	10045	12345	2364	7148	4339	11326	3857	11296	9041	11978	11840	12136	12147	9258	9302	5023
2541	12579	13170	3942	9483	11876	11038	11778	10986	10612	6570	7101	3288	12129	8758	9864	9138	10327	13087	80	8210	6770
10929	4194	12767	3804	3120	1915	2038	2038	4196	7207	1860	8821	10172	6277	12773	8026	6169	4638	5448	9332	1712	9876
3510	7679	1944	918	5318	10876	1960	1650	369	12313	11809	11403	1243	6759	6244	6720	12050	10224	6194	12876	9404	8744
6969	7796	122	11113	1193	682	1870	6340	3101	12643	12929	11104	4794	12996	1177	2912	5129	9901	3114	13212	1779	4254
11388	7998	5020	4908	13157	1379	3196	5743	9856	451	13007	1012	1478	4319	10956	4735	6854	10901	4365	3928	7108	2449
6473	6007	9076	12547	1489	247	7341	606	6014	11952	496	129	1602	6511	3899	3035	3793	1314	9747	3144	3667	3941
11611	13207	11469	1113	5435	5322	11719	3250	3284	4905	13242	7639	6450	2808	8846	3773	4254	2063	856	6488	6285	10791
1122	12072	7011	4549	3534	7064	13336	10947	9355	9781	8796	4563	3187	2316	7963	12412	1354	4381	3600	3875	13158	5649
2554	238	10254	7509	6653	12005	2407	10805	7488	7611	240	2638	7610	4494	9888	9353	9677	11089	9952	10052	1963	7650
7129	8365	5652	11286	3322	3448	8250	263	9525	7346	12336	10758	3401	12892	5113	6387	812	7912	320	4581	6291	4946
2343	11329	7843	755	1331	1112	10651	7697	9375	1838	1091	7123	3546	5712	2308	4467	6042	1077	10323	4364	11886	9525
13088	13319	6719	5741	11531	4183	3379	2912	1289	10814	2509	2950	731	1807	7357	5158	12420	9709	11770	4540	9344	3065
10712	7315	13018	7621	7302	11835	1529	3189	8870	9539	1253	6672	12050	5241	12458	13265	11814	6669	10270	5277	3850	6656
11316	2553	2214	7088	6029	4948	5648	3899	5249	10196	4747	6737	1150	4909	12560	6636	8473	5099	12508	11663	1468	11461
4896	2822	3863	10831	701	12208	11572	964	2067	4828	13067	229	5883	11529	6403	577	6495	7043	12580	6913	1504	2999
9521	4623	7611	2422	707	10967	2076	1441	4777	580	7107	4688	10509	11197	6013	11401	12982	12907	12983	12650	332	5887
9969	6937	2650	11468	770	2404	10945	10024	8967	8111	8810	11721	6225	1259	12934	9311	5526	9604	5669	1034	2238	8324
7478	3745	322	1814	6815	3286	6586	10283	3976	11708	8111	7164	5271	11070	12127	359	7365	7758	10738	7634	6389	9914
1411	9229	3961	393	12935	7620	12864	3061	11199	1674	6404	9035	4912	4466	1025	11669	12114	4563	5073	8	3308	1200
4826	728	4122	2482	3349	9240	2821	11349	2287	5053	4152	2001	5037	1987	1396	740	11711	7980	3688	6085	11646	66
10635	166	7199	12328	6804	9333	1151	12392	12128	4676	10064	3085	6278	9917	1598	1344	4301	6110	4222	8313	9633	8489
6664	3999	4006	12153	330	5751	4925	6753	9394	1842	3211	9343	1584	4160	9453	9764	10866	12524	808	1715	8981	2886
1735	2495	1531	3531	7096	2588	11597	5612	3452	2919	6209	6119	2583	12222	8652	12673	3845	7944	7207	5130	1907	9418
9970	10755	2641	2468	6613	10298	3312	10808	7447	10294	1714	11007	8002	13229	9212	6963	2208	9883	7181	4683	313	11729
5087	1537	12148	11514	8281	9953	7674	5448	11212	366	13060	5145	12757	7306	5923	5626	4510	2947	3701	5296	1985	4024
12557	5318	6366	4629	9187	2146	9306	1512	5456	12610	7843	6133	10417	9265	1387	5143	80	8010	4096	1454	9539	11081
2424	883	6205	4089	4582	5208	6680	3412	12111	3458	4755	11861	439	1946	8202	9113	6813	9136	7564	9262	6480	12204
10462	12466	10070	8779	3432	9478	12027	8358	11030	4474	4317	82	9210	12216	9134	4766	9402	5345	8664	2664	12945	3632
7325	8624	6639	10482	4213	5428	11138	9770	12319	945	7455	7675	11767	5028	10841	6686	8862	10269	11321	11656	1916	7165
7628	13194	4976	8702	10418	4694	2969	8701	9770	7844	1911	5558	1082	8135	8052	9152	9368	13175	11549	12139	4278	382
11633	744	11088	3417	511	11805	12891	2580	158	4220	4334	392	1146	3811	11683	11692	9002	9919	4508	1189	11836	5053
2621	1024	10534	2654	7996	6357	7146	11809	12982	4793	1832	763	7448	12509	3373	1285	1055	4802	10639	8915	6354	6910
3525	3793	2722	2127	6310	10082	10744	329	6982	11851	9747	11334	12936	12600	12459	3589	285	2181	8471	3549	1582	1176
6840	1497	9784	798	7833	11297	9836	1748	1587	10711	8580	4623	5051	13205	3495	9144	6746	3992	2753	8080	10034	8820
10561	7523	4385	11180	5968	2989	315	13266	13288	12826	12795	13003	866	5893	9792	10558	2728	6577	7502	7789	10730	3476
7691	4335	3737	1371	9787	5431	8565	6731	11096	11061	12232	8342	7717	8738	4790	5024	7900	11462	7148	8400	1237	7588
