0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
16805	1829	8548	14225	2127	8099	19518	8960	14626	11957	6071	5522	6011	14545	8927	3	1876	15805	2729	5764	17030	7387	3314
1231	14425	10355	12018	8493	10491	5020	5527	11747	7960	4343	12461	11686	11488	2874	9945	4010	16253	10967	14863	3096	8127	2154
568	8567	19365	14145	296	2552	18378	16382	4290	11529	2779	17866	1834	18870	9542	10511	1959	11472	6383	3315	11456	3208	14289
6981	4734	1925	10748	2624	763	6393	431	11134	8341	19490	15324	18166	18301	11053	15130	4057	17987	3278	18545	8507	18968	6721
12798	18906	3024	15521	4498	19456	13832	1537	16422	10487	9405	13820	9270	14687	14040	16072	17505	19599	15874	10098	11568	19101	7485
5717	339	15703	7541	7156	14531	3677	2087	12244	6275	5007	15775	14313	18517	10204	12552	2143	14058	8718	10686	3145	14818	16204
18198	12125	15954	2742	13887	15348	16112	13909	9614	11545	1743	5958	5772	67	3559	6755	282	17987	2123	15149	7265	4854	948
2699	2216	3684	11023	16890	16986	9453	1837	10088	9764	18782	7656	19548	6928	14506	4205	6204	17284	14952	12031	11974	1055	13623
9268	7307	15921	13094	14706	10176	1423	8626	5550	12867	1141	863	2417	9142	10677	14353	11913	17263	14894	17822	12552	18676	10538
16354	2083	11924	5774	7743	9552	2766	12070	16332	10381	1191	10548	4403	17060	14426	17321	6732	13641	9614	17429	4204	15257	15045
6134	6859	19442	1827	7855	13858	2928	19084	6988	16102	5478	6049	14440	16462	10578	5966	16579	14958	1148	19542	11764	15051	11958
74	11974	3514	11226	8242	720	6767	16132	2676	1156	13036	8704	3267	10947	2254	19417	18148	390	4351	9156	1019	1060	9694
1768	8650	18332	1927	19010	779	17124	2039	1781	18763	12847	6119	3538	8149	15662	4661	15151	6859	18810	19121	9799	11087	8814
6236	19392	19689	11468	1595	8760	6433	9195	9817	10459	1289	463	6423	14086	2819	10788	8758	6851	12067	7394	473	15627	8765
17494	19533	8860	7812	12797	18309	14223	4923	17969	16928	9027	10606	16331	6587	7628	6667	11267	9895	18725	18327	3610	16228	8374
2136	19110	6883	16857	9127	12794	15978	12589	15525	15928	10698	1627	890	5821	7450	6622	782	976	4993	19009	616	3928	16584
17680	9623	12816	7873	10485	5180	6598	18725	13245	14752	11219	13978	19114	4495	8758	6166	8275	19693	12666	13316	18441	4014	13695
2332	8964	18703	2872	8468	12065	11328	3553	4773	6865	19000	16896	127	8946	1129	5980	16309	7308	5983	19238	873	9081	391
14390	2173	18569	4624	2709	9776	14832	10161	4914	19705	17919	941	8612	17819	13284	7981	14771	814	18777	17592	1003	2534	3575
9239	5389	8735	5974	8052	3654	993	14039	5519	19454	12499	1952	4009	4603	2389	16854	15324	9745	7046	6625	5359	2	9048
1338	5706	18563	4857	15151	17088	13334	8297	4246	5445	5664	13862	3787	18291	10441	11280	3971	18736	14697	3118	19171	18855	2027
3217	2224	15747	13860	7297	13512	9916	15284	4494	16485	16977	19333	9960	6438	23	8706	3325	5949	12540	3014	4579	14248	405
4272	17369	3602	19166	9650	18742	9511	13470	465	9828	14434	8566	16122	14818	5305	16167	14835	4947	6008	17747	7752	8706	4804
9920	5746	7992	19340	18970	5583	12526	6203	5306	19596	7718	19288	170	8092	9531	5553	5405	1066	17267	19562	15020	18557	18330
8553	4861	16497	9170	49	13615	18559	695	4157	13991	6880	1935	11581	14212	2370	4795	11885	13467	14052	18640	19543	2278	9729
5859	11110	1165	11307	12883	8987	14130	13529	402	5103	12526	11667	820	14867	6008	5650	5920	15216	5798	7311	14891	6439	9906
15680	15061	14478	1386	1154	14967	4132	18368	4104	2834	2689	1591	8946	14569	2491	1363	5573	18053	3668	10964	11088	13086	6800
17224	14722	14076	2732	8504	16642	11772	1050	9300	7630	9347	18697	8921	15961	4400	6776	17143	4726	751	3391	13451	13365	6832
11888	17915	7320	10495	2606	17072	4780	8954	14741	3674	10491	18894	5089	6447	13302	17741	3975	5557	1851	17744	18840	6795	8330
3857	11961	13758	11911	6181	1986	10035	2461	14246	12286	15510	13330	8363	14739	7939	3864	11277	3351	10487	18580	19477	8010	19328
15240	4192	14106	360	15575	6879	14569	16187	6700	3825	13891	5899	19185	7532	4673	3892	18305	19021	6179	10764	14204	17989	3434
7171	3594	14432	6234	9830	9594	19060	13635	8706	14679	17853	10788	16103	2485	4113	7264	14031	11913	8663	8076	9159	16633	2970
17643	65	16124	5438	7266	17104	9092	9559	2457	12642	17792	10245	17506	7931	5868	13612	5062	18562	5062	2918	16500	18453	19136
5425	12296	1351	9265	5034	17017	18954	10468	6465	1627	14562	18609	17946	17963	14586	15885	16930	13721	2967	17552	15342	11278	9592
10518	14307	1657	2348	16676	141	18153	7654	461	13289	18285	17130	14928	14156	3145	2144	10214	18415	10717	7249	13021	13425	17196
9912	12241	13397	6681	15371	16364	1928	3193	3310	5598	5495	3233	8023	14840	16740	5344	18224	14622	2226	19548	15904	747	15220
235	5496	19236	1093	19404	7816	6256	3723	8039	2692	17031	7715	6502	16921	3274	19084	18636	6627	988	18805	8747	5195	12284
3303	12999	17	13904	14161	1247	7800	1474	4337	14433	17552	2643	18145	15244	3992	18575	13311	16012	10635	9784	14108	11244	11989
4764	14983	15394	8123	7174	280	6746	14191	15502	8281	11415	16628	2729	19557	12667	67	14157	15217	19168	18267	7254	1099	11348
15083	5766	10790	11379	18488	6358	2758	8215	8472	8421	11239	13851	17377	3723	194	9396	3164	12252	11811	8041	4161	13349	15124
14909	14977	10398	2935	9836	4295	3874	3479	18025	8276	5230	9447	11544	2873	1058	9718	18989	5343	292	10544	8822	12639	10754
4982	17248	686	5681	18400	11931	19382	10660	13007	9298	9359	5648	762	11947	998	6267	14891	3679	957	4945	14164	13650	15401
6809	13398	11401	16919	4892	6656	15718	17005	4446	9545	18913	1447	13501	1176	4078	3993	18115	2881	15929	8814	7261	16448	2308
11498	3746	8013	5226	15684	1146	7714	19318	11132	6492	2844	2982	6937	13660	15015	11152	1173	19150	10357	707	7192	14484	7000
18725	17503	9969	13098	12196	9099	10305	15076	2811	10677	8100	13125	8107	690	6474	11727	5322	2573	13880	835	12147	6388	16001
12237	14158	4205	11545	16580	11622	16339	17984	17968	9982	11313	15008	11296	15210	4056	836	5150	14223	14040	2570	18007	17502	10951
14934	11398	3080	12713	592	1098	13019	1930	8118	13007	13159	10282	4745	2784	14259	192	4621	16418	16941	19059	742	2786	15185
7299	1975	2637	10652	5585	11510	731	11432	12010	1832	8302	11774	6839	12362	11189	16098	8915	8098	7056	11097	18167	6376	16866
5053	6554	17230	983	12166	6037	16183	18610	14265	15862	12618	17967	8056	6489	11610	9233	32	10083	9984	89	2720	7167	14204
7075	3933	12983	5647	17292	15832	1238	4620	13752	4914	10257	18348	18475	10842	18011	12939	17618	13291	13117	15416	16074	15388	18145
598	15740	11712	10528	15025	13371	5178	12544	517	1522	13368	9751	17783	3865	18559	6275	17841	6637	16938	19134	6318	16233	10314
18720	18116	16693	15710	3481	4941	19425	10534	12498	3479	11243	10208	11599	11232	8969	1077	2644	1638	8017	17015	14465	15974	8171
17109	15952	9580	5952	2649	17401	17593	4271	9781	2829	15144	5817	11779	14973	19051	1305	8851	1289	16147	2805	15509	1210	5352
14710	17587	15771	17635	14444	17367	7678	1066	3044	17668	6961	4422	5841	11687	6969	5272	7796	9309	5298	5385	4330	5631	8367
18670	3817	18208	15665	4136	2645	14184	398	7244	4986	1936	7128	108	1686	12137	562	18554	10992	1207	19500	9220	2684	12427
795	19538	6638	1436	2542	3693	5533	17878	1957	1971	6184	5834	14055	3274	8070	4206	9712	3967	5967	12785	18600	5930	8293
8375	1575	3852	15287	13834	15468	2291	6227	14064	16637	11727	18026	19242	17721	1477	16499	6583	6118	16984	2260	8417	11667	12193
1051	121	5583	1261	15985	732	1590	1400	14454	4763	19286	9322	14222	7234	15617	13930	7390	17972	10954	14210	13936	10044	4793
13114	16753	13922	4948	408	13953	13212	11250	11328	7500	4291	15144	6418	16743	7211	6370	11607	10133	6639	18438	1905	7749	1226
7312	4216	666	5702	6782	8746	8800	16863	2659	15958	16293	16413	11464	16940	831	6569	8400	11742	19316	6199	17334	17536	15006
17619	3093	29	7658	18922	17917	10500	7540	14193	2723	8385	17001	6128	17741	13755	14601	8170	10435	4534	17166	14831	17082	19656
16050	11986	4341	1513	18110	17114	14994	17286	5695	8307	8132	11465	2006	15891	7809	5474	6026	2113	16154	3885	4875	15628	1969
11253	146	1747	12022	11101	14003	18182	16006	19096	6271	4666	11485	2119	146	34	4817	7960	19530	9066	13330	13808	15872	17983
7633	11563	14965	5274	5120	19457	15362	9351	9714	7507	2710	8228	15698	8452	17863	816	10169	10665	2561	715	12196	7499	1452
8925	17572	1200	9149	15229	5554	5752	12216	2340	10986	14876	1087	3973	4942	5075	5312	1056	17206	11009	10177	2834	12641	6404
6682	11656	7066	4393	17529	17175	10462	16766	15919	4448	19666	3239	19071	9951	15999	6650	8446	16457	17226	4589	17374	1122	14589
16452	18586	7259	12858	5729	17178	1213	918	12935	8168	3859	19165	16385	1766	4595	2586	16851	19245	18590	5569	10085	11956	11739
10071	3978	16045	12562	5236	19599	2408	14345	10210	13711	11674	5671	6910	13101	18153	187	10252	18712	7464	10290	2927	2299	2564
18667	7453	9007	200	10581	8882	15052	1900	8772	724	15089	15562	2355	7154	17744	16072	18530	11147	13077	7625	15207	4957	9165
10330	10039	1242	12327	11316	6299	1794	2343	12330	6344	4818	17984	1408	17160	5620	7767	13836	11716	11763	6588	3051	14091	11005
16708	10004	16802	11897	6064	9145	15097	9542	11071	16645	4182	13364	17529	17001	12792	4329	4907	9846	12573	16658	12876	12005	271
2941	11244	15219	9116	13801	13533	13081	14756	10135	14849	13268	1047	12980	18100	8279	19104	7707	13135	7451	2916	12729	8981	7044
7417	16066	18591	2524	15433	3398	6563	17576	8171	12554	15215	18244	4116	12980	17398	8776	11911	11661	5215	7487	479	2855	11799
15666	10227	10090	569	18366	3355	15158	9810	11162	2560	8857	16936	3469	18085	3576	12346	16470	15165	12886	996	13844	9343	14242
13077	3797	3497	17070	1940	4299	483	13487	11473	9735	4036	15899	9833	14693	14977	15604	3205	1747	16522	18764	18498	6742	10506
5758	15695	6596	12093	4669	13196	5730	17830	7823	7749	2766	1853	16383	13766	12125	407	18633	19426	14881	14675	15857	18147	5122
7521	3736	1801	3693	12735	1459	897	9831	5204	13005	16982	11970	4913	4235	16039	12768	16157	6521	2451	5092	15623	6259	6324
9431	162	17105	8359	15357	16599	17017	2745	94	6409	10344	2682	7573	10955	6349	8031	7727	10069	6338	3157	724	15251	12767
17678	16204	12457	15549	18433	8120	1200	13721	4334	11941	8753	5220	4261	14932	8283	13262	9251	6199	16709	4329	2760	15639	11282
10460	8897	18576	14759	8409	12476	16072	13701	6523	6989	1336	2896	11256	16523	11231	9722	729	7708	16281	17436	10732	17419	9546
620	8940	14257	15133	1137	16782	16669	10648	6474	12592	19438	2893	2487	16709	15387	1272	8975	4574	12766	11394	9890	9793	3111
19535	1433	7423	6568	11473	14656	6472	1239	18888	2725	10234	5547	6276	12479	18118	6220	16120	1444	11889	9735	160	14021	16164
353	4157	7142	6936	17042	15849	11480	13698	5121	16734	5172	6969	12311	3462	13573	1494	17434	7118	5629	8587	9088	17363	1703
6288	2583	4119	13546	15888	19330	14387	9360	2534	12997	15645	14590	10915	8039	18342	5391	11634	14978	18817	7007	17473	7237	15832
4256	14319	12214	1600	12587	17723	14691	18321	10358	4452	8311	13877	4569	1159	13625	10494	13951	13380	10854	3779	3323	8521	14632
17898	2326	8692	18609	15103	1384	13882	4222	16603	15503	1172	8128	11977	11968	13342	9807	60	9342	13774	10863	12133	4461	14932
13188	3234	18271	9554	7336	16090	7496	6315	9240	17134	5015	2720	4701	5081	4246	8469	574	17850	5051	1659	18543	19328	12200
14193	15192	9985	17778	3577	6767	11396	5600	679	7645	10187	7378	14511	6387	4338	12458	11212	11084	11386	4856	13997	5254	16189
18186	3627	10672	779	16528	4020	4623	7866	15392	7557	4888	57	10056	7040	5876	6398	2147	595	11046	1650	2838	15369	13351
19488	3308	178	1325	4643	15525	10469	19553	11232	8375	15675	10461	17102	59	10240	10982	12585	18276	5598	8147	5537	3042	18397
10996	8837	15971	1349	17445	15660	10175	142	4364	17380	825	1675	16090	6905	19646	18889	7767	12933	5006	2053	17513	9909	5116
382	12194	4605	1528	8775	7981	16585	18703	6370	8981	18902	15417	13490	7880	15668	19224	3625	5168	9043	14192	9111	6959	16516
2993	16314	16665	13081	11378	9940	3196	13758	10715	11314	2709	8541	7484	4884	16913	18449	12559	17888	4057	15823	19572	6397	15393
10501	12136	2276	16255	274	5613	6524	194	5819	15585	18179	14745	9262	18664	13412	14269	19588	7678	11215	15910	18287	16391	14927
14263	10628	10679	7748	18540	15919	18254	3882	12101	4623	15594	16468	5291	1798	326	6124	10	3603	13469	11722	17583	16211	4652
6467	3810	17675	5595	6565	4191	8742	14653	8987	1975	345	13695	18187	14024	17623	14094	18849	7208	8196	6404	11991	18405	15468
16337	4104	4854	14216	8053	6996	1613	9146	12141	403	8895	14027	8425	19439	1356	17094	14970	11611	19697	18884	1173	973	14360
77	16915	12449	14686	11232	13982	14193	385	2873	1091	11535	12379	1948	13909	3584	9428	6460	18328	4350	15051	3051	396	8056
11340	5538	17691	1777	15169	13712	19308	1540	11695	14609	3703	18042	13501	10154	16316	16798	7174	4226	2309	428	18336	19062	18211
16423	16699	15567	19414	1938	10859	2373	190	17931	8135	4632	17530	11703	1351	12559	2292	4082	14963	16451	17517	12218	1297	14563
1757	17931	11287	11524	15893	16253	1199	5533	10650	3947	12876	17559	679	8277	5403	7792	16287	12	11500	14770	8625	398	6364
18457	3471	16759	4856	1777	11295	12362	17490	18923	15728	7573	10580	205	12260	3710	3415	11064	8039	3201	10769	8632	7068	163
5681	1951	5940	3680	9536	10449	15841	809	1023	3311	17815	3979	18461	13647	16763	9119	8803	4904	6316	16068	8022	5468	238
10253	14939	6975	9866	14921	12839	2882	13114	17736	16202	8936	8297	3853	8605	18703	15098	8070	4929	14259	13587	2899	8629	10787
17636	2488	4713	10197	13085	9973	10963	4709	19057	476	8687	18564	12521	11308	5019	3963	12534	18559	19682	9190	7430	9759	16141
16740	4109	3170	17147	13175	16069	11193	16413	9318	15729	17036	8256	2266	17728	16222	16775	3828	3574	4398	12310	12190	17096	17646
5416	1717	16150	599	8165	15057	15005	14216	8449	4210	15436	3962	10133	3438	8724	12918	14434	8378	2586	7797	15439	2811	15220
13665	12738	6675	4644	17140	11006	13302	6717	18061	6988	3976	12059	13617	10665	16763	17636	12959	6857	17831	12466	10159	12930	17479
624	19513	7944	12285	15434	12232	16230	843	8647	214	2832	17627	537	8426	18500	16573	2665	15288	8299	18622	9653	14316	19048
15954	3651	3817	17136	11898	114	6904	1509	16490	10136	17249	6008	35	13989	12433	9446	18474	3143	15248	4002	4052	12502	18313
1063	4538	9864	14003	13262	19646	8199	1038	19492	9615	2846	14933	8231	15358	3432	6785	8280	10757	18157	12049	8988	10903	7748
18268	8336	10592	6581	8247	12289	19047	7682	13755	18582	14384	19287	16428	5117	14462	9612	1663	11519	13686	16878	1509	18219	13326
3387	12567	2000	8741	6088	14387	15171	1724	10316	12562	8377	4191	10235	15027	3607	7673	13385	17061	5451	3336	16340	12545	13047
5328	5801	13271	8412	1499	11534	12979	11376	4978	273	10727	14751	4738	7654	2905	17836	7052	17507	10803	1431	4568	6516	15855
9027	7607	10441	5893	3837	13238	10314	15468	18424	17812	12490	2867	375	19489	16903	7796	13176	14596	5410	11049	18974	11323	4876
16441	16207	18586	16901	13482	8395	17445	14769	16786	15153	13263	6184	7484	4158	2158	5618	7677	9022	16155	13805	16465	18992	3031
17328	3735	13477	2100	7377	12717	16524	14804	6253	13563	915	7165	12085	13662	1006	12558	19392	4342	16140	7536	17189	16410	6153
2792	936	6071	2132	13724	5269	5684	3164	4540	6367	18895	115	4905	9046	10315	9647	8835	8054	537	8484	7170	4185	15366
2131	6308	13378	8390	11613	5715	8146	8661	18513	9115	8243	9055	18521	12856	10476	16697	7658	14982	11023	6450	14119	8980	12483
8554	10674	19047	19125	14778	14546	13758	7176	2842	18180	15944	10993	10262	5183	3129	5001	8173	1040	6195	15471	13185	7544	493
18278	3053	5251	12341	19699	15710	3934	2645	16330	8030	10353	5019	6920	5306	9066	3428	18461	11805	3846	15110	4546	13888	8618
18716	18826	7833	6974	8283	16560	1474	1465	8063	10786	6834	8700	16696	7535	10871	19448	6305	5176	1443	4766	7919	18279	2073
6851	10511	11149	11663	6925	17046	7452	10508	39	6505	3721	13699	273	7977	19433	12819	1307	9343	13544	7281	14558	8770	424
2344	6706	6842	3111	12904	15040	7890	3375	16613	4851	15645	1860	3537	10493	2620	16536	13286	1154	11074	15145	13502	14422	14856
6608	11338	2265	3830	3319	6783	7065	9845	17356	18872	19355	18181	12984	3049	19438	256	19470	8439	12315	8947	13878	1145	5585
4048	1936	4842	13209	19405	4390	7759	16335	2990	13293	12937	417	19675	18682	15546	13266	17128	2436	3598	3441	14033	15520	4295
19661	13555	14417	6236	989	1368	18197	13496	539	7576	6428	18883	13114	11735	12996	17169	8084	7995	472	11868	10405	8555	13221
8111	6792	15484	14380	1512	10728	18336	7761	887	17234	8881	2432	17033	13648	1467	18989	11547	18019	14747	6416	9405	9321	7911
12087	11983	18939	6574	8659	16414	3609	8691	16365	3937	12359	10670	18957	1759	6717	13516	16195	18618	9552	15087	142	17658	8844
5187	11994	1225	4692	494	15222	12579	18654	3990	9856	10311	4330	4444	3194	5175	12870	3943	11973	6738	11965	9101	12280	6701
8111	16586	6610	9513	9424	1721	1958	9021	10255	6957	11354	7155	18867	11140	17136	17296	6221	3916	12075	19416	2843	14669	1293
4813	14977	6987	11929	7408	9844	19617	5366	15855	12615	19341	18850	2999	15669	3879	7408	3094	10651	6925	12889	8854	5946	2864
4248	11670	8960	9424	11966	13295	19068	7641	6693	10942	5448	13004	11755	17443	15764	6900	14233	3989	10897	15058	2671	4516	11728
9455	3880	14379	13120	5745	1775	12817	17363	11928	262	17722	917	15472	12705	959	4460	6738	1781	10350	17556	11272	909	6697
19022	770	657	4427	2898	12255	10095	5674	12289	11021	14558	9305	1754	1488	2436	18073	15582	4043	1947	11163	16247	16413	2963
13057	7012	16245	13397	13532	9520	10957	19093	4417	14574	12121	2381	13522	18339	3680	11430	4469	16506	10647	16249	5310	1681	14078
12182	1868	10222	4794	632	6924	4339	13323	8634	5538	832	16951	10403	9297	13311	17959	5528	14487	15776	8134	3117	19222	35
17956	13455	5639	5693	6576	3396	3399	15983	2272	18380	1239	12168	5770	10687	8907	17087	13356	10732	5736	13362	897	16359	680
9737	11454	6774	16061	9282	16668	14609	14967	10006	1301	3004	3386	51	9775	5053	3005	10138	14645	1278	8098	4693	13886	12324
6982	14838	17845	1309	8934	8971	18731	2109	1541	8526	11010	11174	13876	18283	6094	14557	8525	5517	13542	9784	9373	18113	5483
8267	5627	8114	19368	9101	6877	486	8473	11492	502	12065	10072	15317	15420	10087	1196	18913	12003	17218	2501	4778	766	10610
9113	10656	3284	6926	9149	6666	10377	125	14118	9471	6158	10668	5433	6985	1465	1862	11741	14855	5854	12318	2384	2178	8970
5061	11496	4480	8704	16596	10766	16573	17886	18790	7368	5861	3978	1141	13270	12347	12696	14866	10755	8946	16377	10144	5978	2643
7972	1013	6808	17926	3457	11625	19196	4605	2360	12103	7002	14869	17717	19018	18460	6559	10340	11613	6082	14347	18253	5052	76
11740	12182	12125	7834	16291	4868	18043	4207	18236	18757	6538	8889	7027	16474	15999	14175	12509	17563	11517	2620	33	7309	8386
5354	18143	9474	12226	17986	2942	12684	11021	4397	19230	988	17276	19659	19662	6235	5462	8942	1271	17741	17746	14786	18336	5071
19439	17842	16106	14310	4463	222	16617	9535	8331	10953	5281	7311	6372	15955	3788	4004	3794	14902	10195	12415	17577	4509	7574
17238	1660	2369	8064	6548	10252	17648	5475	2514	8914	17029	8261	1279	7003	9800	13241	10845	4875	8506	11694	12207	2651	11165
12181	12814	8561	10859	6006	9436	13714	6860	2668	52	14238	3529	13327	12985	7507	9785	5779	4139	9444	14827	3351	17691	11132
14447	6814	1220	10128	15797	16001	17207	17742	19606	7328	6672	10403	4890	9434	9691	15847	19433	4709	18048	16604	14821	8460	7302
6365	12102	2927	14646	966	10916	6019	759	2152	5604	9492	8532	13484	3842	19469	18840	13660	10072	7103	9781	14827	6301	8601
15999	8176	18403	9826	3059	7703	7998	8498	6329	4680	9970	15621	12103	6006	6826	16448	13361	4294	5857	4803	3573	7936	17276
1876	9487	2427	17310	14560	3466	5273	7860	9206	19422	5682	1964	11116	14422	4636	2604	17641	14350	3179	58	10458	2344	8964
11177	1310	7608	14190	13832	4711	15246	18828	5306	10395	16640	15780	9599	9433	11953	13930	3667	17623	5676	11457	1106	1019	15993
13329	1230	819	19583	18576	5702	10392	11797	5027	9361	8185	15865	6942	17067	8899	2289	7750	14275	3781	10592	11861	10782	3310
17566	1797	12748	14276	2395	12106	1563	16394	16980	11926	11857	13738	14924	15896	5976	90	13999	2618	9529	521	6670	9510	9420
12788	17008	12453	5991	4426	11690	11723	13291	6543	1441	19212	19432	2635	9520	487	19224	13466	17026	17790	17915	9568	7752	1725
15333	13182	11643	14187	8095	18582	17834	17302	6066	7983	14863	4680	18704	6127	8616	3	1810	6249	14129	1509	17178	12015	13573
856	14612	10699	14167	10369	5771	10131	3231	17358	19680	15515	7743	4698	11301	7214	5586	4703	8398	8358	181	18460	10258	5164
16616	1821	12282	12980	10469	1747	13093	6601	8866	2248	16454	14616	10894	14715	11040	3144	14597	19568	17238	16728	6782	12471	9008
5060	8415	7291	16459	8157	6077	2953	8	8936	18587	13502	12388	19513	4572	12442	19161	13504	18829	3888	18004	2781	5732	18068
4667	267	9521	14193	19217	7489	4143	9979	10925	11056	9625	8186	13525	4792	17596	17928	909	5247	10268	361	9795	7656	14925
15518	17962	19216	14178	9692	5508	2375	9507	3716	7801	18884	153	12996	18229	10733	16307	7415	5051	5929	12468	15673	4112	18916
4270	1849	17254	18992	11120	3392	17277	8275	18017	18310	19419	19254	6297	7259	15628	9018	19454	16320	7140	9884	19495	85	633
7602	3258	19592	8363	16479	1755	416	16018	1856	3158	8012	11215	5608	2734	5777	3554	7239	10423	10062	11254	15445	13802	17352
985	10331	14554	8991	14938	7995	18215	8906	16090	1216	19679	4841	17029	1420	11113	19285	2036	9449	564	15864	10115	4247	3727
11953	18318	12615	13340	10640	11462	2280	9245	1781	4910	17131	4849	2421	9862	13832	8802	15183	6053	1384	12321	8009	16100	563
17178	12150	2659	12450	17472	7246	2041	8248	619	238	14202	10432	18159	4798	8190	6471	2943	6681	13814	1231	998	17539	8220
18078	3853	8595	6639	4154	19493	9228	8671	7058	2704	13752	5960	4602	17101	12280	14258	15807	6417	3563	12313	14540	19508	8632
5754	12648	10518	13389	11570	19092	2213	19627	19089	2129	4681	13276	3105	10985	9490	13918	13338	294	13771	5097	2097	16367	10584
14290	3957	17750	1093	8413	10684	3859	12718	18628	15728	9876	1879	8389	8509	2597	15725	3207	8384	12869	9034	10331	18469	8584
4124	7403	14872	12287	18584	7780	2095	7626	4899	8517	13579	10382	19411	7894	6929	14247	9056	1851	917	2214	12634	7284	5381
13283	13358	9487	15729	19007	4104	7796	153	4433	2012	1543	14825	17909	10179	2259	17558	13364	464	16148	10445	1246	7963	13438
5539	1086	6137	14134	19575	6939	4573	542	1439	11975	8324	6221	16853	13467	2647	14111	8180	15527	7633	15608	17219	14850	11480
3352	18561	3233	11434	11169	16760	14955	14615	10044	13191	19694	9680	898	15524	14506	12993	535	3828	18170	425	17492	921	17822
15952	12622	13157	3293	16139	5827	12957	16052	5797	15612	2924	15614	9493	9695	10764	15724	9136	10922	2269	16653	7247	15350	9832
9672	11136	5966	6071	16477	396	8841	9663	3388	8025	5669	2622	6867	7512	1014	4599	8947	4167	14492	6030	10461	17627	2495
18887	1656	4733	18775	17391	1708	13666	9992	4554	17901	11553	368	17774	19457	18067	9920	231	10152	10754	10230	7938	1606	16501
3401	10011	10580	4357	18499	19595	18549	19341	15326	10099	15113	11142	9733	10344	3351	8804	3669	14083	5751	2936	18051	18470	14767
17761	7133	1089	16215	1261	1367	12841	12979	9616	1168	4674	262	18175	11950	2866	5944	6356	3527	16164	12714	14287	15793	846
8767	11932	5062	13459	5875	3913	2957	13449	8560	17791	15930	12403	9410	4432	12437	15663	18142	8851	10086	18601	12134	3167	19534
10535	13258	7036	2251	19691	927	13410	1722	18526	8467	16258	9599	3559	2762	4344	16231	7641	6467	7689	17609	3774	12485	8799
14884	2364	4233	1556	18933	19173	974	7501	7483	15170	6167	11253	17050	15280	6269	11152	6327	17890	11179	3656	2735	9447	2966
5433	19512	17944	2110	222	11496	18854	4848	6761	13338	5729	14611	7019	15755	14357	9142	10241	12288	6728	14507	5063	16744	14926
6762	7790	3687	18778	1846	8543	19599	10262	2353	8257	4520	5326	16852	6412	10962	6851	12729	7912	540	16904	15445	798	14661
5194	15763	16504	2201	7890	12953	2714	5530	4565	12524	684	3836	14211	11221	9427	12388	18146	10470	1263	10114	5265	11139	8425
14645	18712	9155	6473	14914	10878	15639	4247	15746	14639	1284	7815	9963	17354	755	1869	16503	17363	12240	17803	2968	1716	4830
3414	17364	6129	15867	10689	19007	1632	3823	8832	1564	5833	10727	10642	207	3709	13776	18731	12735	2375	13252	13551	18375	337
10756	15187	12273	14132	8109	6657	11928	6300	15028	15467	2664	12433	11078	9156	17863	6899	183	6496	11810	2219	11090	15214	6118
3755	5299	13112	6493	9911	14918	9852	16439	3665	3680	14738	14149	10906	301	9457	13402	3419	948	15884	13928	3895	8522	12157
8837	18903	3811	14270	13404	19001	3040	7265	18578	14855	7877	2274	19630	8826	3151	4497	3661	4107	11848	11204	14243	14829	12135
18865	3995	1229	14725	2754	17781	14976	19418	2053	11959	13341	1715	14502	15254	5426	8656	10764	16174	6574	16289	3965	4877	4922
18324	4334	11986	8394	10742	14178	6209	2008	16756	10472	2275	6092	560	11734	19142	16709	11580	18488	19131	3536	13252	5023	10179
14724	16028	11436	10188	14304	717	10516	11689	19617	5230	12053	5087	13628	6694	8535	9956	5391	1968	7538	14019	5136	7152	19060
988	17572	9341	6892	4146	4229	10819	52	9332	18601	10969	3436	3422	6300	15842	6949	13902	8973	1691	18523	9144	16230	18697
3008	2176	7040	10453	10004	8279	6847	18433	11070	3652	2167	12419	4125	4088	10379	19148	4567	1087	7711	2624	7667	19388	5233
14376	3212	17922	9675	3710	12677	2372	17747	9552	12528	11023	1955	2978	5189	14828	12762	1727	4518	696	17596	5466	3889	8218
18419	14803	1686	14222	5758	17311	2404	12033	3030	10412	16972	157	19109	5440	1827	17075	5052	17809	1209	11413	5757	7007	14095
4478	3027	14968	8894	11143	2573	15008	1154	12159	16922	3553	16938	14165	519	12561	17665	11040	1112	2937	10594	17847	5540	13871
19432	237	15817	4196	10064	13279	3455	778	7010	6657	18221	1502	4985	3081	13785	12499	3730	10622	9925	6621	101	3445	18939
4582	18212	14161	17323	11098	16768	5459	730	15122	1925	11282	3610	12163	9550	11096	9868	11908	5147	19398	13652	7307	19642	17916
3814	15993	1121	14060	13263	17791	5112	16458	5773	6215	1227	17626	11268	9852	13063	8532	1848	17063	2833	12802	2333	1559	11807
2128	289	11746	9979	5702	16733	3475	4613	8670	581	19404	4375	16004	19431	2444	12710	10693	15831	1990	19475	14647	15035	9971
19559	13056	15	6161	2608	10375	12916	4913	2058	5694	2814	11984	5571	19348	2547	17454	11948	11992	12486	5118	13132	7775	11960
17430	10854	10647	12266	11247	17804	6567	9362	1168	11928	5858	17346	12778	16132	2489	16516	17530	2773	9324	15097	6185	3374	6604
