0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
1433	1351	7087	2710	2469	4435	2481	7226	866	4601	1595	8295	9594	2509	5228	8232	9623	5403	4850	4652	7120	4917	10894	3000
10648	9516	1410	6134	3990	2882	11	4299	9007	4592	1363	7405	4294	6647	8602	391	2555	9310	3524	2014	113	4907	5494	1857
11107	9702	7094	4954	9543	10475	1852	7704	2000	3360	9357	10619	9772	10139	4424	884	4294	2619	3780	1245	36	5657	2860	4230
315	3698	8896	2683	5378	1706	7927	249	10016	8610	471	5762	10975	10362	8982	6817	10907	5075	1225	5964	294	36	7059	5874
2172	10868	10767	6129	9425	2398	8692	5426	1247	8938	284	7778	6894	8519	4390	2950	9998	9380	9854	10193	9410	3202	4990	6097
10494	7049	8907	6336	3347	10517	10695	6527	10091	7201	3603	985	4682	6432	10415	3498	6268	10490	4543	7461	7189	764	9969	1406
5053	3146	4333	2220	7642	346	7827	10114	10073	6793	1074	8873	3028	9792	10493	5128	7413	958	5547	9912	5867	9640	5868	2890
5383	6770	8486	7668	9084	10310	579	8260	5638	10909	6508	4061	4381	7252	1196	8680	7211	4510	9998	3434	678	560	7281	8794
1543	1329	4189	10308	212	446	5579	4758	6793	10078	7450	5416	2292	7434	10623	10326	6976	10988	7109	2388	1449	1190	5015	3103
774	7417	5090	2878	729	7830	8129	1611	8291	7203	5129	2521	733	7627	10592	8567	9623	5764	7041	2117	2788	6072	4571	4402
8977	2625	5521	736	5141	7354	6863	487	3320	3770	2545	10584	4410	4603	6868	6389	9437	5542	39	3113	4256	8961	7451	4255
7970	9073	6367	3467	3793	691	7338	7226	4746	3439	2546	5584	11010	1122	7370	9233	4572	8912	10916	2985	10313	2711	2577	4011
10935	8973	1222	9931	5244	9953	8108	2875	9287	628	4295	3388	8812	9190	7877	7828	217	3045	3925	5818	1803	7085	6685	9530
3849	3547	489	8301	6141	6076	5540	5593	1488	8131	9077	197	7289	8238	6651	11102	9995	10629	5788	7107	3742	3047	1728	8740
10239	6306	566	7187	1201	5416	4846	10293	7662	9375	8723	7395	7962	9791	3210	9738	4713	2431	8048	7633	3022	90	3861	6593
9013	3629	4241	10443	8123	8814	10661	9948	7199	552	9866	7787	10602	6781	10076	5656	9999	1900	8474	1213	7681	10525	9791	1238
10920	4397	1579	6072	3078	8501	1457	4641	5416	4641	3230	10739	10665	8716	5162	4407	3007	5685	6700	9896	7834	2727	5986	2866
1197	7543	4167	5250	7700	4745	221	10887	10911	9032	1891	3348	7854	9591	5480	6483	8702	9953	5643	1405	8082	5388	1691	2976
5970	4903	5428	8224	3636	156	11102	9759	7012	1187	3958	7337	568	1522	4706	6047	2766	5187	10882	77	8070	374	1993	10189
7894	4165	10629	4675	2697	4899	10713	7313	2780	8086	10259	7231	6377	10718	10449	8560	2353	5208	3586	8205	3836	3361	5200	478
2865	1502	7528	9706	11092	5599	9016	8686	5152	3193	44	860	9046	3614	3354	3814	5137	4461	4610	1163	3826	5646	5591	5870
10099	2465	4497	4949	3968	4417	7186	1095	3798	2211	838	72	3747	6205	3610	171	8553	7059	9983	6210	5148	3926	9137	3860
6497	6900	6675	4569	574	6882	595	5214	7024	8094	9659	1191	6243	10901	3988	3481	8319	7135	1984	2711	5490	10836	1608	3208
1037	4601	8566	10385	4631	2927	8017	3964	5870	9822	5265	1250	10735	9068	2549	3003	8706	8190	6597	8374	7979	5552	4122	2597
9923	7429	270	6055	6829	4674	5881	3390	10719	10080	4541	4903	5460	10397	6641	1249	1662	5358	11127	369	5278	3600	9856	300
2744	2982	2769	4302	4286	1295	10082	5841	2494	3368	4093	8936	4822	156	10274	5477	2070	1634	5759	5581	8115	6772	3372	5301
10637	3593	5439	8125	6639	8683	9596	7860	9528	5859	10920	425	7589	7430	4581	8560	1931	4580	6604	7361	875	2631	1879	1327
1468	7284	879	8311	3405	10685	10944	2672	8383	128	6849	3277	9439	7408	6467	206	8894	10869	3451	745	7856	5061	9787	1599
452	4038	8363	268	7755	1085	8564	9420	9307	4212	7004	2536	7645	7581	2649	6679	3705	9262	4390	4628	7246	710	3992	7484
2688	6250	1970	8993	93	7779	1136	6520	10903	8697	4748	10520	11023	8450	3105	5283	287	9576	2936	706	3410	4043	489	5283
6047	1271	6245	8699	10422	3732	10127	9415	10439	2769	1722	5674	864	1834	8089	4700	3240	6547	7742	7173	3856	107	2376	2508
10914	2678	1261	2884	7429	3873	5191	8450	5834	725	4924	10887	7838	7225	6734	3602	5292	4786	9917	4737	10639	10363	8566	8919
3222	627	10122	4665	4929	5413	9905	6150	6863	5386	2320	9190	7149	2135	4283	3113	9349	5538	2699	1537	10453	9640	3501	4126
1551	2040	1463	10901	8990	6888	7165	8831	7431	1133	3913	4947	3124	2114	8792	7394	10088	6582	466	1615	9453	8786	6178	10004
8108	3448	5448	5985	647	4019	5545	6104	8531	8900	8174	9189	10643	7473	1872	8595	5428	7485	1776	6829	1562	3510	6001	11050
10320	2345	11025	6513	10112	1821	9597	230	5157	1205	8764	1404	3565	8224	378	6576	10930	7672	8285	8207	4688	7094	6000	3009
9930	1829	10531	5763	6632	7865	2831	9025	5025	3366	7876	4204	11056	6106	4911	3949	4622	4960	3620	8078	878	8660	5513	9636
10917	2178	927	1816	6567	4133	1262	9369	280	8413	4548	5035	5367	3319	284	9433	3758	1227	4292	1191	141	6513	10469	1608
533	9491	896	6222	9409	9925	5333	8797	8468	10041	2109	6672	9416	3999	4488	6778	1749	9138	1705	9240	1908	9434	2803	4034
10448	9031	6699	8816	7560	3247	2062	4766	10143	7495	3389	5722	8981	8833	3091	3520	10412	8794	6290	5721	9286	4300	4740	1013
3592	2853	3629	2057	2015	8763	2291	8381	8532	1642	10168	2613	7185	256	9566	9081	10296	2491	1228	8685	4964	8483	6110	7484
4120	535	3823	9508	7101	3017	149	6141	7851	9885	2257	3547	2140	7547	5529	11032	7866	5205	9905	5016	5390	5324	6180	870
7133	7921	8443	3649	7315	4427	1918	5770	4504	672	1303	1773	3219	135	8575	792	4265	9405	10817	5093	1782	3649	6985	982
444	861	11087	6957	2359	1945	7971	5137	8222	9654	4943	4735	3091	9037	4860	7692	4526	53	1131	10157	4083	7262	6083	408
8752	8318	7282	8529	10180	8295	9328	1032	1916	10438	5816	4888	739	6024	1080	3245	9987	10776	1113	4163	5747	7512	6226	764
4768	1205	11064	3677	3265	6667	10960	2287	9620	3052	8232	3411	4463	6261	10691	10199	9124	727	7467	1439	438	2363	4003	10109
3802	7586	1955	2419	5659	7822	2967	4758	948	2140	8001	1841	3986	639	962	2792	5411	5845	6337	3179	9881	7789	6536	3019
579	9972	1564	3615	3690	7963	7124	1280	2379	5934	11066	8987	6029	1482	6600	765	9112	11053	10112	6920	6426	8572	6425	1395
6535	9243	5928	1820	7986	9506	2211	7705	9561	6742	2407	1229	973	10599	6429	5130	4554	2198	2012	7325	4105	3933	3727	2814
10917	9340	3395	2660	8882	1937	9347	5991	8310	4899	99	1743	9399	6593	4356	10529	662	5917	4868	5094	2023	920	2547	9147
5712	4028	4084	2191	6250	10336	3885	9862	6522	7204	2496	465	6290	2734	7523	8158	7577	10328	3110	1549	8652	430	6703	2440
3961	3030	7987	4217	5251	1855	3153	2708	5595	4885	4767	701	5166	1479	3279	1639	5774	8862	10371	4915	2198	763	1234	494
2648	8324	4798	3522	2454	7327	4584	9285	7202	1187	10136	8001	3915	1590	1809	10273	65	10662	4201	10906	3150	9752	3645	668
8784	309	4578	10458	6742	7303	1473	6649	3239	1597	8387	10116	10312	1117	1702	7994	4536	8792	7383	8995	10917	287	728	32
10371	4696	5705	7068	10796	9494	9855	466	7301	7883	9545	6306	1362	10843	7580	7147	8470	8636	6629	8755	325	7563	8663	232
10276	4189	3534	3442	4968	2420	3743	1447	4540	3456	3588	1761	646	8388	3766	10221	7894	5753	7737	559	8033	6282	6380	2336
1322	6888	7798	10769	1365	5923	7762	1558	1746	2271	6195	10959	8376	6306	459	3776	1644	8055	10336	10585	4032	9752	365	9979
28	462	836	9975	1735	9150	8017	9678	9601	6062	8786	10241	8199	5380	1927	1856	5405	1112	8172	1692	3008	3569	3563	5908
274	3774	6157	6860	1642	5330	10928	5087	7107	5515	4160	1509	10869	4012	2281	6175	6289	6162	3055	3216	8059	5773	1194	2716
9352	8566	4269	7818	7585	6736	1265	9679	3536	1400	10748	7578	1381	1806	6895	9978	4053	1130	3913	7137	1347	869	6761	1667
2333	7800	5562	3558	3979	2003	9379	4412	4216	7017	2849	1849	2601	5961	10677	8145	1353	668	9978	7130	3403	4210	9109	9703
10037	6189	8323	6558	6029	5804	1848	3700	8717	2979	2611	626	6715	1573	7260	579	4909	6772	7032	8990	4064	7982	8055	4203
1307	10822	4582	6391	8468	1316	5849	7739	6274	7902	8504	8183	10688	10508	9045	706	3524	1752	4311	9365	10131	1784	7426	6885
4378	4101	6862	3211	4372	8396	1819	5483	10782	3412	110	10130	7471	4133	10453	7004	8534	4298	10508	8026	5923	8469	10279	2454
8641	8136	9299	6470	2679	9464	2471	2568	6478	5390	3016	8157	1191	4357	8438	5269	3022	10146	4575	422	6667	9738	7706	9951
3126	10478	2520	3015	5360	10040	3149	9926	7226	9453	5345	4642	9480	11126	10565	5365	9910	10451	3313	10095	7291	5144	2098	3413
7549	4865	1384	8916	7698	6230	6181	7652	989	9083	6236	3153	9290	1587	4234	9495	8676	8138	690	979	10920	9887	6777	673
9016	8647	6002	10020	2439	7482	1665	6558	5887	6700	2669	10514	6066	6213	624	10988	10372	7322	7362	2541	3716	4579	4342	9392
4954	8492	194	10629	2335	1699	1644	2858	4744	2387	10689	5826	9953	1602	752	1300	6774	7631	1678	7793	9313	2121	5798	8769
7117	2605	10256	1499	10159	5431	6258	10120	3602	4615	9051	10741	10808	4908	4141	2381	5947	8187	3659	8883	1062	7294	9798	842
8526	4070	8200	7259	2938	4147	6269	9641	5466	7986	5055	2226	10495	5162	4949	4393	7702	1103	2422	3226	783	9146	3705	8627
1687	1842	8598	3718	6485	5559	6863	3723	5986	11095	9252	8929	9815	9219	1336	10730	8768	10651	996	6211	1737	1218	8395	1752
2019	10256	9366	6334	10614	10123	87	7016	9122	4457	6095	7796	8135	3381	10530	4099	11111	2042	7991	1092	10975	9706	6782	2063
9456	8133	293	6766	10320	9878	6141	10991	4652	6710	3553	2413	6569	634	3093	10146	10458	5289	3776	10301	4684	8867	3389	9870
8585	6247	2339	7678	5465	2232	6315	4707	6975	3879	420	2800	6393	482	11070	10976	858	10594	5519	9272	1400	3552	4977	10551
11007	4844	6594	6601	8241	3182	2485	7533	3720	7102	5688	10955	2556	1387	6859	3666	2842	925	3499	3411	9968	2898	879	4857
5420	2685	990	1697	9187	7965	4646	3916	518	8368	5806	9289	7162	4365	1938	7435	9408	10166	2431	2630	7713	97	180	1051
9923	10532	6810	2695	6074	1859	7813	5727	9423	4252	6817	8865	5444	6687	4830	9693	7984	2374	4738	1489	10978	10646	4951	8641
4969	5592	9002	1013	9251	10647	4391	13	5395	5133	1429	7399	5924	1007	2215	1926	6027	2548	7291	37	8199	1286	3438	9323
7	11072	6795	2793	9100	5628	10532	1279	2637	5717	1781	8210	5687	4648	1151	10356	10552	7136	8081	8094	8244	343	7944	6293
1135	6028	848	4988	10934	1868	6211	9785	5972	1712	171	4679	7633	3460	7129	1260	3775	7554	3669	7721	8362	5972	3573	2207
8045	6851	7401	50	1809	10427	5523	1292	655	6192	8874	3585	2768	2414	9314	4012	3528	10091	10333	271	9910	6822	8312	2066
1508	7836	8749	5897	796	7016	10186	4919	7042	4683	4923	2409	179	2093	4437	6433	3318	9787	3966	10083	6083	1026	3631	10387
7417	6227	7248	9951	7972	6102	10093	6782	5829	10305	9323	2340	6360	3759	1335	2518	36	445	9691	10314	1136	7846	2919	9995
5450	10681	440	6614	447	2979	6532	10524	1443	2308	3593	3779	3443	6039	9021	2423	9124	5064	6882	9117	835	3371	11034	8525
3883	7748	4983	3572	1437	1376	3847	3348	4445	11048	9669	10913	8723	1486	1139	7445	7	974	9131	1838	3403	9514	6849	10621
2385	6293	4593	10892	5150	7384	7538	11120	6136	3302	7914	10162	1072	7104	9880	8808	2462	9340	10868	8319	1312	4019	3442	7674
4179	1354	6888	7611	6681	5306	9675	1840	4461	9579	10723	4022	4792	6334	10171	8034	3600	10774	6249	2635	8688	1441	796	2919
10919	4326	3685	8441	2564	7579	3966	2542	2315	4877	2217	1088	7894	5846	8202	8448	9521	9062	5027	2904	7262	6299	10238	10726
9185	1147	10347	4857	11052	6621	10681	9671	10773	7372	3206	2458	6993	8966	10972	7509	4310	6800	989	3649	3641	10848	5771	4154
4633	4610	635	4390	1636	8979	2794	10515	9139	3182	237	6170	1133	1659	649	10736	1948	8485	2526	8514	6089	5098	5843	8811
3620	5476	7021	7846	2666	5085	3503	7333	6207	8217	4983	9886	2738	3843	8961	7929	10039	9786	8926	251	10909	5147	8739	4501
548	5303	10898	772	9631	4775	2092	5273	1569	4268	11029	6481	6800	5208	9978	10180	2174	862	7389	10395	6299	9663	9629	5204
239	5864	10276	10193	3174	6699	1927	4480	2023	9776	8634	5422	8928	4501	3231	2104	9955	10447	6207	1748	5686	1923	1385	7493
10525	9660	6448	6465	6189	8365	8952	9547	5056	6538	7907	11052	7693	8623	2776	7230	10336	69	4698	4805	4761	3421	7362	2070
1295	1633	579	470	5037	9444	10923	2751	1893	11099	294	8480	7876	4943	7693	1359	7886	1834	9797	3972	4595	8339	5628	10979
6349	2269	3343	2962	8885	8113	3659	7980	3480	3741	6959	10682	7899	4788	5079	5396	7475	1977	6717	9744	11080	6082	8791	4880
6170	2240	10154	6546	4601	3127	8700	8634	459	1878	8583	6825	5963	3137	349	2121	900	5505	4825	2037	11128	9807	10358	2600
8118	294	121	10106	10482	5064	686	3588	6258	3402	7774	1534	5084	9129	1687	3289	4836	1990	475	890	10925	6991	5007	2813
9675	4954	6704	4519	2323	3020	3452	8753	8505	2380	3061	11060	7437	5993	10929	5437	10286	5024	974	6206	2542	9864	4722	5398
1017	2186	2302	1669	1498	6311	2054	4792	9451	6563	2718	4007	7084	2087	4372	8822	4250	9582	9140	5418	5493	5824	1423	112
9176	5147	2704	9242	6987	8707	9627	5409	8774	3966	3505	7966	7670	383	4255	2550	6388	5913	5267	10950	4980	1046	5819	3687
11006	4089	1379	5656	1436	10317	7669	6372	6672	10077	9860	4289	9777	6078	7666	7792	11106	3107	2212	7324	1937	11006	5143	4861
8197	7016	6252	5246	6380	1357	7309	5353	4649	454	44	10443	10767	9664	10762	621	4044	9563	3908	10657	902	3703	4737	9945
490	4218	7449	4145	2688	6457	7527	4858	412	339	3170	7573	8755	9603	6534	2073	7081	3209	9264	674	6536	10148	10207	8984
6183	3244	8175	9880	9172	10690	636	5175	9421	10771	6317	8535	10049	5377	7080	8511	5322	5327	4008	4466	7861	5704	7351	3369
1399	2563	8817	10820	7340	2717	5034	5752	246	1490	1754	5832	9585	3794	10161	6142	4358	5735	10357	9389	3162	7181	6834	4213
8598	1814	10697	5242	1527	11078	10446	2811	6971	7301	3809	9028	7230	7347	1746	9858	547	3441	6387	5737	9395	664	10306	6230
9929	7245	5178	4173	8320	8594	6269	4192	8018	5830	9428	9977	1138	4873	9010	10841	10836	8821	4504	7513	1296	3012	10453	5740
4187	10596	9843	6240	5572	3748	8874	4069	1298	5395	4826	3260	1431	11072	1046	3114	10793	11010	7924	8607	3361	5601	8351	10445
10888	9619	6236	9985	10990	1505	7961	8153	8532	8799	3533	1375	10897	287	4257	3042	1706	75	940	7744	2655	9699	2040	10352
8377	1299	601	2077	1597	2793	1194	8915	1054	4281	3771	4856	4161	10712	6468	2493	9500	7207	6677	1939	3281	742	5926	461
6669	4431	7763	6652	1384	1145	9090	5229	5280	4261	3024	6735	1755	4010	6483	5999	1567	3318	8236	7092	3163	979	2831	1953
8450	2721	1453	337	1908	3158	4351	3740	8190	174	7118	251	473	6213	5507	10073	5952	8661	9309	783	10109	9133	10257	196
10413	7247	1717	10243	1218	485	1886	165	6091	7533	3616	6708	8432	5001	4272	8423	5520	1888	9361	6557	10553	5952	749	9541
9441	10682	1589	3319	58	6194	9399	6643	2154	3601	4573	3307	5772	160	1026	3868	10492	4587	6036	8742	10623	8334	8491	4762
190	6951	5400	4894	9510	553	7596	6000	10534	8013	8895	9270	3280	4333	1213	5795	1240	879	6218	4972	4060	6675	10733	2093
10828	4258	6114	7388	1641	4765	3627	8949	10423	3402	965	8708	10244	4577	112	6313	1838	8535	424	10050	2192	2171	8901	10559
6261	6245	1802	9559	5525	4798	9591	757	7304	2457	7991	5457	6195	6817	10336	6763	9983	10059	10337	6238	6237	236	7809	3477
10732	7811	11086	8442	126	4075	5621	8604	1298	11123	9693	2172	237	2713	1401	3884	3496	1137	4054	7430	6911	4643	3963	4494
9270	2400	10472	9652	966	7678	4956	9266	9213	8091	7617	2408	143	7871	4191	6302	5663	4550	10703	5458	7150	7704	2088	8506
718	4587	8082	1448	3790	3680	9155	869	1170	11100	10534	7114	2857	8046	5664	6186	5146	784	4851	5228	1989	9111	4240	3973
729	4648	10649	166	3795	2151	9612	10724	2784	8331	2155	876	11034	332	8387	6644	2700	10693	8137	5738	858	10349	534	10045
2568	8977	9774	4711	8678	1547	2926	545	1881	3074	91	3124	8107	4038	10472	2921	11091	1114	2987	7633	4219	1434	7193	10721
8183	9167	6189	8251	7335	1012	8879	6554	9040	975	2064	312	806	1043	7505	4464	10137	5969	8850	10575	8202	2652	2077	9892
3381	9242	8840	9291	3572	5526	5104	6811	10450	4786	5751	6652	8346	600	517	2813	8981	8475	327	7215	2952	9556	704	9885
2276	7192	5807	9777	4516	2579	220	7673	2309	10072	7487	1054	786	9659	48	138	5654	3868	2577	1849	52	5609	7085	4900
6578	9307	8844	6625	98	5272	2139	6076	1669	1028	10949	6622	8214	6001	7287	818	10220	4095	10432	6550	9847	6272	6419	10268
6373	8134	6531	4263	3395	2878	1870	3698	5974	4268	9702	7229	1228	2255	3340	1756	6437	1416	3803	890	6402	3911	8173	9661
1221	8916	8116	9193	1996	6763	9400	5279	8920	4297	8511	4016	9903	6776	11072	4001	907	4061	8835	6819	2647	8976	4328	673
5234	10323	4868	8557	10860	2108	8579	1279	4274	2634	5152	8834	1147	10172	3124	508	2613	8575	798	10581	1459	10192	10825	4747
5870	3547	7796	3011	2239	750	1500	5520	5765	7131	4058	2349	5275	9391	10023	9136	1184	159	4778	9194	10905	2583	1277	5729
997	4452	2072	5550	9098	1825	8300	3684	7257	5533	3573	6306	1211	1844	1058	10135	1015	7398	9286	5638	3106	1460	1525	10555
10006	5233	2124	1044	6994	5832	6154	512	313	3740	8289	4320	5774	3097	6650	822	618	9662	5414	2470	7805	9669	6118	512
9690	3861	8957	9722	4725	6083	10443	9591	10842	8111	5651	7523	5455	802	4707	803	7241	10636	10156	6352	9428	1010	5859	3821
5806	8348	8247	5541	2242	1356	6342	8945	10819	3856	4562	9378	7847	9977	4054	7720	6459	590	10526	9012	9853	7504	6870	8549
7082	3009	6839	6611	8774	1622	7708	714	4231	2205	10954	3425	1337	7353	6371	10690	10033	3755	4544	7579	1743	3495	7807	2692
6763	8703	8926	4582	9691	10547	8258	1252	5824	9872	1341	5462	600	885	7129	1134	8427	8383	7815	4620	5840	5032	7285	8043
207	7267	4784	10787	4769	4566	7499	2937	6683	1627	3698	1838	10110	2891	6804	6349	76	6877	11032	1423	8714	2909	7112	4745
11122	5008	7479	8686	3549	2119	3847	1510	8287	2751	3637	1373	6586	2536	1690	7694	80	5180	4583	8340	2818	10179	8467	8559
5047	7397	3320	3190	8198	5111	4390	6624	9264	5287	6116	5749	1256	7737	2006	10183	9840	3732	4209	1168	10486	6307	10757	2273
1546	4443	519	3956	10895	7683	2228	3488	3307	949	10411	4931	2930	1947	1975	1379	7819	5196	4341	8370	8504	2678	8412	8145
1199	6434	6343	3894	5519	4820	4376	8707	6260	4640	10045	495	1520	2253	9023	4950	10687	8035	3816	7850	316	2575	9105	2018
1255	5666	2239	7048	6117	11121	10690	7338	6953	5007	10893	6428	2530	3337	3669	406	7151	6332	6271	2353	391	8667	6522	7965
6499	1920	8608	4720	10993	5934	1127	10623	7381	6288	10523	1476	1271	3702	9028	1199	1696	5228	7904	9015	3458	11092	4672	2878
9667	6568	1221	9677	7215	7487	6537	2371	4040	6720	3672	4122	3659	3579	10059	6833	10443	8075	5141	10004	8409	4327	1036	5549
1629	4094	2764	5498	10533	10451	8274	6365	8209	10302	9010	710	5260	7575	2146	8225	7314	5612	3067	7033	2141	8434	9495	8427
7617	8743	4232	7147	170	8073	4742	10418	6673	255	5574	4042	8948	6937	4114	7223	9248	9658	10720	4994	6349	10732	8082	4439
2403	8641	10846	87	7044	203	1655	5014	5651	5159	5456	6880	3082	3674	8388	9689	13	10618	448	6657	204	2953	1962	8518
8881	9160	1723	2523	10948	1541	3826	7631	1437	3520	2550	5564	10098	4308	4624	2220	9273	3263	9743	80	4035	5611	6835	3003
6056	4351	841	140	1285	5175	4840	8	4350	6839	8414	1495	6331	7805	9862	6369	7123	8585	7652	9397	1682	5207	1758	9738
9701	9270	5461	299	6711	3485	7764	1912	1823	7097	8878	7126	3108	8034	10218	744	6721	8658	1492	579	10633	5866	6596	510
5450	2983	8501	8833	7718	1286	5103	9006	129	101	6596	2202	2317	2626	8090	6932	4806	6272	8151	158	5039	3918	9807	4754
11096	2614	9106	3706	10099	1852	3737	10058	5868	9469	9779	10955	8641	3411	1603	4795	8951	7455	2293	10465	1849	7735	1596	6354
10837	2292	7628	5842	4022	10701	5579	7649	1067	2791	130	8281	3573	10223	4670	9911	4513	10258	8420	1806	10503	5916	1026	5526
3490	7286	10279	1509	1425	10717	10655	7245	10036	4448	1687	11069	4557	10690	5293	1167	1962	5575	3071	1043	7322	7700	2469	8159
2642	8642	5283	3688	3234	3665	8303	8922	1842	10463	1068	9127	2072	3640	10805	1789	4810	7033	5387	9885	6594	2366	6697	6364
4577	4265	9699	104	5117	8021	10675	6979	3078	5370	6465	8914	1005	447	8352	5756	2143	8597	5890	715	5118	559	713	5406
10583	1412	8422	3237	10670	6081	4954	8903	8000	10135	6348	995	9188	522	10620	459	6555	7388	8093	3471	1814	4825	6034	10203
7137	9320	7289	9744	4249	10674	6138	10947	9526	459	6929	2188	10202	9508	2146	5506	4941	1603	10596	4472	4576	8987	2115	4681
8533	7831	8698	9290	6467	3984	1616	2847	10136	8165	8171	8074	923	3400	448	5333	8362	8475	2789	3575	8812	3485	4710	10673
3339	7519	9635	8402	5209	10253	2371	5076	10609	9630	3374	2228	256	10486	2781	3664	5363	8424	9018	1736	6403	3554	7925	10290
9027	7254	1908	3527	6653	7524	4099	11077	4018	5528	3786	7159	2868	10485	3917	295	5082	1658	10013	4869	5524	9642	4353	1597
1250	6943	3413	5493	1285	2602	4509	4039	7658	2670	5770	862	8780	10000	8740	11124	1727	4774	4537	2934	10957	6430	8176	6788
5258	8557	9182	7731	3682	5932	4588	5179	4778	7711	4237	1742	1930	666	6948	2144	2082	5026	6006	10716	7493	5995	10181	6255
7967	1455	8556	5116	1825	10102	2440	3555	876	3656	9108	5586	10214	8336	3249	5275	8767	8779	5136	7682	4541	10036	8425	395
5055	10473	7663	10291	4607	7245	1274	6123	1438	8715	6209	2590	7720	7678	8958	6699	2409	6498	2137	8964	1055	5279	3094	7865
4814	158	5271	973	4268	5977	5860	3877	996	5328	1026	7149	10433	8199	6093	7961	6088	9966	3935	5475	8144	4310	3934	7571
10895	4457	738	3463	5829	5504	4894	2100	1197	6571	6881	6942	4580	8404	7503	4996	7411	4674	7725	6201	2749	8201	1283	809
4337	8468	10285	6114	2425	8458	4710	7679	6607	1597	4601	6175	8062	10387	9279	9941	10334	9628	10167	1759	9249	10439	1532	8374
9893	8984	240	5180	5345	4598	9252	219	6095	9001	1374	8995	1297	1803	9523	6570	2131	1191	4002	3626	7787	2013	5699	7548
408	9741	1885	7158	3865	9346	8736	6311	3656	10584	9016	4324	5701	1480	3202	2426	9218	7936	9499	4271	339	3243	7043	1550
3993	5901	10801	7458	11002	9144	9306	7818	4404	2735	572	1143	6508	7582	9626	4036	3244	1823	9975	3479	10753	2055	10121	2620
3082	908	7393	9481	9821	6866	7488	3576	8114	6477	286	2620	2246	6022	6253	1765	5914	10150	8749	1948	6469	8447	2613	7298
3722	2059	5940	505	5130	4959	10380	4480	3292	4167	4015	4001	7798	3889	1421	9015	7770	3172	8152	5256	7825	8705	11044	5592
4048	7638	658	1404	1787	6012	3025	4176	1916	3603	10467	8953	363	5617	803	2789	1856	9147	6038	1531	3296	7600	3069	549
554	1446	7001	8890	1682	5721	495	10012	10592	10841	10285	10793	4485	7068	1646	3787	9832	1057	10859	3285	435	10136	8716	1142
8691	7421	1247	7459	8958	5514	5892	10718	2774	6650	10103	5358	3571	3874	8219	6880	8221	2589	5127	8721	1454	6627	6827	3516
4997	3998	252	8198	1235	1068	3173	1331	3670	748	82	1248	10690	7864	8242	2664	11086	5340	2647	4728	4977	4475	10572	8233
10778	4888	10474	4348	10699	3768	304	5432	2758	9710	7601	7318	6740	7150	335	10642	9394	2443	10634	1861	6151	808	1208	7292
8128	7921	4243	7404	9262	605	10689	1004	3760	6552	6068	411	9304	2999	8239	4474	5083	7108	2276	9903	2876	2297	10097	1284
857	9828	9813	2337	8505	8257	10846	2719	7075	10593	8220	3542	6457	2727	5492	7829	3318	10297	10062	7318	462	3267	10729	4456
3618	844	2116	7367	913	1377	9974	9164	7630	9194	8518	9493	10386	3199	4661	8169	9435	10126	2543	240	5170	11076	7633	10597
8334	9684	144	284	6989	759	9500	2209	1756	4936	9393	7261	2466	10407	3406	7768	10490	7892	7957	11	5062	6588	5422	3385
5409	1221	4339	7230	3752	1450	1392	1184	2798	4551	6742	7932	6176	8146	920	3874	11054	10479	9015	9843	8206	1225	6803	9128
4377	10600	7223	6198	10685	4857	10779	1117	4896	3712	5914	7486	10482	7605	5896	8778	10190	2209	2406	678	444	2882	1144	10082
9619	3118	5316	8982	9145	5762	4223	2035	6598	10403	4649	8172	4806	8353	6599	7261	932	5522	724	3946	10916	9643	3953	956
232	6730	7991	1543	5554	10710	5661	5152	3010	5613	6259	1476	1376	266	7534	391	4954	6070	3948	3352	5227	3421	2147	2787
9505	2407	5765	3336	3063	5242	6697	8876	8702	850	10403	6701	4561	3106	6226	4370	9605	8079	1326	4846	9109	10924	2265	584
10552	4818	6908	5431	9481	334	6581	10005	5877	3065	1757	5919	9081	10279	2093	7750	412	8025	8541	5176	7770	9333	5110	789
7260	936	4200	10277	449	1264	9934	1026	8112	5476	10555	4431	3401	3629	9187	4096	2646	7688	7580	8377	3924	7549	4363	8860
5880	5634	1166	3545	8062	2757	3230	3272	9509	5987	10064	2327	4567	10227	3356	10630	2762	8736	7293	6276	636	2503	10364	10110
9638	2291	8140	350	9618	5451	2634	8580	3703	7469	10533	9185	10569	1145	6255	487	10844	1541	10216	4105	3804	4510	174	3143
2898	7440	5062	5555	8287	5243	7857	2576	3448	7191	8789	9158	6198	3884	4083	9197	2817	6563	2578	4623	1594	649	9632	995
9761	8453	235	7057	9966	3673	8696	2468	227	4564	9846	8816	882	9832	10055	985	9491	1598	8591	5046	10884	4499	114	7613
9642	1119	287	1510	10972	5691	3985	4814	1947	1479	4526	2813	202	4664	5575	8255	6820	8080	1087	4368	1255	6431	947	11102
5791	7877	4694	11061	3932	8294	4546	5692	1021	2319	638	1652	3642	8853	2438	9261	1652	3289	4451	11021	2613	3400	276	6094
3233	9263	4352	9437	9025	9528	3907	4727	4531	11001	6645	7340	5207	1084	3037	4125	2795	3666	7979	7573	7504	7180	7582	557
5876	2741	250	1034	9845	2333	8772	5786	3869	4292	1121	4509	8195	8833	3470	4727	9193	3298	64	7272	5567	5028	3589	7258
