0	1	2	3	4	5	6	7
8947	8500	7937	11121	5926	14105	12941	3755
8163	7977	3051	8321	2418	4499	1017	65
9937	12022	10670	8545	2302	736	7375	1909
12077	13482	10196	975	6620	10516	3712	12784
9959	1965	8985	3901	5877	5084	1985	2772
4554	9596	7737	3969	14403	3027	9254	10896
2030	4063	10422	4847	3371	14582	12922	10515
9273	1093	1472	3290	76	12211	13696	5935
4954	2629	3406	12975	13789	12768	2836	13333
3339	9383	14093	7547	6396	8695	5273	2141
9644	1988	14541	12308	13188	11183	9384	5644
2862	7117	7222	4456	637	1194	4711	13439
2478	4045	11676	1676	6632	409	13257	6025
7761	13410	5228	7133	881	9980	13756	4894
13050	8898	14568	945	8514	14634	13859	13392
2197	780	4978	2552	1596	13690	12069	1929
7103	13919	13964	10427	13638	9779	1878	4395
3858	4405	14185	6541	10698	9580	1519	10231
8687	4165	11376	1483	1586	785	13240	1119
1680	7222	12542	4901	673	6921	2628	13988
4386	13912	3883	3577	8162	9027	5633	4621
7037	5899	10678	9116	11313	3818	14351	1503
81	6459	11839	6035	9746	374	6733	14492
10253	8584	13290	556	342	6720	10341	8079
3816	7726	631	2474	11607	3889	10	3933
14572	7535	5434	2612	5758	2420	301	8886
14115	9363	6380	4693	13264	11013	11991	13544
14483	7454	3172	4108	11008	9720	10333	3057
7065	11484	8863	11592	4018	12723	2737	6646
3976	5287	8899	13096	12387	7976	4910	3763
10377	8210	12265	5480	4042	7953	2771	13357
14338	3890	1023	2616	3984	3411	11426	7774
13313	13477	10153	1611	14557	9323	6215	311
4022	125	7921	4147	10335	8806	9606	3494
6861	4886	8584	9824	5481	3977	13253	1739
10617	12400	14135	10038	1087	10524	221	12912
6290	9141	4238	7268	3466	6713	5694	14192
5885	14419	6783	12229	8034	13965	12614	364
7109	2916	12090	9177	220	1670	10735	1661
12703	14043	14102	2750	9506	9825	11872	67
3305	1616	12824	3148	7287	4019	4239	7987
7051	3057	10195	897	1638	8730	3932	3936
8218	4481	14392	2148	2937	262	10589	6473
7648	1585	4833	3992	1174	14652	13912	3074
9877	5351	6841	5301	4395	11387	1903	12865
9666	9082	11604	92	4799	1048	7944	1047
13610	1874	6391	4469	13917	4234	5832	8052
11623	2686	3076	1564	12289	6126	13444	12273
8654	6873	1969	4473	11772	8315	4775	7494
7284	10380	14491	3881	4444	5766	14329	3182
10325	10696	11431	13647	13190	7368	1694	12906
10584	8991	6279	12021	837	9157	8619	7715
11916	693	5785	10493	3962	9039	8507	481
2745	11912	7569	9818	9631	4953	598	12128
10536	12726	2691	7400	14636	8569	6037	6396
9041	14243	8573	2653	8555	8063	1714	4554
4911	3216	6777	10508	7291	7515	12820	11978
2738	9227	1042	10247	5131	7512	974	8154
7853	1390	4962	14331	11295	3703	2422	1716
5231	8596	2542	5272	12802	4845	1689	10723
8436	7223	1588	13074	2296	1533	7946	13094
10434	12077	13880	1292	2318	5044	593	3167
14484	3269	4063	3428	13180	11803	13333	1730
10936	958	4510	7561	11212	12445	1240	6267
12724	12900	1791	5689	12094	9670	9794	8681
7486	11966	6134	4452	89	1517	2577	5312
5608	7514	8126	1537	11053	9211	4958	53
11069	14046	10739	7406	237	3459	12416	117
326	11080	7977	1992	5351	14399	692	8270
12753	6507	13741	14510	1062	4120	10291	12637
3717	3729	8488	5108	8415	1519	527	13957
6300	14346	11988	11972	13001	1596	9660	2578
6126	2985	7105	8887	5684	14700	5074	7156
750	8770	7955	12708	4583	9015	4584	13251
2350	2744	4801	13807	10639	1462	12297	2571
7037	12204	14618	13870	3198	817	11667	3374
9796	6125	8563	3708	3031	12376	937	8677
12715	3541	13768	4735	6029	1350	9787	7608
4086	12498	11365	6212	14576	13179	2843	5800
13318	114	5175	2745	6501	10678	2485	9231
12810	13179	10626	1636	5287	1062	8245	6586
8963	11839	5419	10467	2341	9809	3167	9654
13320	8888	4531	12965	39	2667	9419	13480
4378	9212	12142	12815	6170	258	12178	12489
3869	7849	10306	6111	11306	6277	8559	7637
1197	10929	326	11218	5447	13632	11808	1013
7047	14254	11222	1567	14051	13126	5741	2361
13335	12964	14436	14176	4833	7666	1728	13364
14626	66	3658	7391	11715	9919	3128	9457
10810	4571	2810	13517	3666	510	4521	11216
4901	12623	13608	8183	12456	344	8078	1655
13545	7052	11772	5374	3783	486	13630	12636
399	7553	7074	11606	2957	3764	13786	4991
14336	5037	133	5856	4456	5125	2953	12807
13856	6163	5365	12077	14634	7889	5235	11405
3837	4085	9387	4808	2362	10326	6093	5255
14583	10332	13955	13159	13375	5346	7189	13265
9534	6824	10194	6185	12795	11299	9680	13598
14223	4580	1650	733	6259	4415	14614	4020
5750	6764	2548	8769	2013	5792	3519	3204
11927	13001	11499	14019	10458	6625	5489	7409
13086	10235	8459	6660	11176	8870	12677	2919
11915	14683	13069	7310	10985	7281	9701	5006
2395	6821	3530	7365	9551	4089	5779	4814
10507	9505	883	2116	5852	8410	6238	1901
9533	6349	9215	9022	6960	10730	10774	3773
3746	8698	13945	7473	13154	7136	8700	4462
1017	2487	3610	13549	4743	9382	4315	3922
2489	12115	7613	14077	5347	3401	151	11128
13981	2618	9476	12696	1547	13036	11356	2352
3012	2172	10553	2780	6079	11144	7047	9933
884	6394	13641	9461	12848	5910	6857	11190
10514	1783	9175	4395	8456	7200	7493	14515
12736	9829	5825	4650	13533	11801	10573	8347
9250	12844	5234	12386	11940	2380	12104	7457
6302	13602	7669	8267	1275	3911	6908	8135
11996	5116	13007	993	6235	3722	13789	12324
5207	12139	497	4274	9082	7576	1291	13076
3413	2410	14470	14383	2226	7328	11803	2756
6114	3033	3103	2474	14688	12663	9034	2384
12886	5365	4512	14629	3501	10071	12976	7751
6259	57	5124	13452	6970	3124	11953	7708
13771	7860	105	8769	9989	5542	7198	10456
1736	1325	14530	10483	1072	9076	10170	7146
9960	11979	11723	7405	1079	8276	4899	7209
1624	2564	78	5216	12423	3128	4515	2816
5492	2344	1310	464	6333	5530	9331	12230
5557	5806	1401	11832	8995	635	14223	13669
11612	6240	3718	11903	7798	10423	12912	9939
10920	4959	3052	4276	14522	9262	13278	250
11764	13729	909	3679	12864	13200	6169	14584
8187	9938	6074	8873	10925	12350	2859	4898
13569	1254	14131	12894	4941	6347	434	5440
3280	4321	10766	12494	9363	470	3912	10483
6479	4119	7559	14178	8988	3150	6108	12704
2502	609	1849	10420	7339	8167	5882	8148
8607	4715	7921	12739	4601	3266	5765	1898
11248	4788	7395	1153	3779	13919	9618	9947
5797	11250	6694	12363	2969	10793	18	13632
52	1303	8233	10864	4585	3101	6837	8578
1189	12589	12781	11612	8367	11085	5278	13480
11407	12448	4699	9458	12990	14332	7938	7323
6893	13651	11777	7614	4506	8912	6958	1856
1950	5689	10499	10388	1258	7303	1339	8187
7505	6356	12735	7062	9834	7099	10895	10539
4769	8357	7045	5422	10890	13968	684	8011
467	12919	9129	9192	2045	963	4212	14583
2094	5165	10856	2333	10988	10078	8372	4373
7472	14490	8295	8030	13439	311	888	9501
9385	5764	7275	3549	5427	9494	13630	7203
475	1655	6260	934	2497	4973	9068	3167
11322	5488	13214	205	10088	7193	5480	3776
9463	13480	2795	5010	2158	618	13942	11617
7699	12940	6415	2801	2330	5038	12734	9330
11286	4232	6576	13493	2600	3295	4763	142
1858	1756	8663	14530	6751	3551	721	4343
137	2464	7894	12506	8103	5418	6170	10827
4831	4034	2818	1594	12176	885	4228	11966
9581	9197	7266	10929	5005	2676	13866	2929
8229	2117	13453	6429	2975	10237	8783	1184
3742	4007	969	8157	8800	9382	14044	3173
13429	1978	6442	3874	654	1428	7681	4441
13698	11724	3888	6466	10781	9355	9665	11389
10620	5557	7943	760	9293	11809	7202	96
393	11827	4539	5676	446	5824	5183	9533
7245	2522	8004	13036	2272	3523	1471	14224
1643	3102	1251	4635	11218	7503	1909	8674
11300	12313	3472	1637	9003	9833	10265	13372
11333	3281	1530	10676	3044	7871	13010	10481
12514	3453	9535	8949	11825	5303	13727	8561
8407	2398	14379	8856	7242	309	2299	3640
14518	12486	2447	8319	5169	11850	13760	14521
13999	1716	3524	2047	1966	1950	1917	11080
4782	11374	7404	1489	10733	1210	4488	3273
9608	14098	8262	13569	2819	5533	1897	7055
4729	9184	3718	11544	8372	12951	13893	1864
8000	6309	7992	9378	13545	4072	1983	5908
9450	5649	8775	11442	4571	596	9290	2842
7010	10231	5460	6769	14172	3370	484	7982
1201	1631	13974	13045	8074	163	10067	2089
8101	11690	2793	286	7888	1313	1909	14433
12376	872	10748	175	471	4459	12938	6064
4483	3496	5042	3621	13180	6867	3156	9113
10186	8576	8901	7617	3340	10623	13502	12802
8836	12307	7414	10208	7111	8992	9481	896
7954	2060	173	6758	14569	9126	10103	1582
11238	6780	14503	11331	6183	10200	3211	14574
8409	1188	9470	5142	5353	2545	1461	1844
8040	13265	4792	1501	2447	5011	12032	14471
12716	13101	6958	363	13106	7847	14309	14023
10835	5316	13420	1211	3647	1363	6027	10695
13114	12992	6565	388	1114	10516	12696	4675
13732	11782	10844	13581	14371	8084	7738	11268
1019	12454	8984	4958	8426	6180	10525	2264
1913	10086	5172	10558	4171	2551	4843	7913
2469	5921	6887	1330	7896	11906	3364	4371
6095	13668	13467	9802	10702	6908	3994	8171
8021	6002	13705	8167	2082	180	10921	9484
11064	83	12892	7535	1670	14699	2303	3078
1416	13120	3131	12569	6770	7082	12193	101
13587	11592	12953	13584	3252	4715	8126	14328
11955	12845	8986	12371	3289	1069	11649	11920
2049	9422	9621	8793	11937	3697	8993	1950
8195	7320	11015	8115	6497	6766	6851	12840
3998	2578	8851	9441	9019	12451	14512	9915
6959	101	3677	449	6123	9654	10478	631
1304	3814	2835	14556	9066	10576	4142	3427
8738	11785	8005	14495	312	2610	6650	3464
4999	14130	12963	10891	2384	8533	9056	197
13744	11393	12553	7664	1724	1876	8494	7843
112	9525	3255	4348	8456	13563	4510	7043
7311	1770	5154	6467	11254	642	2209	2634
2219	2130	1601	4689	13388	14042	1853	3605
1373	10585	12077	7760	10584	2152	3942	4042
11391	5889	2700	10009	8827	7818	8792	14360
6630	929	12593	8462	7013	6109	6851	9359
10683	11614	10661	12937	223	4624	4254	11385
6449	1360	8026	9095	6738	11120	980	11338
437	1554	11439	682	14618	14397	8696	10808
3995	13152	7484	10481	5484	1762	1807	14089
10394	5795	4570	6701	6826	8931	13529	11035
2909	12131	3558	11650	474	11720	55	1633
7527	4619	1803	10493	12024	2721	13758	9440
10529	9121	6145	4582	11833	10709	1221	5145
8055	2149	1994	277	14373	967	13234	11688
13762	3427	11727	9860	4876	9409	14077	11326
12507	2017	12921	12159	7038	13355	10894	8540
7399	7251	10317	4623	9733	12144	3330	5323
7460	13131	963	8489	5887	2073	13804	13366
7093	10469	9784	11989	6468	4978	614	9084
10238	14629	9304	3612	2600	4972	13774	10738
6914	2962	1584	8510	102	10461	5189	4861
11725	2674	8126	5101	267	13257	11023	8428
12334	11243	6107	2641	6787	8284	13278	1061
10500	11781	7806	5176	4304	11869	8597	10184
12919	7395	9321	13526	8429	12124	8339	11796
7043	5291	7422	12938	8485	3066	11670	8847
3503	8283	733	14414	1074	6044	11218	14032
12196	2774	10779	7736	1520	14419	7557	7208
877	8652	7493	13404	4227	14492	4026	12861
8156	4993	12883	6312	5695	6025	10143	384
12394	2654	4713	6132	11808	7205	8487	6945
4671	5417	8576	711	10000	4208	1366	9913
7981	11491	5439	8415	6922	6349	5013	2423
8300	12847	510	924	12458	5305	10773	7003
11834	6618	11492	14306	9823	4464	7298	4215
3787	8144	181	5186	9344	9318	13375	2901
6032	14044	12055	9671	9762	10644	3009	773
6778	655	8786	642	5267	6376	10310	2932
7905	5046	13463	2844	12425	7948	6895	5661
8386	3908	8247	8650	6894	7445	13495	5087
11741	4304	4654	8929	6432	13355	14585	12949
1632	2707	11780	13964	136	12084	14047	7259
3860	11572	12065	8632	7511	11399	7279	6941
12798	58	3734	11243	11389	14344	2092	7358
4186	5846	12593	336	6296	6247	11436	14502
8059	339	10919	12644	2174	12791	13496	7823
12443	4223	1949	7080	2961	2186	3716	10201
3204	7252	14698	8878	1110	10804	4414	3020
64	10313	6677	9551	12121	12367	13479	4659
4866	11342	1418	12292	9962	361	4499	11830
11665	1486	7648	4259	6601	3715	204	8417
3862	2700	4255	405	12735	11767	10261	11649
8858	2038	8885	7402	2127	9120	14445	14453
993	12446	6255	2170	5482	3259	6139	3772
3414	10042	7406	804	10622	6023	8413	364
10197	2784	3469	5568	11772	11140	14432	8827
1097	8694	10038	788	5535	11707	9414	12897
7361	6685	6423	2359	8882	13729	9613	7171
5623	10935	710	5009	7108	13690	7491	4672
4058	12151	5774	12369	3244	13039	2059	9193
14183	2271	779	4941	8370	9207	12904	10538
12480	7547	6027	12090	1797	7885	6986	5849
5711	2306	4206	10395	14515	554	9668	8914
313	9657	2683	1202	513	1678	3755	12898
762	1808	11165	1962	10969	10114	5512	12104
5417	10212	13688	1087	6741	9746	9999	11357
4099	8432	12604	2512	8884	2859	12110	8930
14002	3577	4731	7826	12887	10062	2804	13809
9152	9736	1752	3020	4347	4875	6227	165
14020	9805	1667	2268	2691	8129	6987	10213
12167	2136	9453	13181	4155	4371	408	11828
9246	3716	1783	6622	6657	10184	4721	8616
9645	12189	2916	567	9300	6149	14422	2187
3897	6788	3330	5050	4751	11985	10602	1761
3315	2746	7700	1832	8603	184	6403	1555
7421	6250	5135	5935	9436	12019	11076	9636
7336	2872	9251	3695	7667	11295	9345	11984
10724	5055	10025	11304	9193	5399	10384	8621
8173	3118	2527	13161	8515	7860	2135	8160
5340	11229	14074	14053	9976	4316	10355	5485
44	3612	14026	4611	9283	5643	11786	10461
458	8211	2470	3586	1874	11658	9061	6016
10068	2650	13434	11238	5866	8261	11854	185
6482	6637	7447	9757	5024	946	12701	6927
12313	2740	3986	4927	6358	6241	11478	5375
10374	8962	56	8969	10712	5252	7422	6446
8071	1627	4107	3280	6573	4399	13159	14384
13260	10121	3602	12016	11596	10073	2354	1811
12366	5966	8133	1611	6257	185	4197	3000
9902	10576	1981	1885	8439	12331	9785	3546
4979	6185	3681	5054	1398	14449	3430	9039
9455	12858	10756	539	13156	4700	9862	9248
13662	6330	927	13563	2123	2947	6432	7724
3075	6493	11127	5450	13309	9192	6259	4906
12792	5556	9347	2216	7066	484	3176	2410
14423	11771	907	97	12894	2415	4709	3867
6810	2931	3681	3340	6838	13254	4193	10749
11312	1971	2112	8241	1480	5245	13336	4680
5288	12799	6439	8732	3555	13873	13000	11547
3325	12579	4121	1854	126	4199	7415	4558
520	13136	570	1142	10330	6368	9549	13527
7365	7310	9453	5712	8136	12357	10990	1721
185	772	11047	9498	5371	7856	9821	8621
12469	7953	10229	11210	3848	14429	9908	3609
6620	4377	4103	6868	12353	10400	13485	3493
6681	14384	12828	2340	8315	12369	6685	5434
10634	10312	9876	5066	4553	1469	1623	1022
1640	4801	14452	14352	9530	8770	678	8431
13779	13040	4853	5254	47	3453	9743	1677
12348	1630	11165	881	10004	8397	12969	4505
4967	11861	3982	539	11364	1763	9342	10531
2220	13875	2664	2890	6088	12969	12915	6311
1214	7484	3943	14047	1728	2778	13132	12784
12569	11229	7545	8940	13881	7967	832	3544
308	8453	11215	14282	4894	14378	11349	10352
11386	10505	3309	5815	2639	8064	508	4216
3396	13647	10988	3062	3779	10495	216	1863
10875	8239	12605	3336	9324	2111	9383	1452
1936	2594	5608	9889	6076	2639	3124	704
142	13821	10304	5759	9481	9139	3282	2522
2770	11884	12253	6681	12019	12527	13136	6522
14617	9443	3768	13036	4718	12607	11722	615
11664	4450	11692	6734	9260	3755	6345	7579
5662	11376	14439	986	13843	7837	2561	9028
13076	8303	3972	1728	499	12835	3467	9084
9866	8901	8104	120	10323	10287	11322	1362
8728	12426	66	2858	10178	5993	7486	4880
12173	4426	9586	9297	11802	4398	13883	3401
8600	8025	5072	8151	7068	14596	11489	560
2982	10881	3957	5716	2362	1462	8	6240
11326	11059	14625	11526	4032	8823	11731	10422
2357	13274	13303	64	9729	6165	8718	224
10702	9565	7792	12350	156	569	9257	1450
12431	2442	9453	14328	3632	7938	4297	5383
12825	13056	12120	9291	13817	11881	3923	727
12792	13523	5698	11909	12436	3328	7347	8047
9988	11470	6571	12450	14576	353	1037	11008
14382	10872	768	9351	12345	4650	1646	5284
13222	4816	8679	2437	9984	1142	11827	5086
7218	899	6850	9514	9016	12211	9548	7761
13393	9157	7153	2679	8897	12701	6275	717
12659	10344	3507	11972	12268	12776	1780	9310
6048	8552	4946	1066	2742	10331	732	9878
11092	4410	11105	6444	3745	323	9585	4146
13416	12098	3587	3824	9810	2710	13816	7870
5084	5688	5644	11098	11174	7041	13404	12476
6239	14604	182	9655	800	5380	565	2882
6105	14209	9757	9418	6476	13106	7129	592
8531	845	6446	14536	7946	4570	5448	5075
6589	6656	7917	10438	2130	10493	1587	1009
5575	5572	5674	877	10204	10072	12954	2207
13034	3440	460	3290	1313	6802	4842	5262
4909	8384	7569	11580	4810	5704	9845	5315
2539	2598	6546	9612	12459	9300	2576	3982
10212	4137	2701	6438	6260	3948	6940	11286
360	1906	2928	13919	4107	5243	10324	7056
206	8476	1256	702	53	5293	3700	5374
8014	9075	4103	2378	13211	8939	10381	7730
12135	3109	13966	11757	252	4198	7123	9003
8962	5543	10637	10076	5373	234	7944	5086
1327	4101	4611	2001	1775	14229	2341	1722
13900	13212	3446	12522	7869	4737	124	9549
10991	12566	12956	14038	8856	12471	7937	1735
6652	1424	3948	11967	920	11524	1709	13209
8081	4738	8640	7537	8604	6901	6962	8751
11059	5285	4420	13506	11964	4310	13975	8781
11114	476	13704	6399	7449	5158	241	11130
337	1888	6673	6243	4468	5243	11750	9683
5633	2931	972	3865	13576	2735	1033	2689
5798	5018	103	9017	2341	1667	9086	3194
11475	3443	14367	13411	11131	9586	11148	603
4224	13007	8377	8874	6498	7521	9460	7570
5210	13677	11500	10743	11349	8682	8573	9409
13571	2707	14489	10083	4230	13864	10994	7311
2864	4396	6244	4861	2804	9967	14476	14285
14099	3497	4484	676	12026	9875	5708	11270
14503	3378	6081	7035	11817	6	1768	4951
6278	4665	1997	5134	12333	1400	4856	9076
1407	3371	3690	13297	6900	5826	2604	6893
325	10587	14205	2746	7472	12726	5322	1695
12	146	2221	13669	3736	2962	2797	12294
10522	7962	5459	3764	973	6671	12644	6277
12043	1478	6344	4512	6435	11057	12234	1976
998	12169	13851	13103	14165	12392	168	2928
3140	755	8483	12421	8918	2244	5715	6063
9175	7750	6638	12573	12086	2222	13468	13931
2612	9696	7787	990	528	4498	2932	9282
5247	8519	12956	8849	12524	1501	3580	1579
13398	9109	14627	5995	7936	777	3202	5316
7400	13819	9573	843	5832	883	10154	9880
4393	14464	7671	8786	4	10661	10677	10995
10682	11107	3069	7796	9554	9444	14083	4239
13838	8636	7308	7397	10684	11887	11545	4946
4854	4474	7843	7360	12608	7995	6292	3196
12886	14299	10629	13529	5197	729	2859	2192
3294	11263	7526	5144	7739	10396	5404	1477
12645	8301	6969	14223	2261	12331	9261	2868
4357	8686	13986	495	11169	14460	10352	8515
6031	10829	6013	6240	3285	13631	7134	6635
9316	9246	1441	9714	7739	14037	4994	2249
11745	7548	14519	6325	9300	1021	11185	6645
10557	14280	8518	2297	727	1128	2207	3618
3927	13764	4819	12707	3137	7136	1956	14534
5405	8665	6825	1340	8087	1203	10073	5894
8899	9996	10646	4659	3127	7832	12963	7541
2835	2369	13442	4804	11302	13944	9212	195
10143	7197	12100	3672	6348	4649	9289	942
2583	13943	11034	13375	2757	11104	14657	9792
8855	10923	5620	9885	12993	2229	12384	6980
3379	1670	10551	1009	1337	11433	6273	11255
907	3476	7151	9111	1577	11530	11521	6691
1067	1175	13512	4945	4427	3697	318	9149
6270	3088	3395	10182	7264	7477	5534	1690
9977	12507	11533	4060	11770	11322	11625	9578
2196	7726	6053	14625	2155	4425	4162	3698
1454	4155	11903	14015	2535	6972	1983	4417
6188	13828	2522	13049	13624	12996	11859	6126
65	11304	14126	12000	10202	13863	3173	2154
8601	9911	11877	3340	8587	12653	5228	983
12025	8132	6721	7580	9861	6014	4366	13791
11500	14366	13572	5195	14543	6951	378	9116
6965	7052	14549	4625	8091	2215	10893	3914
13046	6419	11511	3953	12586	476	14668	5440
1815	9899	9320	9666	10536	13448	2975	835
11588	8038	8887	5911	11300	6455	8419	4056
7576	287	595	3177	1004	1372	9441	12392
7925	395	13383	4216	636	2778	2848	3008
8147	11043	13741	12004	5626	10844	9658	12722
4653	1898	3750	1078	3640	9215	2981	3358
4367	11763	13870	828	7717	13734	12080	750
6954	12839	4283	198	13367	6184	13481	14165
13708	990	2834	3735	14645	14461	2514	13786
6400	2200	6360	6026	14332	3981	5152	13099
2011	7967	2340	9735	9497	14009	719	6073
8405	4198	5724	14556	1997	8345	14211	750
12352	3379	8410	698	7559	5107	10059	1259
4587	3319	6531	11122	5079	7040	14294	8189
6966	6335	11465	6751	12509	6246	2853	993
4440	12247	11072	4909	13650	10467	4344	14175
7368	9483	13029	1640	12449	4281	2018	2456
422	11007	6468	9388	14353	7625	2485	4142
12188	19	2969	7177	3586	312	8906	1672
2875	12791	13729	11895	952	12659	6377	9441
13308	9391	2037	14168	6142	10004	12531	5299
11312	805	5068	3997	8665	2778	11788	4833
3468	12269	11590	533	12260	27	1223	7970
13625	7841	8801	7594	14357	2076	1490	5421
1499	12749	9466	4060	13521	6744	124	11750
13932	2041	7743	11894	1259	6960	7097	754
11533	8728	8824	7467	11210	8340	1578	14449
13444	4169	14352	2269	4422	5034	2204	2389
8986	14154	13092	80	8622	7196	14148	8771
10826	6929	4237	13842	5532	1101	13647	8346
10376	7318	6835	2480	2903	1261	10777	2879
13705	7421	1140	4085	8256	13618	13409	14631
13745	500	10507	13507	1720	13946	10280	899
4687	9481	7254	2267	8331	1431	1382	1193
281	11957	9844	4132	6540	7191	11435	7838
12736	11408	10366	3928	13099	6224	3994	11642
13669	7245	7626	2655	2894	3455	9706	13390
1939	1350	9645	1156	14199	12835	7056	7575
13457	11144	12256	4630	9673	13357	7494	12
12729	4496	3164	5336	9785	9134	1711	4477
1389	14334	363	7990	2842	10128	10195	11622
3545	11382	6123	7648	13653	7595	10398	12398
4961	659	2461	13324	14538	13063	11121	8249
8114	5415	12852	7715	7704	11208	1067	13115
5486	8173	6709	7239	5651	7956	7257	1988
13036	4156	14481	3206	2106	10649	607	6702
1028	4483	3459	2675	14585	2411	11819	2156
7466	9901	13731	11390	202	5303	1038	1010
4433	12562	14693	4938	8586	14427	3242	11291
7379	14365	14376	12622	9749	12896	3618	10029
1908	900	11438	11615	13300	8674	2635	1872
10436	12485	14356	509	9986	9868	4875	1682
13204	9978	791	4683	3044	5530	8781	194
6824	5356	14003	8430	926	5167	44	3556
1460	3675	13051	13587	874	2414	6333	6928
6798	8192	687	4336	5318	11146	6963	11024
12486	2925	8882	3949	11894	882	1395	3808
1651	13034	11534	2604	5599	8855	11470	7420
10488	12922	12095	13127	4634	13313	13411	11374
13087	6872	10539	3503	10969	8270	13162	3552
10098	10083	10741	2169	13254	2097	8998	1966
11570	3242	9781	13267	7911	11261	13092	174
13393	5334	8654	8728	10057	7777	651	14252
9359	7411	6496	2381	8990	2243	7110	11416
2904	10133	593	4951	12821	13265	14534	1770
1203	9953	10493	4043	2272	8976	4906	12827
7372	9772	11234	7298	10095	4684	11538	13668
12751	5943	12487	13868	11244	10865	9858	12965
12021	2392	1500	4658	7010	10067	110	10218
253	8047	9305	12418	10753	9383	5787	10999
13310	9644	9727	1417	5678	9568	5091	12834
11806	9243	3777	5230	10729	5408	2605	368
9601	11549	10594	2965	3253	4397	6656	868
3735	1236	2725	4405	11236	2731	8331	8151
11335	4860	2080	5051	10272	8072	5863	10330
2288	13185	6633	1539	13765	5775	12395	3070
11551	4078	6696	11172	11299	1076	14082	4936
8424	1976	9059	12780	546	2045	442	56
5109	8773	12741	13064	2249	4472	11737	3996
1694	820	9449	5634	13745	1470	7388	6796
10166	550	6456	2496	10536	10853	13592	10187
4833	3285	4879	12700	8834	5189	5256	776
1071	5032	14168	9643	10598	7129	4465	333
9934	6923	12201	6063	12788	8014	7777	9753
14458	14320	8166	11190	12536	8388	9362	1293
12416	4916	13507	14438	10923	6668	1496	6963
3784	12198	5328	3614	13756	8679	6960	4320
12533	2277	7238	11173	7497	197	9844	5939
10158	2143	12309	14429	141	1047	11021	7975
8513	12373	13551	8417	3886	799	8268	11341
1846	9215	4129	701	3341	10561	6238	12656
5541	5962	1443	1504	14125	12862	737	2692
7527	11970	1474	12636	10986	6964	10462	8625
2369	6380	2908	4566	7948	2799	2463	17
5832	11355	5658	12230	462	10833	2139	2335
14181	2014	10042	14557	11932	9878	11676	11289
6388	10352	5062	12438	8823	2853	2032	4830
12188	9429	3175	8913	9662	4540	8872	8110
10798	14103	11076	9374	52	11991	12947	1755
13973	4980	12705	6743	1202	11343	12908	11765
12698	4534	1187	4624	14021	1709	14144	10104
7837	10752	14642	5517	7405	154	1744	12002
13133	11451	14662	3930	1528	6219	3568	8226
10199	11037	10636	6133	4270	9617	8713	425
8110	5970	12066	2224	7824	3491	6826	12448
14272	14106	456	3789	4255	11568	2505	1020
4718	7046	3185	5073	1928	5548	11893	1892
10474	2363	10373	1248	1403	3591	6493	34
4845	9871	2865	1638	9063	216	5692	5801
8239	4304	7753	11064	14074	4718	11677	7742
6317	3210	9156	3699	2726	13442	60	10429
3493	11600	1103	5753	1632	1582	12630	375
11125	8519	9298	4688	13816	13275	3050	1935
8633	8816	1770	11890	6512	2683	10227	14047
14318	1306	3464	6740	5699	8660	7814	13102
10282	6502	14519	392	4462	873	13147	11912
1072	11053	7640	11816	2422	3427	13184	1196
6780	12532	13887	14588	4082	11577	3106	14065
11669	10874	9988	3449	5846	9951	1658	11206
2013	13501	10256	13572	7045	5241	9200	3702
11715	14659	13264	8464	5131	1687	6320	13423
6659	4679	2638	13005	1650	4803	9457	12620
12057	14363	8801	7802	8801	8207	13457	3977
2563	3850	3589	6911	2920	5701	10372	2842
56	5234	1193	13410	5219	2681	3215	13874
10383	10412	4539	14608	12493	12587	10160	5493
2363	5251	3378	8468	6895	3297	946	4443
8030	5838	437	8102	13252	10776	406	6452
3659	11208	8012	2654	9342	9699	11427	2550
6800	13229	14591	2729	7015	14468	9453	13912
3888	6961	11749	5218	10747	11783	10465	5111
12579	12619	5673	597	870	11496	12748	4242
3138	1551	4721	10795	2524	5359	3532	1105
9568	4546	299	3960	1903	10306	2360	5144
9888	472	8200	1830	10106	3591	13023	3579
13820	7986	12681	9545	12550	5074	9321	6288
3300	7571	8537	10009	2347	11531	8685	5099
4774	9317	8967	2957	6410	1182	4012	3450
8845	10936	4799	2480	4089	2332	6452	3345
13568	461	8239	7447	12591	9044	7754	965
7738	923	14347	8349	6922	12767	1594	8413
8806	1982	13082	5348	14697	12876	2348	5581
9686	1204	13720	7120	14606	13395	4221	3492
1959	9337	13580	3926	12207	3873	5248	2227
4531	3341	14105	13490	14568	340	2207	11346
1188	9060	9934	8311	4074	6213	5477	2919
9974	4468	12682	14610	12601	3981	13380	723
7558	8121	11034	14551	989	13701	8889	8464
3373	8763	12472	13989	13628	1431	4962	4863
5587	8787	8336	3667	14001	13230	14191	11345
12268	5847	1288	2895	14029	4990	8787	12267
9581	12642	11414	8122	8974	5846	267	4694
3679	8828	13199	9203	4445	13192	13513	14177
8629	2142	13019	12981	2463	2876	3016	1067
7704	2457	9966	2847	5618	13996	12891	4462
5753	155	12789	7359	8098	14695	4647	1448
13995	10169	14143	14210	7850	8512	1792	8017
8939	3602	7437	5970	13735	9328	10210	2625
8095	9299	10667	12002	10024	6	13361	8439
5675	13733	1146	5306	7148	4199	2897	8289
6635	8562	13319	4048	10734	6486	5447	1031
8838	3336	10026	4187	2266	4010	4116	11068
